Stock,Horizon,BestThreshold,Mode,Strategy,ConfidenceThreshold,FineTuneLR,FineTuneSteps,UseCovariates,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn
SPY,3,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.4959677419354839,0.5384057971014492,83,36,47,0,0.46987951807228917,-0.1773919777665887,-0.030091023995521105
SPY,4,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.5060728744939271,0.5160568570676494,62,11,51,0,0.46774193548387094,-1.063185580105522,-0.13668116635549343
SPY,5,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.5121951219512195,0.5778841041998937,50,13,37,0,0.36,-2.2827703954843637,-0.266161458921679
SPY,6,0.0075,Fine-tuned,long_short,,0.0001,1000,True,0.5020408163265306,0.5686666666666668,41,7,34,0,0.43902439024390244,-1.111145653766429,-0.13994678424018736
SPY,7,0.01,Fine-tuned,long_short,,0.0001,1000,True,0.5491803278688525,0.6057608183592436,35,6,29,0,0.4,-1.8170422260901167,-0.18396944761401934
SPY,8,0.015,Fine-tuned,long_short,,0.0001,1000,True,0.5720164609053497,0.5806293706293707,31,5,26,0,0.41935483870967744,-1.8501986923279823,-0.1704343518616387
SPY,9,0.0175,Fine-tuned,long_short,,0.0001,1000,True,0.628099173553719,0.6336619718309859,27,4,23,0,0.37037037037037035,-1.2907758722158031,-0.15398606276303517
SPY,10,0.017,Fine-tuned,long_short,,0.0001,1000,True,0.5394190871369294,0.6058277962347731,25,5,20,0,0.44,-0.8980353424521391,-0.12602567471379877
TSLA,2,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.4819277108433735,0.4743026859504132,125,81,44,0,0.504,1.4623142049973723,1.0935317298786118
TSLA,3,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.5040322580645161,0.48842050481394755,83,60,23,0,0.5301204819277109,0.6032262886104546,0.20999397194620117
TSLA,4,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.5425101214574899,0.5326501116804625,62,46,16,0,0.5645161290322581,0.4335195490154579,0.08076849336738068
TSLA,5,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.46747967479674796,0.4778204449152542,50,46,4,0,0.54,1.6364386041943324,1.2838592449681019
TSLA,6,0.0075,Fine-tuned,long_short,,0.0001,1000,True,0.4530612244897959,0.4507540371012946,41,38,3,0,0.5609756097560976,1.3809986031008956,0.942246320888616
TSLA,7,0.01,Fine-tuned,long_short,,0.0001,1000,True,0.430327868852459,0.4057142857142857,35,30,5,0,0.4857142857142857,1.788698580494838,1.7675459324406368
TSLA,8,0.015,Fine-tuned,long_short,,0.0001,1000,True,0.3991769547325103,0.37608401084010845,31,30,1,0,0.5806451612903226,0.9812484771536844,0.5445958092311554
TSLA,9,0.0175,Fine-tuned,long_short,,0.0001,1000,True,0.40082644628099173,0.36474849644614543,27,23,4,0,0.6296296296296297,1.8739618708668986,1.6892325868866251
TSLA,10,0.017,Fine-tuned,long_short,,0.0001,1000,True,0.3817427385892116,0.3541121366579419,25,24,1,0,0.52,0.8590861819719808,0.44773397140695415
