Stock,Horizon,BestThreshold,Mode,Strategy,ConfidenceThreshold,FineTuneLR,FineTuneSteps,UseCovariates,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn
META,10,0.017,Fine-tuned,long_short,,0.0001,1000,True,0.4315352697095436,0.41656314699792957,25,3,22,0,0.36,-1.2118333516922177,-0.3864674226067417
NVDA,2,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.5220883534136547,0.5158120770432066,125,57,68,0,0.504,0.594332424590107,0.19051866942443918
NVDA,3,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.5685483870967742,0.5513819513819513,83,52,31,0,0.5662650602409639,0.8581210462621136,0.37020981061468294
NVDA,4,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.5141700404858299,0.510180690399137,62,30,32,0,0.5161290322580645,1.051604255356759,0.49562152992933495
NVDA,5,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.5203252032520326,0.5078976034858388,50,24,26,0,0.54,0.436346664163539,0.0908070355664854
NVDA,6,0.0075,Fine-tuned,long_short,,0.0001,1000,True,0.5224489795918368,0.531157894736842,41,15,26,0,0.43902439024390244,0.04617647632543384,-0.11054862639258822
NVDA,7,0.01,Fine-tuned,long_short,,0.0001,1000,True,0.5655737704918032,0.5874458874458874,35,13,22,0,0.4,-0.1459722867997248,-0.16812719368630824
NVDA,8,0.015,Fine-tuned,long_short,,0.0001,1000,True,0.5308641975308642,0.5680654338549074,31,11,20,0,0.45161290322580644,-0.39253272558840835,-0.273294758538722
NVDA,9,0.0175,Fine-tuned,long_short,,0.0001,1000,True,0.5578512396694215,0.597409213303253,27,13,14,0,0.6296296296296297,1.8873349648037832,1.375811146621999
NVDA,10,0.017,Fine-tuned,long_short,,0.0001,1000,True,0.5518672199170125,0.5909804481233052,25,12,13,0,0.64,2.1109360590251676,1.6397180289548245
SPY,2,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.5140562248995983,0.5398115885920765,125,38,87,0,0.44,-1.4387445526132472,-0.1732571298335972
SPY,3,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.4959677419354839,0.5096837944664032,83,34,49,0,0.43373493975903615,-1.148167996442875,-0.14243827743626047
SPY,4,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.5182186234817814,0.4747959989470913,62,13,49,0,0.4032258064516129,-1.6208623117308139,-0.1956712289190401
SPY,5,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.46747967479674796,0.4956140350877193,50,9,41,0,0.26,-3.527031769098648,-0.3609699132689942
SPY,6,0.0075,Fine-tuned,long_short,,0.0001,1000,True,0.45714285714285713,0.48053333333333337,41,3,38,0,0.3902439024390244,-1.211669545773782,-0.15082880963670664
SPY,7,0.01,Fine-tuned,long_short,,0.0001,1000,True,0.4959016393442623,0.5313951140722795,35,3,32,0,0.2571428571428571,-3.818549509448846,-0.31198378123576287
SPY,8,0.015,Fine-tuned,long_short,,0.0001,1000,True,0.5802469135802469,0.5537062937062938,31,1,30,0,0.2903225806451613,-3.5073828036657884,-0.2703985705050055
SPY,9,0.0175,Fine-tuned,long_short,,0.0001,1000,True,0.5661157024793388,0.5430985915492959,27,1,26,0,0.25925925925925924,-2.066198675713341,-0.22365165857635516
SPY,10,0.017,Fine-tuned,long_short,,0.0001,1000,True,0.5062240663900415,0.5680370985603544,25,0,25,0,0.32,-1.85595190640685,-0.2262568093023376
TSLA,2,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.5060240963855421,0.48482696280991733,125,79,46,0,0.504,1.4126127494064953,1.028833865462683
TSLA,3,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.5,0.49765807962529274,83,60,23,0,0.5060240963855421,0.18060432497434517,-0.07161238786969149
TSLA,4,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.5303643724696356,0.5689791091840758,62,44,18,0,0.5967741935483871,0.4113198015573897,0.06525181116725598
TSLA,5,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.5284552845528455,0.5499205508474576,50,40,10,0,0.54,1.9233673044386872,1.7036085128642648
TSLA,6,0.0075,Fine-tuned,long_short,,0.0001,1000,True,0.49795918367346936,0.5115441078339784,41,33,8,0,0.5853658536585366,2.0071144010843334,1.788464485179551
TSLA,7,0.01,Fine-tuned,long_short,,0.0001,1000,True,0.47950819672131145,0.4681008403361344,35,23,12,0,0.5714285714285714,1.6763647748927897,1.5289650926803224
TSLA,8,0.015,Fine-tuned,long_short,,0.0001,1000,True,0.4897119341563786,0.47344173441734416,31,24,7,0,0.5161290322580645,0.1768324584687688,-0.07579514630063133
TSLA,9,0.0175,Fine-tuned,long_short,,0.0001,1000,True,0.4834710743801653,0.4768316019682887,27,17,10,0,0.7037037037037037,1.8827342802589484,1.6576292279408036
TSLA,10,0.017,Fine-tuned,long_short,,0.0001,1000,True,0.4605809128630705,0.4663865546218487,25,17,8,0,0.48,1.1588841899920528,0.789257126487283
