Date,Close,Combi 1: Overbought/ Overbought + SMA Crossover (8 & 12),Combi 2: Crossover (Price & EMA 20) + EMA Crossover (12 &20),Combi 3: Crossover (Price & EMA 12) + EMA Crossover (12 &20),Combi 4: Crossover (Price & EMA 12) + Crossover (Price & EMA 50),Combi 5: Crossover (Price & EMA 20) + SMA Crossover (8 & 12),Combi 6: Crossover (Price & EMA 12) + Crossover (Price & EMA 20),Combi 7: Crossover (Price & EMA 12) + MACD Crossover,Combi 8: Crossover (Price & EMA 12) + SMA Crossover (8 & 12),Combi 9: Crossover (Price & EMA 12) + SMA Crossover (12 & 20),Combi 10: Crossover (Price & EMA 20) + MACD Crossover,News Sentiment Score,Social Sentiment Score
15/4/2020,68.85664368,Hold,Buy,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4847621758249312,0.6643522634947059
16/4/2020,69.40376282,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5002590720903327,0.6471087801835005
17/4/2020,68.46205139,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.1228039800567901,0.6124985996417271
20/4/2020,67.041008,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6490452747497043
21/4/2020,64.96872711,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1566432264,0.6360826295865911
22/4/2020,66.840065,Hold,Hold,Hold,Sell,Sell,Sell,Hold,Sell,Hold,Hold,-0.0916317921,0.6343804149867067
23/4/2020,66.5810318,Hold,Hold,Hold,Buy,Buy,Buy,Hold,Buy,Hold,Hold,0.4702803371428571,0.6586001995146008
24/4/2020,68.50320435,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.36976242125,0.6559040654332111
27/4/2020,68.55162811,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0361098116913933,0.6002250262711009
28/4/2020,67.44043732,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.505091828,0.6357517350153632
29/4/2020,69.6555481,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.519998465,0.6140139584237009
30/4/2020,71.12499237,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3210039518178544,0.569364724552366
1/5/2020,69.97991943,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.1869043267994954,0.651852081075039
4/5/2020,70.97006226,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6763243020114889,0.6750060568088584
5/5/2020,72.03525543,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6419482774978571,0.6765896750812482
6/5/2020,72.77846527,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.249863688,0.6668779566780979
7/5/2020,73.53131866,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6656178959333333,0.669194241354295
8/5/2020,75.28150177,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6869425231765166,0.6877479383506861
11/5/2020,76.46608734,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9996895666666666,0.6657541262711157
12/5/2020,75.59222412,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.855526609466464,0.681973384784872
13/5/2020,74.67950439,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2532380025,0.6794709243442126
14/5/2020,75.13829803,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6256387806051429,0.7112039027554176
15/5/2020,74.69408417,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7079518842857143,0.6900471146635496
18/5/2020,76.45394897,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999988,0.7152263824752879
19/5/2020,76.01217651,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3001229583333333,0.7168667140643049
20/5/2020,77.49047852,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6092861626799999,0.7202953580873982
21/5/2020,76.91271973,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5073187244243433,0.7179534003348553
22/5/2020,77.40792847,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.499614581590145,0.6568891047842238
26/5/2020,76.88361359,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99997952,0.7136675799500232
27/5/2020,77.21858215,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4403739956501157,0.7147447105546803
28/5/2020,77.25258636,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.997040555,0.6991500640915563
29/5/2020,77.17732239,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.605565625,0.6795646963544649
1/6/2020,78.12644958,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.33543353,0.6499311339098717
2/6/2020,78.48812103,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.494288526,0.6818900198300276
3/6/2020,78.92021942,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.365979290094539,0.6614039630463313
4/6/2020,78.24054718,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9217951,0.6809559270001223
5/6/2020,80.46890259,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.56587942228,0.6735039599263964
8/6/2020,80.94467926,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.7123071033442532
9/6/2020,83.50073242,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.61510172162402,0.7192665208739016
10/6/2020,85.64900208,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4401171028749357,0.7161246597135432
11/6/2020,81.53694153,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.98475042,0.6525865931713454
12/6/2020,82.24089813,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99992127,0.6813643934825414
15/6/2020,83.25800323,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.7405426714251093
16/6/2020,85.46450043,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.7190376959897533
17/6/2020,85.3455658,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.147180752922536,0.6861060510297142
18/6/2020,85.37956238,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6943590829171574
19/6/2020,84.89164734,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.0874267766666666,0.6991287105372561
22/6/2020,87.1127243,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9760748128571428,0.7272882851003196
23/6/2020,88.97214508,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.33200982,0.7045984457941827
24/6/2020,87.4016037,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.988521725,0.6686519381984696
25/6/2020,88.56191254,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9996844,0.7050929605563454
26/6/2020,85.84078217,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9833313,0.6632493887870953
29/6/2020,87.81912994,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999368,0.6766596148461745
30/6/2020,88.55219269,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3330545433333333,0.6445140899490126
1/7/2020,88.38470459,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.66610755075472,0.677261047900779
2/7/2020,88.38470459,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8620812925,0.7173976869987425
6/7/2020,90.74900818,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.9999984,0.6941966333700305
7/7/2020,90.46743011,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99994217,0.7038728716037802
8/7/2020,92.57442474,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9802729,0.7015978220249695
9/7/2020,92.97251892,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8332924846459999,0.6827018442927968
10/7/2020,93.13516235,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6664861956560933,0.7223795668981984
13/7/2020,92.70550537,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.282010622996555,0.7311466686287774
14/7/2020,94.23964691,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6764968946666666,0.7035189634664756
15/7/2020,94.88776398,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99967176,0.7147096630112341
16/7/2020,93.72016907,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.33567551533,0.6996320837672715
17/7/2020,93.53083801,Sell,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Sell,0.011260937,0.7108631352905204
20/7/2020,95.50189972,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,0.968290725,0.7240627508810077
21/7/2020,94.18380737,Sell,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Sell,0.9990635,0.6846991241245819
22/7/2020,94.4484024,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.00066488894,0.695200041049942
23/7/2020,90.14944458,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6601246542129467,0.6441756406526384
24/7/2020,89.92610931,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Sell,Hold,Hold,0.894947436,0.6752601145108966
27/7/2020,92.05738831,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.0007119999999999,0.6810389152343759
28/7/2020,90.54512024,Sell,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Buy,0.98699873,0.6739791594315039
29/7/2020,92.28070831,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999735433333332,0.6949847907080935
30/7/2020,93.39733887,Hold,Hold,Hold,Hold,Buy,Buy,Buy,Buy,Hold,Buy,0.6243662474843854,0.6992995885689394
31/7/2020,103.1749649,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7852368820000001,0.7204348600868465
3/8/2020,105.7747269,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2042303630999999,0.7291445023973513
4/8/2020,106.4811096,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5005828947066666,0.7386229066903731
5/8/2020,106.8670731,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.521659541941745,0.6606011266420048
6/8/2020,110.5955811,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.7583460172835134
7/8/2020,108.0811081,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.99959705,0.6972405549517945
10/8/2020,109.6520386,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.59235193580875,0.7200994483920983
11/8/2020,106.3910065,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8560858413571429,0.6902696110922738
12/8/2020,109.9268265,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7440665733333334,0.7287828215862281
13/8/2020,111.8722534,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999455384,0.7526813586246333
14/8/2020,111.7725601,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.992016915,0.7478600240932053
17/8/2020,111.4807587,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99988794,0.7213725413023739
18/8/2020,112.4096832,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.61048560675,0.7335085891923177
19/8/2020,112.5507507,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7917622319555196,0.7585566893021438
20/8/2020,115.0481949,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.748086411747909,0.7408822412027607
21/8/2020,120.9768982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4440624644868656,0.7770004446200056
24/8/2020,122.4238358,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.434800891036,0.7552346917745464
25/8/2020,121.4195099,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4862862342857142,0.7404221463691877
26/8/2020,123.0706787,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3613280192128025,0.7409575896865126
27/8/2020,121.5994492,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9735528566666668,0.746376927295632
28/8/2020,121.4024734,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99989325,0.7767267700460682
31/8/2020,125.5195007,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6611633867600709,0.7472240424909605
1/9/2020,130.5192413,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.7511348940076094
2/9/2020,127.8151016,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.3260030374597433,0.7293682829868159
3/9/2020,117.5821304,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Sell,-0.155369295,0.685603143053277
4/9/2020,117.659935,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Sell,Hold,0.1432581555,0.6850599077859254
8/9/2020,109.7420197,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9997953516666668,0.686361244807131
9/9/2020,114.1192703,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,-0.1637876825,0.7002059087552075
10/9/2020,110.3937454,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.74729675018,0.6727367043002185
11/9/2020,108.9443817,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.250030436739,0.6927261333067131
14/9/2020,112.2127075,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6684448748666667,0.7287562255083192
15/9/2020,112.3878174,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99662745,0.7265804097890107
16/9/2020,109.0708313,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.490389845,0.7029509443950491
17/9/2020,107.3296967,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.53858564,0.6817618837704078
18/9/2020,103.9251633,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7945254975,0.6730219350261024
21/9/2020,107.0767822,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9250429666666666,0.6946775128514895
22/9/2020,108.7595901,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6181178502333333,0.6812477311978454
23/9/2020,104.197525,Buy,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,-0.0947945203834285,0.6500778178651775
24/9/2020,105.2675323,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.33700278205206,0.6792376189597481
25/9/2020,109.2167587,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5087411855,0.7079728525667874
28/9/2020,111.8236465,Hold,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Hold,Hold,0.7610901183333333,0.7481435056545738
29/9/2020,110.9773712,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,Hold,Buy,0.7108330242857143,0.7069425359277136
30/9/2020,112.6504364,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9819570471428573,0.7261386827919608
1/10/2020,113.603714,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Buy,Hold,Buy,0.00199473296435,0.7225998320316427
2/10/2020,109.9365463,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1627806,0.688085711068134
