Date,Close,Combi 1: Crossover (Price & EMA 12) + MACD Crossover,Combi 2: Crossover (Price & EMA 12) + EMA Crossover (12 &20),Combi 3: Overbought/ Overbought + SMA Crossover (8 & 12),Combi 4: Crossover (Price & EMA 20) + SMA Crossover (12 & 20),Combi 5: Crossover (Price & EMA 12) + Crossover (Price & EMA 20),Combi 6: Crossover (Price & EMA 12) + SMA Crossover (8 & 12),Combi 7: Crossover (Price & EMA 12) + SMA Crossover (12 & 20),Combi 8: Crossover (Price & EMA 20) + EMA Crossover (12 &20),Combi 9: Crossover (Price & EMA 12) + Crossover (Price & EMA 50),Combi 10: Crossover (Price & EMA 50) + SMA Crossover (8 & 12),News Sentiment Score,Social Sentiment Score
24/2/2020,6.8,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99997616,0.6694673280461875
25/2/2020,6.52,Sell,Hold,Hold,Hold,Sell,Sell,Hold,Hold,Sell,Hold,-0.6665306777459666,0.5511430911477248
26/2/2020,6.66,Sell,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,-0.86563694,0.6007619879954311
27/2/2020,6.29,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9988631,0.5691630998014062
28/2/2020,6.73,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,0.4999914140951625,0.6028699424334312
2/3/2020,6.88,Hold,Hold,Hold,Hold,Buy,Sell,Hold,Hold,Buy,Hold,-0.3870282975,0.6687272224103383
3/3/2020,6.62,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,Buy,Hold,0.98782325,0.5793061788618452
4/3/2020,7.09,Hold,Sell,Hold,Sell,Sell,Sell,Sell,Sell,Sell,Hold,,0.6091169369374017
5/3/2020,6.81,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,Buy,Hold,0.99568745,0.6351863667993509
6/3/2020,6.63,Hold,Sell,Hold,Hold,Sell,Sell,Sell,Hold,Sell,Hold,0.6586703,0.6913713292958751
9/3/2020,6.11,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,Hold,0.99103934,0.6087385536101778
10/3/2020,6.5,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,,0.5422266067070363
11/3/2020,6.14,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,,0.5534851581633556
12/3/2020,5.39,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,,0.670109993965175
13/3/2020,6.0,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6456259908869456
16/3/2020,4.89,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9997981,0.6694636763999732
17/3/2020,5.41,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4999433321253,0.5661908176777284
18/3/2020,5.05,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.0071389144,0.5896242304952855
19/3/2020,5.3,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6456316545503753
20/3/2020,5.12,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0029351405,0.5777496084022394
23/3/2020,5.3,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.5918910511456306
24/3/2020,6.21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1558476296998623,0.6639677153425932
25/3/2020,6.12,Buy,Buy,Hold,Buy,Buy,Buy,Buy,Buy,Buy,Buy,0.99995446,0.5872518822353712
26/3/2020,6.41,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999001,0.6193159412043708
27/3/2020,6.29,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Buy,6.864075e-07,0.5659692688936545
30/3/2020,6.61,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.613096823464068
31/3/2020,6.57,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5994184318964588,0.6452090867031609
1/4/2020,6.05,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.9880052,0.7150262655285444
2/4/2020,6.36,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,Sell,Sell,-1.0951755e-09,0.6144217345679521
3/4/2020,6.07,Hold,Hold,Hold,Buy,Buy,Buy,Buy,Hold,Buy,Buy,0.6664532469046696,0.600180183431271
6/4/2020,6.68,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,Sell,Sell,,0.6403306900973073
7/4/2020,6.45,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,Buy,Buy,0.9999946,0.5852038432409189
8/4/2020,6.65,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.5620347857521726
9/4/2020,6.55,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999976,0.5407851129390314
13/4/2020,6.72,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.9999991,0.5840119423459154
14/4/2020,7.07,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,,0.6125474701554063
15/4/2020,6.99,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,-6.429137e-08,0.6584949033872065
16/4/2020,7.34,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.60026449557804,0.6204471154394544
17/4/2020,7.28,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4998720212228565,0.5860397071211407
20/4/2020,7.15,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.86631925,0.6421093030303121
21/4/2020,6.71,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99998915,0.685317776765388
22/4/2020,7.13,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,0.9908976,0.6992583412615097
23/4/2020,7.07,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,0.6120420843039,0.5773216659487075
24/4/2020,7.21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.23806472925,0.5986154325827787
27/4/2020,7.4,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.750754470730465,0.6584007228143186
28/4/2020,7.26,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,9.491382e-08,0.6388976138222235
29/4/2020,7.43,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999985685,0.6607214812028823
30/4/2020,7.28,Hold,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Hold,Hold,0.50152417035,0.5916670402396035
1/5/2020,7.04,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.5124787354758443
4/5/2020,7.26,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4986111803144654,0.5677999892097193
5/5/2020,7.32,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99993885,0.6611037973599291
6/5/2020,7.42,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6529217767436488
7/5/2020,7.59,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3331057360581365,0.5613738745520704
8/5/2020,7.78,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6120530562483489
11/5/2020,8.04,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3384039193576599,0.5679591077471067
12/5/2020,7.77,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.274109236578,0.6470956812773393
13/5/2020,7.75,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3298339177190486,0.6016050128896164
14/5/2020,8.0,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8882791539999999,0.6169315073110853
15/5/2020,8.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2482092886043488,0.654771447249025
18/5/2020,8.72,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.207121561549659,0.6189968918201995
19/5/2020,8.77,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.2499903709322856,0.6333962680467563
20/5/2020,8.94,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999865,0.6687796248952377
21/5/2020,8.74,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3749170401125345,0.617945324402577
22/5/2020,8.99,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0011025991601971,0.6017161388726288
26/5/2020,8.69,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,3.143810656666667e-08,0.6505449899342531
27/5/2020,8.49,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.499993142033,0.6394405214535178
28/5/2020,8.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3965891693485749,0.7328164963908449
29/5/2020,8.84,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6445736689444664
1/6/2020,8.77,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-1.4152497e-09,0.6624218983171524
2/6/2020,8.79,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9258911,0.6370098743296695
3/6/2020,8.74,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.5514285997701489
4/6/2020,8.74,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,,0.7268553174274555
5/6/2020,8.89,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999924,0.7566039086115519
8/6/2020,8.78,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.523428543,0.6792794809915736
9/6/2020,9.02,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,,0.5990711728767077
10/6/2020,9.34,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.93158275,0.6451857421640771
11/6/2020,8.77,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0006047891,0.6465279387335277
12/6/2020,8.9,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.5804919566131044
15/6/2020,9.14,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.53586641,0.6619043978930641
16/6/2020,9.04,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99999493,0.6032098377590545
17/6/2020,9.21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.8842882,0.6021043793516369
18/6/2020,9.19,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.5849363097807735
19/6/2020,9.23,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6561264518855613
22/6/2020,9.5,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3078602775,0.7125067144388934
23/6/2020,9.42,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.549237517,0.6704581376110625
24/6/2020,9.21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99995132,0.6285926186107335
25/6/2020,9.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99986994,0.5981686154256675
26/6/2020,9.12,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6362984542799326
29/6/2020,9.17,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.627410166116214
30/6/2020,9.47,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99999714,0.7486505247754277
1/7/2020,9.5,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.7316302649110132
2/7/2020,9.58,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.499844839,0.6585281253357308
6/7/2020,9.81,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999981,0.6658518531992614
7/7/2020,9.84,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.005042202377495,0.7064301423377148
8/7/2020,10.18,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4944317591801,0.7002495936561935
9/7/2020,10.47,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.469379855,0.643006722336129
10/7/2020,10.44,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0001725320285,0.6930431165499933
13/7/2020,10.02,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3308690333333333,0.6475229290993332
14/7/2020,10.34,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.912224,0.6609631461160496
15/7/2020,10.19,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9994202,0.6102409517976745
16/7/2020,10.1,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6064502685193628
17/7/2020,10.17,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6711600711708418
20/7/2020,10.48,Buy,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999102,0.6568245631649606
21/7/2020,10.29,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-2.2902584e-07,0.6013147926271162
22/7/2020,10.4,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.14585486,0.6068818118401316
23/7/2020,10.1,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6091875355482806
24/7/2020,10.16,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,,0.5632520963855574
27/7/2020,10.39,Buy,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,,0.6263105923651334
28/7/2020,10.18,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,,0.6084721860631361
29/7/2020,10.43,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6316728054111207
30/7/2020,10.58,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.62603340250716
31/7/2020,10.58,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6487104740250297
3/8/2020,10.97,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.499739621325,0.6229695708383023
4/8/2020,11.19,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.95147553,0.6858986392433242
5/8/2020,11.25,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9333330866666666,0.638940104088783
6/8/2020,11.3,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6600600221132504
7/8/2020,11.16,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.7156421417483584
10/8/2020,11.13,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.9958381,0.6274479758378964
11/8/2020,10.81,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.514307683,0.6460003595632535
12/8/2020,11.4,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.33158445,0.6901478649929856
13/8/2020,11.41,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9778183,0.647878672060856
14/8/2020,11.53,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9891979,0.6430228912078676
17/8/2020,12.3,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999975,0.6783211639742323
18/8/2020,12.22,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9362640925,0.6955597994216592
19/8/2020,12.1,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.0220902649999999,0.6281374674013696
20/8/2020,12.1,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2431227817525,0.5241182240173865
21/8/2020,12.64,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,1.1062591e-08,0.6770426540185445
24/8/2020,12.68,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.1086253133333333,0.9202172663042144
25/8/2020,12.71,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.88802342406
26/8/2020,12.73,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.8232789333519787
27/8/2020,12.59,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999701,0.9711268633333332
28/8/2020,13.1,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.99869674,0.8266083346100833
31/8/2020,13.33,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2856722,0.66745473
1/9/2020,13.78,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5234733269261644,0.6565820826873627
2/9/2020,14.3,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7431051725,0.8524182768741722
3/9/2020,12.98,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6666292316666667,0.7504765816666666
4/9/2020,12.58,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999308244,0.8879884777777778
8/9/2020,11.88,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,Hold,Hold,0.03330250625,0.7410808266666667
9/9/2020,12.68,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,0.9777564,0.9813021571428572
10/9/2020,12.27,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,0.99927452,0.992941075
11/9/2020,12.13,Hold,Hold,Hold,Sell,Sell,Hold,Hold,Hold,Hold,Hold,,0.99843744
14/9/2020,12.83,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,0.7770673233333333,0.7851406253350001
15/9/2020,12.95,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,Hold,Hold,0.408484865,0.5921036549392857
16/9/2020,12.48,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7137088871428572,0.77940633698
17/9/2020,12.43,Hold,Hold,Hold,Sell,Sell,Sell,Sell,Hold,Hold,Hold,0.0076304316666666,0.8683423588823529
18/9/2020,12.15,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6009457255398786,0.8694463675
21/9/2020,12.48,Hold,Hold,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Hold,0.98380826375,0.9830899733333331
22/9/2020,12.6,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,0.2034858159999999,0.7122549069999999
23/9/2020,12.09,Buy,Hold,Hold,Hold,Buy,Buy,Buy,Hold,Hold,Hold,0.4305517836199999,0.5435420200000001
24/9/2020,12.31,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,Hold,Hold,0.18180913875,0.551271855
25/9/2020,12.84,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.32310923434625,0.99705923
28/9/2020,13.0,Buy,Hold,Hold,Buy,Buy,Buy,Buy,Hold,Hold,Hold,0.0053853979501249,0.7494716877500001
29/9/2020,13.19,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5987589279641516,0.5093949666666667
30/9/2020,13.49,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9983604375,0.7839404999999999
1/10/2020,13.57,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9812596,0.5980862153800001
2/10/2020,13.02,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.1675253369821833,0.64052542
5/10/2020,13.6,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4671558474,0.7390061189647155
6/10/2020,13.7,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3031683193628475,0.7071244824691244
7/10/2020,13.92,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6876569628,0.7264547392931118
8/10/2020,13.8,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6276821664136755
9/10/2020,13.72,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.98782003,0.5888420157163787
12/10/2020,14.18,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8557687666666666,0.7014221511505943
13/10/2020,14.21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9996526,0.7499683098339863
14/10/2020,14.05,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.49994218925,0.6846392100630633
15/10/2020,13.93,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.33369081,0.7141204603234668
16/10/2020,13.77,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9992059,0.7073335129152426
19/10/2020,13.46,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.598060394,0.6833295463482802
20/10/2020,13.6,Hold,Sell,Hold,Sell,Sell,Sell,Sell,Sell,Sell,Hold,0.99999556,0.6249605725768677
21/10/2020,13.48,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.72842571288855,0.6010352773407968
22/10/2020,13.32,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,Hold,0.9999803,0.6486014136998983
23/10/2020,13.55,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,0.9970645933333334,0.6280031847117513
26/10/2020,13.1,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8517468191428571,0.62159467144935
27/10/2020,13.36,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,Hold,0.59826824,0.6470962529377277
28/10/2020,12.59,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7495378268879875,0.6774291071830972
29/10/2020,12.99,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.873620584208375,0.6756810426400344
30/10/2020,12.5,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Buy,Buy,0.7426423115,0.598981726286388
2/11/2020,12.54,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.6950503,0.6058731272622262
3/11/2020,12.98,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.972283358,0.6795463628289763
4/11/2020,13.75,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,0.8322649214087767,0.6520997762615653
5/11/2020,14.12,Buy,Buy,Hold,Buy,Buy,Buy,Buy,Buy,Buy,Hold,0.91046773,0.6783892206684071
6/11/2020,14.52,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,,0.6383851122383829
9/11/2020,13.59,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99823692,0.6428888887547458
10/11/2020,12.73,Sell,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Buy,0.85938472,0.6589515670331175
11/11/2020,13.38,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,Sell,Sell,0.999263705,0.6855306806997957
12/11/2020,13.42,Hold,Hold,Hold,Buy,Buy,Hold,Hold,Hold,Buy,Hold,0.12041822,0.6738265422552284
13/11/2020,13.26,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Hold,Buy,Hold,0.999982,0.613933801019066
16/11/2020,13.47,Hold,Sell,Hold,Hold,Sell,Sell,Hold,Sell,Sell,Hold,0.3398530775714286,0.6357980507097811
17/11/2020,13.38,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,Buy,Hold,0.3331753004756217,0.6807239911971551
18/11/2020,13.39,Hold,Sell,Hold,Hold,Sell,Sell,Sell,Hold,Sell,Hold,0.7476551078545,0.6139267157709691
19/11/2020,13.4,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Buy,Sell,0.4341401982980666,0.5775515730513525
20/11/2020,13.05,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5671943736279571,0.641555750326851
23/11/2020,13.1,Hold,Sell,Hold,Sell,Sell,Sell,Sell,Sell,Sell,Sell,,0.6310769481449205
24/11/2020,12.92,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,0.999868475,0.6276989941459936
25/11/2020,13.2,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,-0.9999995,0.6690889292229395
27/11/2020,13.22,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Buy,Buy,0.6005101380000001,0.6953121075712501
30/11/2020,13.36,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,0.9999495,0.6987056750541641
1/12/2020,13.35,Buy,Buy,Hold,Hold,Buy,Buy,Hold,Buy,Hold,Hold,0.713834311124,0.7038900810647734
2/12/2020,13.5,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.524494485,0.6883044719685154
3/12/2020,13.36,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6941566243288667
4/12/2020,13.52,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,6.4957686e-07,0.630414250155665
7/12/2020,13.57,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Buy,,0.673693562330973
8/12/2020,13.31,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7499328244388651,0.6002239215182192
9/12/2020,12.9,Sell,Sell,Hold,Hold,Sell,Sell,Hold,Sell,Sell,Hold,0.9999816,0.7377454087315758
10/12/2020,12.94,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Sell,0.99998194,0.6583378391579544
11/12/2020,12.98,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999821,0.7013577229215845
14/12/2020,13.27,Hold,Hold,Hold,Buy,Hold,Sell,Buy,Hold,Hold,Hold,,0.7261281546065806
15/12/2020,13.32,Buy,Hold,Hold,Hold,Buy,Buy,Hold,Hold,Buy,Buy,0.3938104525,0.6980507438242592
