Date,Close,"Combi1:
Crossover (Price & EMA 20) + SMA Crossover (12 & 20)","Combi2:
Crossover (Price & EMA 12) + SMA Crossover (12 & 20)","Combi3:
Crossover (Price & EMA 20) + EMA Crossover (12 &20)","Combi4:
Overbought/ Overbought + SMA Crossover (8 & 12)","Combi5:
Crossover (Price & EMA 20) + Crossover (Price & EMA 50)","Combi6: 
Crossover (Price & EMA 12) + EMA Crossover (12 &20)","Combi7:
Crossover (Price & EMA 12) + Crossover (Price & EMA 20)","Combi8:
Crossover (Price & EMA 12) + SMA Crossover (8 & 12)","Combi9:
Crossover (Price & EMA 20) + SMA Crossover (8 & 12)","Combi10:
Crossover (Price & EMA 12) +Crossover (Price & EMA 50)",News Sentiment Score,Social Sentiment Score
27/2/2020,45.26666641,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7959275266666667,0.6837698722448888
28/2/2020,44.53266525,Sell,Hold,Sell,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.5225019872727272,0.7518411666262157
2/3/2020,49.57466888,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3296041162211715,0.5029614986068902
3/3/2020,49.70066833,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3804328538868315,0.6486466420704875
4/3/2020,49.96666718,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.004264427495,0.6938094059843521
5/3/2020,48.30266571,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1118353260663333,0.7091502493035378
6/3/2020,46.89866638,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7367614884247575,0.4840645756515151
9/3/2020,40.53333282,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.299237952667,0.6257736001277471
10/3/2020,43.02199936,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3103674747272727,0.8098486992561557
11/3/2020,42.2820015,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5950239684517427,0.6650191996794151
12/3/2020,37.36999893,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.0431116809722382,0.8146981810137944
13/3/2020,36.44133377,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6655571466666667,0.7403219935572571
16/3/2020,29.67133331,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8528111877777778,0.825842676445459
17/3/2020,28.68000031,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9955252542857144,0.646072008660276
18/3/2020,24.08133316,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4519155139045714,0.7665412717773311
19/3/2020,28.50933266,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0680281941283333,0.7554286221877246
20/3/2020,28.50200081,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.5638401566305714,0.8088182704948141
23/3/2020,28.95266724,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.59882733273414,0.9682203739644616
24/3/2020,33.66666794,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.62444227037,0.8357606047372973
25/3/2020,35.95000076,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.662450189063377,0.6591141173623947
26/3/2020,35.21066666,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.5848668383333333,0.6942433108121174
27/3/2020,34.29066849,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6405893809090909,0.755328063
30/3/2020,33.47533417,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2391598308135999,0.8792634938536036
31/3/2020,34.93333435,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,0.4686842949999999,0.6595155860971855
1/4/2020,32.10400009,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Buy,-0.2628101505714286,0.9003961976691103
2/4/2020,30.29800034,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.1021415123935378,0.7184520131822173
3/4/2020,32.00066757,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3646108759118176,0.7345940609660391
6/4/2020,34.41600037,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6910988453833333,0.6552885590339194
7/4/2020,36.36333466,Hold,Buy,Hold,Sell,Hold,Buy,Buy,Buy,Hold,Buy,0.2426288079999999,0.6487640643585653
8/4/2020,36.58933258,Buy,Hold,Buy,Hold,Buy,Hold,Hold,Hold,Buy,Hold,0.1968631040954953,0.9754692848275862
9/4/2020,38.20000076,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.7490734915623544,0.883669559054744
13/4/2020,43.39666748,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1080202945072899,0.6448812565326164
14/4/2020,47.32600021,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6157658316197722,0.7168444140777999
15/4/2020,48.65533447,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.267699078087875,0.8169754136576463
16/4/2020,49.68066788,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4710482484444445,0.8709043228255813
17/4/2020,50.25933456,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.740228351885748,0.6682463677991407
20/4/2020,49.75733185,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7982457433272521,0.9484102388288974
21/4/2020,45.78133392,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.61214922635125,0.7588266670772273
22/4/2020,48.8073349,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.319447025508034,0.6911709350614732
23/4/2020,47.04199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8276082560453902,0.8672749685151515
24/4/2020,48.3433342,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9043497596489118,0.7189156420083221
27/4/2020,53.25,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5110313320492463,0.787240432356581
28/4/2020,51.27466583,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6061442,0.8365672840797872
29/4/2020,53.36733246,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4004708610073101,0.6238056877357032
30/4/2020,52.12533188,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4044086246906446,0.6883507035372084
1/5/2020,46.75466537,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.1029963946236677,0.7694153437419355
4/5/2020,50.74599838,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.60078822,0.8646529606076939
5/5/2020,51.2140007,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.727817605,0.7459834342632586
6/5/2020,52.17200089,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7501919606004891,0.9003902728138643
7/5/2020,52.00266647,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3834814122222222,0.8903885233190584
8/5/2020,54.62799835,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5078585872727273,0.7100053538835938
11/5/2020,54.08599854,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3325864414756923,0.7988903905263158
12/5/2020,53.96066666,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5583070426666666,0.7516389999804545
13/5/2020,52.73066711,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.6046525356983999,0.7692708191192931
14/5/2020,53.55533218,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5045160011733333,0.8702666833554809
15/5/2020,53.27799988,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.69454165,0.840793685438258
18/5/2020,54.24200058,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6841742242843293,0.8405822731315326
19/5/2020,53.86733246,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4516324432454546,0.8136976585985162
20/5/2020,54.3706665,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5259753822090909,0.9254315786987074
21/5/2020,55.17333221,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1771315363636363,0.8002522142735904
22/5/2020,54.45866776,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7548719438633816,0.7867267884014114
26/5/2020,54.59133148,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8418338973333332,0.8338598960239488
27/5/2020,54.68199921,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5960575526236711,0.5709348041744969
28/5/2020,53.72066879,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8769027627799372,0.8681528495106061
29/5/2020,55.66666794,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.739273779,0.820274775632977
1/6/2020,59.87333298,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6219964083333334,0.7265941978691481
2/6/2020,58.77066803,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8094320580887273,0.9450521267441176
3/6/2020,58.86399841,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.571383563,0.8455619972
4/6/2020,57.62533188,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.391822121924468,0.7814861183175758
5/6/2020,59.04399872,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.66942795240984,0.6548825943854211
8/6/2020,63.32799911,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8135743742820001,0.7150272332632699
9/6/2020,62.71133423,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5536812742664695,0.8777769851177778
10/6/2020,68.33666992,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7817857627573738,0.7635976308440018
11/6/2020,64.85600281,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6011064612811267,0.8936962347208468
12/6/2020,62.35200119,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2444705795070714,0.6711062444778
15/6/2020,66.05999756,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.752651790034125,0.8536878725520833
16/6/2020,65.47533417,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4237020831222222,0.7713051767095194
17/6/2020,66.11933136,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2658370045175285,0.8675231140957576
18/6/2020,66.93066406,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.351806918981411,0.6974431694656611
19/6/2020,66.72666931,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.56362609838,0.8217239533066774
22/6/2020,66.28800201,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7363292397857499,0.8869406477298125
23/6/2020,66.78533173,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7312663022457702,0.7532321418405263
24/6/2020,64.05666351,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.36176123625,0.7319334272119231
25/6/2020,65.73200226,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.623235019575,0.7386437977132424
26/6/2020,63.98266602,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4093905687522662,0.8243599054755932
29/6/2020,67.29000092,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6992621448609692,0.8892567546359579
30/6/2020,71.98733521,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1763569391112874,0.7968625828930914
1/7/2020,74.64199829,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3038599896655999,0.7737023176364056
2/7/2020,80.57733154,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1345822702737737,0.7836026495886527
6/7/2020,91.4386673,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5506601919433273,0.7896551973008312
7/7/2020,92.65733337,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2476151999988716,0.8772942924835125
8/7/2020,91.05867004,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.49974871104195,0.853988598594084
9/7/2020,92.95200348,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8233111462223615,0.846294306846074
10/7/2020,102.9766693,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4681628511111111,0.8412149076365227
13/7/2020,99.80400085,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3590403897260316,0.8226362445944125
14/7/2020,101.1200027,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5517876404076593,0.8511723521786002
15/7/2020,103.0673294,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0049458162412999,0.8952101162275916
16/7/2020,100.0426636,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2373709444471444,0.8238006162231678
17/7/2020,100.0559998,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6530251392240001,0.7804034157444372
20/7/2020,109.5333328,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5218442297875,0.811983225576522
21/7/2020,104.5573349,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7646150460185092,0.8174468831275983
22/7/2020,106.1553345,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.3377863961000295,0.7961066158329015
23/7/2020,100.8713303,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1166961087064506,0.7733912757653766
24/7/2020,94.46666718,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.384961532,0.8278866283067282
27/7/2020,102.6399994,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.4166920794038083,0.709348014593607
28/7/2020,98.43267059,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3757993195393466,0.8297188020741235
29/7/2020,99.9406662,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.8211332231,0.7891140460018852
30/7/2020,99.16600037,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.495668240263625,0.8017913271631311
31/7/2020,95.38400269,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,0.6589564171428571,0.7886329503156131
3/8/2020,99.0,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.4209924011473306,0.71413856146129
4/8/2020,99.1333313,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,0.472750131635,0.7909568630597633
5/8/2020,99.00133514,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4238296385125,0.7044209448506131
6/8/2020,99.305336,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6988136208571428,0.8376813667912137
7/8/2020,96.84733582,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.676846856845625,0.8919060122946154
10/8/2020,94.57133484,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.8589081497125,0.9588144236040816
11/8/2020,91.62599945,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7519847548,0.938966339913386
12/8/2020,103.6506653,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6637887992875693,0.8495666588889716
13/8/2020,108.0666656,Buy,Buy,Hold,Hold,Hold,Hold,Buy,Buy,Buy,Hold,0.5918614804196308,0.848148267337566
14/8/2020,110.0473328,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4044525258076012,0.8128016274080108
17/8/2020,122.3759995,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3115040759274146,0.7670827766847753
18/8/2020,125.8059998,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.51952928031095,0.8438634678307985
19/8/2020,125.2353363,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3233655573464666,0.7822585646890398
20/8/2020,133.4553375,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.50105245574,0.8109807604297988
21/8/2020,136.665329,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.539455239582423,0.8647176156760238
24/8/2020,134.2799988,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6352225116864392,0.8880378064078331
25/8/2020,134.889328,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.71361205375,0.7514142322654738
26/8/2020,143.5446625,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.602598905313121,0.7937365084985183
27/8/2020,149.25,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6660479467631988,0.8554082572390332
28/8/2020,147.5599976,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.347938176605,0.8313922760264966
31/8/2020,166.1066742,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.646028867425634,0.820933051811848
1/9/2020,158.3500061,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.5456232719648312,0.8328579791985367
2/9/2020,149.1233368,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.4516178211516298,0.8484047467786797
3/9/2020,135.6666718,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7383263383076923,0.836120371582331
4/9/2020,139.4400024,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Sell,0.1889425163333333,0.8318451517937892
8/9/2020,110.0699997,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.2834473874390556,0.7806062420164761
9/9/2020,122.0933304,Sell,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,-0.0263529254760928,0.7047473187081498
10/9/2020,123.7799988,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Buy,0.4199065946227639,0.743449066216802
11/9/2020,124.2399979,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7035802867358462,0.8383023873775377
14/9/2020,139.8733368,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9810417211111112,0.7980572693433228
15/9/2020,149.9199982,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Buy,Hold,0.5202944869152499,0.8737731167480041
16/9/2020,147.2533264,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6732181098944445,0.8497778277673066
17/9/2020,141.1433258,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.562712607,0.7895999363422173
18/9/2020,147.3833313,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.117560598761966,0.7535998861644796
21/9/2020,149.7966614,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,0.1509409299999999,0.7799820394821212
22/9/2020,141.4100037,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.594819362717079,0.7980477517990406
23/9/2020,126.7866669,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3373767966445333,0.7182573893558138
24/9/2020,129.2633362,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Hold,0.2709012596024127,0.818256003607597
25/9/2020,135.7799988,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4423703049035278,0.6728085975810117
28/9/2020,140.3999939,Buy,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Hold,0.6516444947000001,0.7465274341039174
29/9/2020,139.6900024,Buy,Buy,Hold,Hold,Hold,Hold,Buy,Hold,Sell,Hold,0.527946875924,0.7900362974613576
30/9/2020,143.0033264,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8298212317333333,0.8234327083692923
1/10/2020,149.386673,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2709275024554883,0.7499222760125772
2/10/2020,138.363327,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3763987715266362,0.6729243505529199
5/10/2020,141.8933258,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,0.2221912909744111,0.7753939800755774
6/10/2020,137.9933319,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,0.7679395423162446,0.6737100446188133
7/10/2020,141.7666626,Sell,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.8801093962727272,0.7623411626464838
8/10/2020,141.9733276,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Buy,Hold,0.4581385672832776,0.749435765244303
9/10/2020,144.6666718,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.696261685,0.7335994826995946
12/10/2020,147.4333344,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3281452065714286,0.7019394573366833
13/10/2020,148.8833313,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.6232682977399999,0.7493463395674475
14/10/2020,153.7666626,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Sell,Hold,0.37757766665,0.7437674271589246
15/10/2020,149.6266632,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4292242353525635,0.7258542478225083
16/10/2020,146.5566711,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7733365061428571,0.8877071806779662
19/10/2020,143.6100006,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5335831530400545,0.8345626848005095
20/10/2020,140.6466675,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Hold,Hold,0.5019107220000001,0.7536784087088736
21/10/2020,140.8800049,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.5998848051072587,0.657653345570311
22/10/2020,141.9299927,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2069986581729147,0.7002067692922365
23/10/2020,140.2100067,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2550014549205091,0.8323674248082038
26/10/2020,140.093338,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8026786275644,0.7918102027351173
27/10/2020,141.5599976,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2011849118468333,0.8708393711224758
28/10/2020,135.3399963,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8704661605793037,0.7481311430380226
29/10/2020,136.9433289,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9989441025,0.6150118554745098
30/10/2020,129.3466644,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.74968942973,0.606042787473199
2/11/2020,133.5033264,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Sell,0.76088200625,0.7740659237548064
3/11/2020,141.3000031,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.43812859712086,0.768483933289
4/11/2020,140.3266602,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Buy,0.8384182064285716,0.733124499222647
5/11/2020,146.0299988,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.10582811777636,0.72663369645
6/11/2020,143.3166656,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8749455894824125,0.8009099519860954
9/11/2020,140.4199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9495411514285717,0.759177949894995
10/11/2020,136.7866669,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Sell,Sell,Sell,0.6318257111111111,0.6482350878455605
11/11/2020,139.043335,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,0.8360874453333333,0.7518341967687376
12/11/2020,137.2533264,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7481592196283751,0.7382587297791364
13/11/2020,136.1666718,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3384025841428571,0.7594081014429784
16/11/2020,136.0299988,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.659291133911,0.7945305480244572
17/11/2020,147.2033386,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6660886439940154,0.8738642525103535
18/11/2020,162.2133331,Buy,Buy,Buy,Sell,Buy,Buy,Buy,Hold,Hold,Buy,0.8460451752999999,0.7688754035176203
19/11/2020,166.4233398,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8432646434166666,0.776871115827691
20/11/2020,163.2033386,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.147600071625,0.7709926642242867
23/11/2020,173.9499969,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4386452869409091,0.7820992294599137
24/11/2020,185.1266632,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.795893676544815,0.7906209003911652
25/11/2020,191.3333282,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1270769673501667,0.8634104528075696
27/11/2020,195.2533264,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7664956116673077,0.770730581628361
30/11/2020,189.1999969,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7101007633317857,0.7602983754337839
