Date,Close,"Combi1:
Crossover (Price & EMA 20) + SMA Crossover (12 & 20)","Combi2:
Crossover (Price & EMA 12) + SMA Crossover (12 & 20)","Combi3:
Crossover (Price & EMA 20) + EMA Crossover (12 &20)","Combi4:
Overbought/ Overbought + SMA Crossover (8 & 12)","Combi5:
Crossover (Price & EMA 20) + Crossover (Price & EMA 50)","Combi6: 
Crossover (Price & EMA 12) + EMA Crossover (12 &20)","Combi7:
Crossover (Price & EMA 12) + Crossover (Price & EMA 20)","Combi8:
Crossover (Price & EMA 12) + SMA Crossover (8 & 12)","Combi9:
Crossover (Price & EMA 20) + SMA Crossover (8 & 12)","Combi10:
Crossover (Price & EMA 12) +Crossover (Price & EMA 50)",News Sentiment Score,Social Sentiment Score
8/9/2021,251.2899933,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5221682133333334,0.6400251091539813
9/9/2021,251.6199951,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7150946633001213,0.8084449655392734
10/9/2021,245.4233398,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.497431817389022,0.7726704851826254
13/9/2021,247.6666718,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2980701441446347,0.7473999653275304
14/9/2021,248.1633301,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1669097039342379,0.7828764082621446
15/9/2021,251.9433289,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.694348061,0.8580144450559996
16/9/2021,252.3300018,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.8144990463727272,0.7391335524423138
17/9/2021,253.1633301,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.7792353594175,0.7756872310631137
20/9/2021,243.3899994,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3002208952835999,0.7681009896957565
21/9/2021,246.4600067,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Hold,0.9335443,0.785805770564892
22/9/2021,250.6466675,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,0.0472255939999999,0.834604904633212
23/9/2021,251.2133331,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.6063173477777778,0.8160851566244683
24/9/2021,258.1300049,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.744429,0.7205964830620077
27/9/2021,263.7866821,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2539555946288629,0.7585034498799567
28/9/2021,259.186676,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7653349570000001,0.733529277303885
29/9/2021,260.436676,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9482555164285714,0.783415551565969
30/9/2021,258.4933472,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8011298192690909,0.7378403815368775
1/10/2021,258.4066772,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1839723682333333,0.7356682851192571
4/10/2021,260.5100098,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5248002201391365,0.6279880333234804
5/10/2021,260.1966553,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6711568622869285,0.7472163274320832
6/10/2021,260.9166565,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1244604433333333,0.6002756150214227
7/10/2021,264.5366821,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7199141159285715,0.7747142908097959
8/10/2021,261.8299866,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3731641583571428,0.7590158069175318
11/10/2021,263.980011,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.67089493,0.7237673660409174
12/10/2021,268.5733337,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6943132430000001,0.724385677280516
13/10/2021,270.3599854,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5948946265036364,0.6656927900089034
14/10/2021,272.7733459,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5784943050545001,0.74211791819061
15/10/2021,281.0100098,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7146739783428571,0.7027980653692538
18/10/2021,290.0366821,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8339344179999999,0.7251119683762397
19/10/2021,288.0899963,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6749182541527364,0.6711214288230419
20/10/2021,288.6000061,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4662603393356988,0.640064141557667
21/10/2021,298.0,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1167151814536417,0.6085056339401316
22/10/2021,303.2266541,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8358797877420905,0.7095826519604596
25/10/2021,341.6199951,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6118275242580312,0.7911233220440744
26/10/2021,339.4766541,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5924878099291097,0.8449927323473381
27/10/2021,345.9533386,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.62792026496875,0.7251487428968795
28/10/2021,359.0133362,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.51387858075,0.7855011175424862
29/10/2021,371.3333435,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9722770914285714,0.7905102717064507
1/11/2021,402.8633423,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6774644138461539,0.7547010387966857
2/11/2021,390.6666565,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4091878756256411,0.7908938731459695
3/11/2021,404.6199951,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4703776375786166,0.8451235734757624
4/11/2021,409.9700012,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.6618585541666667,0.7297416047365993
5/11/2021,407.3633423,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.7724122812499999,0.7281572244932139
8/11/2021,387.6466675,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.746676668920698,0.6786946246500304
9/11/2021,341.1666565,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1977956303848,0.7534261194211935
10/11/2021,355.9833374,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Hold,0.79797114942058,0.7373757677125643
11/11/2021,354.5033264,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,0.7032671427212162,0.8319882443323331
12/11/2021,344.4733276,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6003132186518948,0.771442639689069
15/11/2021,337.7966614,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.7453690306111111,0.7820043409402592
16/11/2021,351.5766602,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5808936670909092,0.7219689041201923
17/11/2021,363.0033264,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Hold,0.7207764253461538,0.7866051883561976
18/11/2021,365.4599915,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.5847475011111112,0.752388153372476
19/11/2021,379.019989,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4054904997977,0.7209513947130629
22/11/2021,385.6233215,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3686518360472621,0.7567710422631866
23/11/2021,369.6766663,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8177220990909091,0.8375057995758385
24/11/2021,372.0,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.7550027010538461,0.7725579400368383
26/11/2021,360.6400146,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.64566642278,0.7683252280756387
29/11/2021,378.9966736,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,0.5573584495781,0.8040058445093199
30/11/2021,381.5866699,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8693903425,0.723128592234797
1/12/2021,365.0,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9761006544444446,0.8084682819388621
2/12/2021,361.5333252,Hold,Sell,Hold,Hold,Hold,Sell,Sell,Sell,Hold,Sell,0.9854941790909092,0.7971225215130145
3/12/2021,338.3233337,Hold,Hold,Sell,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.7846920441666666,0.8125754672278942
