Date,Close,Combi 1: Crossover (Price & EMA 12) + MACD Crossover,Combi 2: Crossover (Price & EMA 12) + SMA Crossover (8 & 12),Combi 3: Crossover (Price & EMA 12) + EMA Crossover (12 &20),Combi 4: Crossover (Price & EMA 20) + MACD Crossover,Combi 5: Overbought/ Overbought + SMA Crossover (8 & 12),Combi 6: Crossover (Price & EMA 20) + EMA Crossover (12 &20),Combi 7: Crossover (Price & EMA 20) + SMA Crossover (8 & 12),Combi 8: Crossover (Price & EMA 12) + SMA Crossover (12 & 20),Combi 9. Overbought/ Overbought,Combi 10. MACD Crossover + SMA Crossover (12 & 20),News Sentiment Score,Social Sentiment Score
30/10/2020,305.26,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Buy,Hold,0.0355557549999999,0.9999868
2/11/2020,308.69,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Buy,Hold,0.867119235,0.9917457275
3/11/2020,314.14,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5100038615,
4/11/2020,321.16,Buy,Buy,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99999595,
5/11/2020,327.42,Hold,Hold,Hold,Buy,Hold,Buy,Buy,Hold,Hold,Buy,0.3058105733333333,0.36644128
6/11/2020,327.35,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0046923322746999,0.6950731833333333
9/11/2020,331.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.94768304,
10/11/2020,330.97,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.02069628,
11/11/2020,333.43,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9591428233333332,0.99998087
12/11/2020,330.2,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999901,-0.5005173325000001
13/11/2020,334.77,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.87304595,0.250232502089
16/11/2020,338.95,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7046610492440585,0.94310685
17/11/2020,337.12,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.6773301465559769,0.989951739090909
18/11/2020,333.07,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.99580926,0.7681898935
19/11/2020,334.47,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.4939467993312638,0.9992443257142856
20/11/2020,332.18,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.2506919038999999,0.9999546133333332
23/11/2020,334.17,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.0244536401333333,0.993587565
24/11/2020,339.55,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.3146451868399133,-0.0008050386666666
25/11/2020,339.03,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.50179249,0.936490375
27/11/2020,339.98,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.999966215
30/11/2020,338.47,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7500845657,0.4710524599999999
1/12/2020,342.17,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.3329357866666666,0.99999535
2/12/2020,342.89,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0191725230045,0.9999143633333332
3/12/2020,342.8,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99995553,0.996149186
4/12/2020,345.75,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.49900595,0.9985053
7/12/2020,345.04,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9977385666666666,0.999975205
8/12/2020,346.05,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99675481,0.9992394
9/12/2020,342.95,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4988504069,0.99989605
10/12/2020,342.84,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6669339234466666,0.49764587
11/12/2020,342.43,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.3852687713473053,0.9997437471428572
14/12/2020,340.9,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.002354584725,0.7199783519999999
15/12/2020,345.51,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5139993465,
16/12/2020,346.05,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.50002264886,0.94025899
17/12/2020,347.99,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.0238843759999999,0.9922180333333334
18/12/2020,346.6,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2069804163120722,0.6210528185714285
21/12/2020,345.36,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,0.78269440794187,0.99994196
22/12/2020,344.78,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1178627933333333,
23/12/2020,345.09,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7217779903513704,
24/12/2020,346.43,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.0017108049999999,
28/12/2020,349.4,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999971,0.99984916
29/12/2020,348.74,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0562315,
30/12/2020,349.24,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.28140088619452,0.9993519
31/12/2020,351.01,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,,0.9956828266666669
4/1/2021,346.23,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.50243456665,0.9999992666666668
5/1/2021,348.62,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99998164,
6/1/2021,350.7,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,8.390090000001786e-05,0.945959046
7/1/2021,355.91,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.248858795871753,0.999785435
8/1/2021,357.94,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.49503742771,0.3356805593333333
11/1/2021,355.53,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.45670604267902,0.99981466
12/1/2021,355.6,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.73149809,0.999989075
13/1/2021,356.56,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,6.1849999999918914e-06,
14/1/2021,355.31,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9997703,0.9964962
15/1/2021,352.72,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.092166276,0.999972535
19/1/2021,355.49,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5398899175,0.99947374
20/1/2021,360.41,Buy,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.515828814575388,0.7931438175
21/1/2021,360.74,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,7.4251475e-06,0.9795999
22/1/2021,359.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.3572743733333333
25/1/2021,360.88,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,4.6692374e-08,0.8946989242857143
26/1/2021,360.31,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.00023958,0.7907038881839
27/1/2021,351.51,Sell,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.999943585,0.4706823
28/1/2021,354.53,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.99728663,0.6504577064761905
29/1/2021,347.43,Hold,Hold,Hold,Buy,Hold,Hold,Buy,Hold,Hold,Hold,0.3775796099999999,0.7953769234929411
1/2/2021,353.22,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.05720664938895,0.6984734196533334
2/2/2021,358.21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.001780006914,0.7885120313752632
3/2/2021,358.49,Buy,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,8.27500000000203e-06,0.6880450907
4/2/2021,362.57,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.500080722435,0.863723744090909
5/2/2021,363.99,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.976082675,0.8940210727272727
8/2/2021,366.62,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.77788236
9/2/2021,366.38,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.48490776755,0.94758458
10/2/2021,366.22,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1815589635,0.7405397244444445
11/2/2021,366.81,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.050200984,0.9256977839142856
12/2/2021,368.62,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.342184132,0.7965784918333333
16/2/2021,368.3,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9940567,0.5809077558204125
17/2/2021,368.39,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.99833393,0.865093160875
18/2/2021,366.82,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99927115,0.8929253109173333
19/2/2021,366.17,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,,0.6016655925
22/2/2021,363.36,Sell,Hold,Hold,Sell,Sell,Hold,Hold,Hold,Sell,Hold,0.9222014,0.708936452125
23/2/2021,363.8,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,,0.8252163195654745
24/2/2021,367.81,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,,0.8598443355200001
25/2/2021,358.94,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.6376914489473684
26/2/2021,357.09,Hold,Sell,Sell,Hold,Hold,Sell,Sell,Sell,Hold,Hold,0.9986386,0.933073218538889
1/3/2021,365.75,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.12669128,0.9054450475633444
2/3/2021,362.9,Buy,Hold,Buy,Buy,Hold,Buy,Hold,Hold,Hold,Hold,-0.6632163962115399,0.9998226
3/3/2021,358.09,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.5774087313345375,0.65169243
4/3/2021,353.66,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,0.15739609883951,0.8722236730769232
5/3/2021,360.16,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.5721760091058823
8/3/2021,358.37,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1272855,0.8997047133333332
9/3/2021,363.49,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.043486625,0.598611755139909
10/3/2021,365.75,Buy,Buy,Buy,Buy,Hold,Buy,Buy,Buy,Hold,Hold,0.4999990871915,0.9418668075
11/3/2021,369.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,0.017015688,0.8369437655612307
12/3/2021,369.96,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9995426,0.8311850335550001
15/3/2021,372.16,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,2.545306e-05,0.9095001453333332
16/3/2021,371.69,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.637109445,0.3697092791249999
17/3/2021,372.96,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Buy,0.9473645225,0.9073381539985932
18/3/2021,367.53,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999664,0.9099367736666668
19/3/2021,366.85,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4999808253395,0.7034519106666667
22/3/2021,369.78,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.9992071,0.9004869685160715
23/3/2021,366.87,Buy,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999711,0.8654797429575
24/3/2021,365.01,Sell,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.63380677,0.8895091222222222
25/3/2021,367.06,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.00013452,0.8336853528918888
26/3/2021,372.98,Buy,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.4999937586257685,0.7548066747857142
29/3/2021,372.79,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99944608,0.8592033169319999
30/3/2021,371.8,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2707455700325,0.6744166271455883
31/3/2021,373.31,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3330287082003333,0.434908976
1/4/2021,377.34,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6208149105980001,0.998847968
5/4/2021,382.75,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.990666115,0.6380656911419933
6/4/2021,382.53,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0022155571857814,0.8344471363789954
7/4/2021,382.97,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.8346166433333333
8/4/2021,384.79,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.9992835133333332,0.6384787450565
9/4/2021,387.58,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.498658773266,0.5916165485714285
12/4/2021,387.73,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,,0.8639844741821
13/4/2021,388.87,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.020971995,0.69651255747475
14/4/2021,387.55,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.97734916,0.8285889936923077
15/4/2021,391.71,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,-0.9913056,0.99583525
16/4/2021,393.02,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,-5.178669749999999e-09,0.8653220785137894
19/4/2021,391.09,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.499996902130644,0.9825674618181818
20/4/2021,388.23,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,,0.393397705
21/4/2021,391.9,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,,0.8458030285536016
22/4/2021,388.32,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,7.8790447e-07,0.7537503475
23/4/2021,392.53,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5948512450000001,0.9773529328571428
26/4/2021,393.35,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.8334897042725
27/4/2021,393.26,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.49998803093,0.9785984857142856
28/4/2021,393.15,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,4.2652187e-05,0.88668673708
29/4/2021,395.66,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.033088494,0.919688
30/4/2021,393.06,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.26437299,0.9890265772727272
3/5/2021,393.9,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-8.6685965e-09,0.8987436016666667
4/5/2021,391.47,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0110780396017686,0.60425429976225
5/5/2021,391.6,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9164881584366666
6/5/2021,394.72,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.99909884,0.7738620756157895
7/5/2021,397.6,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.998182505,0.9803710433333334
10/5/2021,393.66,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,6.520327e-05,0.8622546123582462
11/5/2021,390.15,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-1.4569999999991534e-05,0.8880731326754745
12/5/2021,381.86,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,0.578147,0.8551123520170429
13/5/2021,386.44,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.97930884,0.7011230153333333
14/5/2021,392.38,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6599019,0.9201166442969786
17/5/2021,391.38,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,0.001073031,0.5538063977142856
18/5/2021,388.01,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.3283050999999999,0.96889765
19/5/2021,386.99,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999859333333332,0.834094978276375
20/5/2021,391.15,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.97942498,0.6677505584257001
21/5/2021,390.83,Buy,Buy,Hold,Buy,Hold,Hold,Buy,Buy,Hold,Hold,,0.9927789771428572
24/5/2021,394.82,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2821126066666666,0.9940345128571428
25/5/2021,393.94,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8946215,0.531235266
26/5/2021,394.72,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9964864428571428
27/5/2021,394.93,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,-0.3230006810133,0.990225494
28/5/2021,395.64,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.0009814518666666,0.966087105
1/6/2021,395.29,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99993485,0.8413956263334287
2/6/2021,395.91,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.0188966403333333,0.99028296
3/6/2021,394.44,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999958975,0.99932971
4/6/2021,398.05,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5728837892994351,0.2992226433333333
7/6/2021,397.66,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0009181999999999,0.964218214
8/6/2021,397.75,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.9999976,0.965663365
9/6/2021,397.15,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.50064415425,0.979400342
10/6/2021,399.0,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,,0.881756288
11/6/2021,399.66,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.08274157,0.7365668194533334
14/6/2021,400.55,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,,0.9945639745454544
15/6/2021,399.82,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.9976603,0.978115545
16/6/2021,397.59,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7412128299999999,0.45649159
17/6/2021,397.46,Sell,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,,0.805208318
18/6/2021,392.09,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.864412765
21/6/2021,397.71,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.4265171373540999,0.9066976864992308
22/6/2021,399.83,Buy,Buy,Hold,Buy,Hold,Hold,Buy,Hold,Hold,Hold,0.500036521318,0.97343314625
23/6/2021,399.35,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.999954508
24/6/2021,401.71,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99989754,0.98569736
25/6/2021,403.14,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.94689125,0.9965535733333332
28/6/2021,403.95,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,1.0243223e-06,0.62779805034
29/6/2021,404.17,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.3177278994994867,0.9861323
30/6/2021,404.51,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4868256528330375,0.997956095
1/7/2021,406.75,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.497808429984,0.9986042266666668
2/7/2021,409.86,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.60378504186355,0.0229668
6/7/2021,409.11,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.018993925,0.969854802
7/7/2021,410.56,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.99822332,0.7777756525
8/7/2021,407.21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8429426,0.9800317511111112
9/7/2021,411.56,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,4.1839536e-07,0.999988315
12/7/2021,413.03,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,,0.662048487675
13/7/2021,411.63,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,-0.49973136284,0.6583015714166667
14/7/2021,412.24,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.07068878,0.3499163942857143
15/7/2021,410.83,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99993125,0.292733228
16/7/2021,407.61,Sell,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.6606196486666667,0.9983000616666668
19/7/2021,401.59,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3637107594299043,-0.21370755425
20/7/2021,407.35,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,6.1712626e-09,0.94981341
21/7/2021,410.64,Hold,Hold,Hold,Buy,Hold,Hold,Buy,Hold,Hold,Hold,0.49907396195,0.9999088
22/7/2021,411.5,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6753211023333333,0.9995304816666666
23/7/2021,415.74,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9653995,0.6344666516666667
26/7/2021,416.76,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-8.496824e-08,0.7116476271428571
27/7/2021,414.86,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9380845,0.9842661742857144
28/7/2021,414.69,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.60184765174
29/7/2021,416.41,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.06372857,0.99864846
30/7/2021,414.39,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999999,0.9999973
2/8/2021,413.52,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.99590473875
3/8/2021,416.88,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,1.4950000000013564e-05,0.9974458083333334
4/8/2021,414.83,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6552012273333333,0.847830478
5/8/2021,417.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.71684081,0.8666430566666667
6/8/2021,418.15,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.3433367409499,0.7169856666666666
9/8/2021,417.81,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.6588348149215995,0.86880880476875
10/8/2021,418.33,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.99956065
11/8/2021,419.37,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4657228574833333,0.6676333416006667
12/8/2021,420.62,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.00238267
13/8/2021,421.39,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6666221766073434,0.7107402843142857
16/8/2021,422.38,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.2499499863515,-0.12767975
17/8/2021,419.61,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3708770625,0.4685822191666666
18/8/2021,415.02,Sell,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.40264283153375,0.99974334
19/8/2021,415.66,Sell,Sell,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Hold,0.47890385,0.99916048
20/8/2021,418.97,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.999948575
23/8/2021,422.65,Buy,Buy,Hold,Buy,Hold,Hold,Buy,Hold,Hold,Hold,0.53216474,0.837688172
24/8/2021,423.33,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99998945,0.9964872666666666
25/8/2021,424.21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.559575771,0.9993141966666668
26/8/2021,421.71,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9340887
27/8/2021,425.48,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,,0.994861935
30/8/2021,427.35,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.35504071681244,
31/8/2021,426.72,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3333793155255333,0.7057576655375
