Date,Close,Combi 1: Crossover (Price & EMA 12) + MACD Crossover,Combi 2: Overbought/ Overbought + SMA Crossover (8 & 12),Combi 3: Crossover (Price & EMA 20) + MACD Crossover,Combi 4: Crossover (Price & EMA 12) + EMA Crossover (12 &20),Combi 5: Crossover (Price & EMA 12) + SMA Crossover (12 & 20),Combi 6: Crossover (Price & EMA 50) + MACD Crossover,Combi 7: Crossover (Price & EMA 20) + EMA Crossover (12 &20),Combi 8: Crossover (Price & EMA 12) + SMA Crossover (8 & 12),Combi 9: Crossover (Price & EMA 12) + Crossover (Price & EMA 50),Combi 10: Crossover (Price & EMA 20) + SMA Crossover (12 & 20),News Sentiment Score,Social Sentiment Score
2/11/2020,259.93,Sell,Hold,Sell,Hold,Hold,Sell,Hold,Sell,Sell,Hold,-0.9155859,0.99492189
3/11/2020,263.85,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999862,
4/11/2020,285.81,Buy,Hold,Buy,Hold,Hold,Buy,Hold,Hold,Hold,Hold,0.99666211,
5/11/2020,293.07,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.6928155,0.5872400600000001
6/11/2020,291.81,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.044015275,0.9979247
9/11/2020,277.25,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999688175,0.9998818
10/11/2020,270.94,Sell,Hold,Hold,Hold,Sell,Hold,Hold,Sell,Hold,Hold,0.9998257,-0.97439224
11/11/2020,274.97,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Sell,0.9913278,
12/11/2020,273.58,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Buy,-0.999943,
13/11/2020,275.44,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Sell,0.997992,
16/11/2020,277.44,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,0.673727478,0.9999017466666666
17/11/2020,273.5,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Sell,-0.1776450851935714,0.9999698
18/11/2020,270.49,Hold,Hold,Hold,Sell,Hold,Hold,Sell,Sell,Sell,Hold,2.0156934e-07,
19/11/2020,271.45,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.30986049,0.6673888185000001
20/11/2020,268.23,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.000114992785,
23/11/2020,266.97,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99898675,0.999934535
24/11/2020,275.41,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.54848269888613,0.7757664342773548
25/11/2020,274.09,Buy,Hold,Buy,Buy,Hold,Buy,Buy,Buy,Buy,Hold,0.58734435315725,0.8305139555035742
27/11/2020,276.29,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.8548894899999999
30/11/2020,275.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7177035942857143,0.9999238
1/12/2020,284.99,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.817598,
2/12/2020,285.95,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.996710635,0.9999075
3/12/2020,280.31,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.193643604,0.991381495
4/12/2020,278.17,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99996525,
7/12/2020,284.02,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99493563,0.99993063
8/12/2020,281.85,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,2.5632876e-06,0.9995598
9/12/2020,276.4,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8129556266666667,
10/12/2020,275.61,Sell,Hold,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Hold,0.59115151,0.99387546875
11/12/2020,272.06,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.008815915,0.95386415
14/12/2020,272.69,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.988582285,0.9994087
15/12/2020,274.05,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.0038933575,
16/12/2020,274.17,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,5.938500000002289e-05,0.9999936
17/12/2020,272.98,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.43014824106,0.9999061433333332
18/12/2020,274.89,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.004125415,
21/12/2020,271.3,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,,0.999932795
22/12/2020,265.63,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Sell,0.4986107066274999,0.99998105
23/12/2020,266.65,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3385662098222666,0.99953347
24/12/2020,265.94,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9997969
28/12/2020,275.49,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999491,0.8378362500000001
29/12/2020,275.27,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,0.99993693,
30/12/2020,270.39,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.99927086
31/12/2020,271.67,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,0.99776137,
4/1/2021,267.47,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9998664175
5/1/2021,269.49,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99988795,0.9999988
6/1/2021,261.87,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6625586825,
7/1/2021,267.27,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6617507009288889,0.4999689409871165
8/1/2021,266.11,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99687785,0.9965402
11/1/2021,255.44,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.12574503,0.2305651225
12/1/2021,249.72,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9921985766666668,0.99569495
13/1/2021,250.27,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.98359497,0.99682544
14/1/2021,244.3,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.010104805,0.997229242
15/1/2021,249.99,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.200252,0.998386566
19/1/2021,259.68,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3323468214676667,0.7501650206716625
20/1/2021,266.02,Buy,Hold,Hold,Buy,Hold,Hold,Hold,Buy,Buy,Hold,,0.5399693799999999
21/1/2021,271.38,Hold,Hold,Buy,Hold,Hold,Buy,Buy,Hold,Hold,Hold,0.99800277,0.8936600333333334
22/1/2021,273.0,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5435790166666666,0.9998672866666668
25/1/2021,276.49,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,1.0886843e-06,0.9941550283333332
26/1/2021,280.51,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.9984386,0.8332297475
27/1/2021,270.66,Hold,Hold,Hold,Buy,Hold,Hold,Buy,Hold,Hold,Hold,0.1384301724873143,0.9987233863636364
28/1/2021,263.55,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.79994612544669,0.7964598036425532
29/1/2021,256.92,Hold,Hold,Hold,Sell,Hold,Hold,Sell,Sell,Sell,Hold,-0.99661195,0.881099709996541
1/2/2021,260.58,Hold,Hold,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Hold,0.99755542,0.8957200247531819
2/2/2021,265.62,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Buy,0.999961885,0.9739275063104366
3/2/2021,265.2,Hold,Hold,Hold,Buy,Hold,Hold,Buy,Buy,Buy,Hold,0.9641528866666668,0.997081458181818
4/2/2021,265.04,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell,0.99980736,0.8875158730801
5/2/2021,266.64,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,0.99538333,0.8908783949939999
8/2/2021,265.13,Hold,Hold,Hold,Buy,Hold,Hold,Buy,Buy,Buy,Hold,,0.917887535
9/2/2021,267.98,Sell,Hold,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Sell,0.99089736,0.8130813829993145
10/2/2021,270.39,Hold,Hold,Hold,Buy,Hold,Hold,Buy,Buy,Buy,Hold,,0.9047644966666666
11/2/2021,268.91,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99429977,0.9335911048935294
12/2/2021,269.02,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.118578196,0.9695426935
16/2/2021,272.48,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Sell,0.5009241411,0.8925246649
17/2/2021,272.08,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99224216,0.9575310666666668
18/2/2021,267.92,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.599849312,0.7207394934071428
19/2/2021,260.13,Sell,Hold,Sell,Sell,Sell,Sell,Hold,Sell,Sell,Hold,0.501365766,0.9995453416666668
22/2/2021,258.91,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Sell,-0.001637335,0.8877523161894738
23/2/2021,264.41,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.9781839833333332,0.9986301357142856
24/2/2021,262.87,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Sell,Hold,Hold,0.9996338966666666,0.8461254675
25/2/2021,253.3,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999494275,0.975858245625
26/2/2021,256.21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9994286,0.9985226081818184
1/3/2021,263.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.99048067
2/3/2021,257.59,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Sell,0.99794932,0.998885378
3/3/2021,254.02,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.9993252,0.9770782955555556
4/3/2021,256.23,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8062180649999999,0.8892458006655936
5/3/2021,262.84,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9694086016666666
8/3/2021,253.92,Buy,Hold,Buy,Buy,Buy,Hold,Buy,Buy,Buy,Buy,,0.9983392115384616
9/3/2021,264.29,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,-0.0465655,0.8261260260000001
10/3/2021,263.45,Buy,Hold,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy,0.99685488,0.9206553395912264
11/3/2021,272.39,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.292242375,0.994078938235294
12/3/2021,266.94,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.30645943,0.998156725
15/3/2021,272.26,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.89302543,0.8822737407636364
16/3/2021,277.76,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9996269133333334,0.8562196073333334
17/3/2021,282.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9727804618181818
18/3/2021,277.1,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999676,0.9066121917650644
19/3/2021,288.53,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5343186525,0.9098388658333332
22/3/2021,291.94,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.91505295,0.724771370825
23/3/2021,289.04,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99987523,0.7036879246433334
24/3/2021,280.6,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99934745,0.8536481205935115
25/3/2021,277.22,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9709949766666668,0.6190008968933333
26/3/2021,281.48,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.50947887,0.94825315
29/3/2021,289.23,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9933408,0.9160481808003332
30/3/2021,286.43,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1561891652268894,0.7804213327272728
31/3/2021,292.92,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99995923,0.9321332966666668
1/4/2021,297.03,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5001533512499999,0.7584646967561111
5/4/2021,307.22,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6691966854875,0.8796528587491667
6/4/2021,304.59,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9983950133333334,0.9991140168421052
7/4/2021,311.38,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.966460275,0.9162827144444444
8/4/2021,311.31,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9772710525,0.9259783472413792
9/4/2021,310.76,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99995383,0.9774088058333332
12/4/2021,309.84,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99912465,0.9914709528571428
13/4/2021,308.07,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.977264075,0.9990850536842106
14/4/2021,301.17,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.987044112,0.9982176777777778
15/4/2021,306.14,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,-0.27067184,0.9743458866666668
16/4/2021,304.51,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.76774095,0.994135042
19/4/2021,300.59,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6725713,0.9002315795283332
20/4/2021,301.0,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Sell,Hold,Hold,0.99986434,0.96732982
21/4/2021,299.83,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.49704078785,0.99831079
22/4/2021,294.9,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6666537513066026,0.9483926970849312
23/4/2021,299.49,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,0.0025952093,0.8760665580981922
26/4/2021,301.39,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9909355,0.9979683285714286
27/4/2021,301.91,Buy,Hold,Hold,Hold,Buy,Hold,Hold,Buy,Hold,Hold,0.965809058,0.99963401
28/4/2021,305.42,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.39497975275006,0.7452813596
29/4/2021,327.71,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.16670546561878,0.997138442222222
30/4/2021,323.31,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9996062,0.9954886633333334
3/5/2021,320.82,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.996118665,0.99237728
4/5/2021,316.62,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9203875,0.988398562
5/5/2021,313.3,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9919647766666668,0.9554524466666666
6/5/2021,318.27,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Buy,,0.9574551483333332
7/5/2021,317.34,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99993885,0.7681152346666666
10/5/2021,304.3,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2210133333333333,0.7569202821428572
11/5/2021,304.86,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,-0.0297060220666666,0.964483261818182
12/5/2021,300.9,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99224939,0.8838465514285714
13/5/2021,303.59,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.9882299,0.6429729071428572
14/5/2021,314.22,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.900973201
17/5/2021,313.74,Buy,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Hold,Hold,,0.9995402391666668
18/5/2021,308.27,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.8437586815133333
19/5/2021,311.88,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Sell,0.9999981,0.9980564266666668
20/5/2021,316.87,Buy,Hold,Buy,Hold,Buy,Hold,Hold,Buy,Hold,Buy,0.99968624,0.8545858683333333
21/5/2021,314.5,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99999046,0.9053438450368422
24/5/2021,322.86,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,2.2776198e-05,0.9835767226923076
25/5/2021,326.0,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9980542184615384
26/5/2021,325.87,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7051345216666666,0.9671415026315788
27/5/2021,330.93,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9602749,0.8808247881818182
28/5/2021,326.94,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.000343515,0.997375639
1/6/2021,327.33,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9480732378947369
2/6/2021,327.35,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.999509478
3/6/2021,324.26,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.95111075,0.999307223
4/6/2021,328.55,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.61513074,0.9980106181818182
7/6/2021,334.74,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8038628,0.9838289176923076
8/6/2021,331.86,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.994193349
9/6/2021,328.45,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.88628703,0.9517212063809524
10/6/2021,330.65,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0001691849999999,0.938230323775122
11/6/2021,329.45,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5292521885,0.9741298016666666
14/6/2021,334.93,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.8156711326233334
15/6/2021,334.91,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.998862815,0.9991564592307692
16/6/2021,329.27,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99027753,0.9992840016666666
17/6/2021,334.67,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999625866666668,0.9250327427272726
18/6/2021,327.86,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.884839994375
21/6/2021,330.48,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9991133654545454
22/6/2021,337.18,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7933556984609703,0.9672576588235294
23/6/2021,338.73,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.8921524
24/6/2021,341.31,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9980742858333334
25/6/2021,339.51,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0004105249999999,0.8333215602083334
28/6/2021,353.7,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1982525814285714,0.946517671
29/6/2021,349.97,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8521700497685715,0.85632411961
30/6/2021,345.81,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.990964773
1/7/2021,352.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.98895606,0.9884764283333332
2/7/2021,352.76,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3584159,0.95407786875
6/7/2021,350.86,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.98259693,0.9671890572727272
7/7/2021,348.58,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2144011599999999,0.998791875
8/7/2021,343.76,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9998420925,0.9900633142857144
9/7/2021,348.51,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.99882452,0.933469715
12/7/2021,351.23,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99350895,0.9999598
13/7/2021,350.17,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99967655,0.9332506291933332
14/7/2021,345.73,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9944479833333334,0.997089504
15/7/2021,342.58,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Sell,Hold,Hold,0.503852975,0.9266490645454546
16/7/2021,339.3,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,0.8718852500000001,0.9329555855579936
19/7/2021,335.11,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.65153295,0.995483746818182
20/7/2021,339.8,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4288519,0.9981848938461538
21/7/2021,344.34,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99981673,0.9448988128571428
22/7/2021,349.27,Buy,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.996083085,0.9999773266666666
23/7/2021,367.77,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6657919014495982,0.9988553745454546
26/7/2021,370.43,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999680165,0.9622595157142856
27/7/2021,365.8,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.86573912,0.99522306
28/7/2021,371.24,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Buy,Hold,Buy,0.2831585827029485,0.99222244625
29/7/2021,356.36,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.12293436894213,0.999342344
30/7/2021,354.36,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9982534,0.74999166675515
2/8/2021,350.03,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.9982022933333332,0.99992702
3/8/2021,349.32,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999466,0.9080772481098184
4/8/2021,356.96,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3330544533333333,0.9992883866666666
5/8/2021,360.99,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.4088715,0.9987897366666668
6/8/2021,361.53,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.97521484,0.9945898914285716
9/8/2021,359.64,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.6814387333333333,0.9992291425
10/8/2021,359.16,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999843685,0.999719646
11/8/2021,358.0,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.70569846,0.999845015
12/8/2021,360.67,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999231,0.4998669625
13/8/2021,361.2,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.2898137137107,0.849055809975
16/8/2021,364.56,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5345479275,0.999099325
17/8/2021,356.49,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Sell,0.9938496,0.6344826366666666
18/8/2021,353.51,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.666511682849,0.99695605
19/8/2021,353.18,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.481138305,0.5505534261428572
20/8/2021,357.41,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.32852192,0.9998493716666668
23/8/2021,361.37,Buy,Hold,Buy,Hold,Buy,Hold,Hold,Buy,Hold,Buy,0.1887651950725,0.999921376
24/8/2021,363.52,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.499897242349,0.9998808725
25/8/2021,366.38,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0330939249999999,0.999890805
26/8/2021,362.39,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9992426,0.9999956
27/8/2021,370.6,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9984510133333332,0.9804304
30/8/2021,378.58,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.9953879257142856
31/8/2021,377.31,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9981097,0.999977626
1/9/2021,379.97,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.0015237915333333,0.999624542
2/9/2021,373.23,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.59191737,0.9991689666666668
