Stock,Horizon,BestThreshold,Model,ContextLength,UseCovariates,Strategy,ConfidenceThreshold,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn
TSLA,2,0.0025,amazon/chronos-2,60,True,long_short,,0.4819277108433735,0.4663287706611571,125,56,69,0,0.496,0.8272326201857023,0.38127807635604927
TSLA,3,0.0025,amazon/chronos-2,60,True,long_short,,0.5,0.47898776997137654,83,43,40,0,0.46987951807228917,-1.0234651517918725,-0.5531201767922198
TSLA,4,0.005,amazon/chronos-2,60,True,long_short,,0.5546558704453441,0.5529168309026409,62,28,34,0,0.46774193548387094,-1.4445108518012302,-0.6466139681557367
TSLA,5,0.005,amazon/chronos-2,60,True,long_short,,0.5650406504065041,0.5406514830508475,50,24,26,0,0.5,0.29614113688147353,-0.010211579947230875
TSLA,6,0.0075,amazon/chronos-2,60,True,long_short,,0.5306122448979592,0.5109435473108235,41,20,21,0,0.43902439024390244,1.1695949164780788,0.7209126352669757
TSLA,7,0.01,amazon/chronos-2,60,True,long_short,,0.4959016393442623,0.48322689075630254,35,12,23,0,0.45714285714285713,-0.34718863777496456,-0.3455933143282738
TSLA,8,0.015,amazon/chronos-2,60,True,long_short,,0.5020576131687243,0.49017615176151763,31,9,22,0,0.3548387096774194,-1.4680558010873246,-0.6390572089401417
TSLA,9,0.0175,amazon/chronos-2,60,True,long_short,,0.5,0.48882586112629856,27,7,20,0,0.4074074074074074,-0.33916716681926584,-0.3335800825309092
TSLA,10,0.017,amazon/chronos-2,60,True,long_short,,0.48132780082987553,0.4881181980989117,25,7,18,0,0.48,-0.017759732056950556,-0.20607222623057952
