Stock,Horizon,BestThreshold,Model,ContextLength,UseCovariates,Strategy,ConfidenceThreshold,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn
META,2,0.0025,amazon/chronos-2,60,False,long_short,,0.4859437751004016,0.5159942551246899,125,54,71,0,0.48,-0.4154572667622397,-0.18266267203147868
META,3,0.0025,amazon/chronos-2,60,False,long_short,,0.532258064516129,0.5525415926875781,83,42,41,0,0.5542168674698795,0.6635922274468719,0.18216278721789325
META,4,0.005,amazon/chronos-2,60,False,long_short,,0.4939271255060729,0.5087440381558028,62,29,33,0,0.46774193548387094,-0.6404977573012628,-0.21942479376155277
META,5,0.005,amazon/chronos-2,60,False,long_short,,0.47560975609756095,0.47688589324618735,50,24,26,0,0.34,-1.7551320706887186,-0.47889336718164566
META,6,0.0075,amazon/chronos-2,60,False,long_short,,0.4775510204081633,0.486697434505226,41,14,27,0,0.43902439024390244,-1.3347536432209128,-0.3566021151566733
META,7,0.01,amazon/chronos-2,60,False,long_short,,0.4713114754098361,0.478860294117647,35,9,26,0,0.45714285714285713,-0.8544295115881363,-0.26968644984638845
META,8,0.015,amazon/chronos-2,60,False,long_short,,0.4773662551440329,0.4958475153165418,31,6,25,0,0.41935483870967744,-2.216662022023895,-0.5089017899095707
META,9,0.0175,amazon/chronos-2,60,False,long_short,,0.4793388429752066,0.4820256971022417,27,5,22,0,0.37037037037037035,-1.405950505388892,-0.41026698498930303
META,10,0.017,amazon/chronos-2,60,False,long_short,,0.49377593360995853,0.49727398205659074,25,5,20,0,0.28,-3.532825417069497,-0.6517293212391462
