Stock,Horizon,BestThreshold,Model,ContextLength,UseCovariates,Strategy,ConfidenceThreshold,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn
AAPL,2,0.0025,amazon/chronos-2,60,True,long_short,,0.4457831325301205,0.4256033036520841,125,53,72,0,0.448,-0.22139933176527193,-0.0765725698991866
AAPL,3,0.0025,amazon/chronos-2,60,True,long_short,,0.43951612903225806,0.43261225827597505,83,47,36,0,0.5180722891566265,0.06044174736021125,-0.010580456661816173
AAPL,4,0.005,amazon/chronos-2,60,True,long_short,,0.41295546558704455,0.38086118082155596,62,32,30,0,0.5161290322580645,-0.3211982511968222,-0.08639804953408659
AAPL,5,0.005,amazon/chronos-2,60,True,long_short,,0.45934959349593496,0.45998010610079576,50,25,25,0,0.4,-1.0652851213699264,-0.25718654243339056
AAPL,6,0.0075,amazon/chronos-2,60,True,long_short,,0.42448979591836733,0.4001066240170598,41,18,23,0,0.4634146341463415,-0.9976435804369924,-0.19944638709897866
AAPL,7,0.01,amazon/chronos-2,60,True,long_short,,0.4713114754098361,0.43702651515151514,35,14,21,0,0.34285714285714286,-0.9405707003247682,-0.20814641230942243
AAPL,8,0.015,amazon/chronos-2,60,True,long_short,,0.49382716049382713,0.4429951690821256,31,6,25,0,0.5483870967741935,-1.2167736069522788,-0.23685852412463926
AAPL,9,0.0175,amazon/chronos-2,60,True,long_short,,0.5165289256198347,0.46770508826583584,27,3,24,0,0.4074074074074074,-1.0712561330351058,-0.2108549875821557
AAPL,10,0.017,amazon/chronos-2,60,True,long_short,,0.4979253112033195,0.45314675577833474,25,3,22,0,0.36,-1.7029187248261213,-0.31477238907987615
