Stock,Horizon,BestThreshold,Model,ContextLength,Val_Accuracy,Val_ROC_AUC,Val_Trades,Val_LongTrades,Val_ShortTrades,Val_WinRate,Val_Sharpe,Val_TotalReturn,Test_Accuracy,Test_ROC_AUC,Test_Trades,Test_LongTrades,Test_ShortTrades,Test_WinRate,Test_Sharpe,Test_TotalReturn
TSLA,2,0.0025,FinCast,128,0.5201612903225806,0.5202315899037211,124,57,67,0.5,-1.2313085807101454,-0.5164844887223128,0.4959016393442623,0.4716397849462366,122,65,57,0.47540983606557374,0.29961563363002286,-0.010498014694800162
TSLA,5,0.005,FinCast,128,0.49387755102040815,0.5042758246233202,49,26,23,0.5510204081632653,0.9316002387691983,0.434267318719455,0.5560165975103735,0.5344150475403059,49,23,26,0.4897959183673469,0.3717609138550907,0.04264903367841133
TSLA,10,0.017,FinCast,128,0.5291666666666667,0.5294451137410532,24,13,11,0.6666666666666666,2.1600516925688367,2.0227212563745676,0.4872881355932203,0.5046735691688237,24,8,16,0.4583333333333333,-0.49446881775891594,-0.32308790009288646
