Stock,Horizon,BestThreshold,Model,ContextLength,UseCovariates,Strategy,ConfidenceThreshold,Val_Accuracy,Val_ROC_AUC,Val_Trades,Val_LongTrades,Val_ShortTrades,Val_Skipped,Val_WinRate,Val_Sharpe,Val_TotalReturn,Test_Accuracy,Test_ROC_AUC,Test_Trades,Test_LongTrades,Test_ShortTrades,Test_Skipped,Test_WinRate,Test_Sharpe,Test_TotalReturn
SPY,2,0.0025,amazon/chronos-2,60,False,long_short,,0.5080645161290323,0.5320712984647411,124,40,84,0,0.47580645161290325,-0.22013084368570582,-0.03847273687588215,0.5327868852459017,0.5416918631996237,122,46,76,0,0.4016393442622951,-3.14403880835689,-0.33520582065814775
SPY,5,0.005,amazon/chronos-2,60,False,long_short,,0.5102040816326531,0.5220666666666667,49,13,36,0,0.46938775510204084,0.24773386369256872,0.02307059285478319,0.45643153526970953,0.4132059800664452,49,28,21,0,0.5102040816326531,0.3606672479032008,0.040782751580666465
SPY,10,0.017,amazon/chronos-2,60,False,long_short,,0.5625,0.5845794061370562,24,2,22,0,0.375,-1.44071677033561,-0.1522874439874914,0.576271186440678,0.4908618074116882,24,5,19,0,0.3333333333333333,-1.230592917156342,-0.12769888693067577
