Stock,Horizon,BestThreshold,Mode,Strategy,ConfidenceThreshold,FineTuneLR,FineTuneSteps,UseCovariates,Val_Accuracy,Val_ROC_AUC,Val_Trades,Val_LongTrades,Val_ShortTrades,Val_Skipped,Val_WinRate,Val_Sharpe,Val_TotalReturn,Test_Accuracy,Test_ROC_AUC,Test_Trades,Test_LongTrades,Test_ShortTrades,Test_Skipped,Test_WinRate,Test_Sharpe,Test_TotalReturn
SPY,2,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.5362903225806451,0.5331772053083528,124,37,87,0,0.3790322580645161,-2.0653582709169394,-0.2511053520957557,0.5450819672131147,0.5381307532083586,122,45,77,0,0.4426229508196721,-2.733992053966433,-0.3010860204940905
SPY,5,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.5102040816326531,0.545,49,17,32,0,0.5510204081632653,1.293052537744078,0.1583844577611464,0.5062240663900415,0.4948781838316722,49,24,25,0,0.4897959183673469,0.043653734595687374,-0.0034505401240447764
SPY,10,0.017,Fine-tuned,long_short,,0.0001,1000,True,0.5833333333333334,0.5604138615264688,24,1,23,0,0.3333333333333333,-2.1440646706265953,-0.20753874191796207,0.5508474576271186,0.5382503792530521,24,1,23,0,0.3333333333333333,-1.9542579048690552,-0.18540475365334075
