Stock,Horizon,BestThreshold,Mode,Strategy,ConfidenceThreshold,FineTuneLR,FineTuneSteps,UseCovariates,Val_Accuracy,Val_ROC_AUC,Val_Trades,Val_LongTrades,Val_ShortTrades,Val_Skipped,Val_WinRate,Val_Sharpe,Val_TotalReturn,Test_Accuracy,Test_ROC_AUC,Test_Trades,Test_LongTrades,Test_ShortTrades,Test_Skipped,Test_WinRate,Test_Sharpe,Test_TotalReturn
META,2,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.5040322580645161,0.5570589400039602,124,44,80,0,0.45161290322580644,-0.6869892221264665,-0.29324722648897705,0.5081967213114754,0.52516960651289,122,45,77,0,0.4672131147540984,-1.323202801599996,-0.3953829760051877
META,5,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.5428571428571428,0.6567206592782041,49,10,39,0,0.3469387755102041,-0.6646540479911016,-0.2740351913471505,0.44398340248962653,0.4387783890534631,49,13,36,0,0.42857142857142855,-0.29813028540671366,-0.15159114084810688
META,10,0.017,Fine-tuned,long_short,,0.0001,1000,True,0.5166666666666667,0.6515018723607681,24,8,16,0,0.4583333333333333,-1.3026027712432633,-0.3785122032744327,0.4745762711864407,0.41386992454186133,24,1,23,0,0.2916666666666667,-1.620012861893111,-0.42830863666923025
