Stock,Horizon,BestThreshold,Mode,Strategy,ConfidenceThreshold,FineTuneLR,FineTuneSteps,UseCovariates,Val_Accuracy,Val_ROC_AUC,Val_Trades,Val_LongTrades,Val_ShortTrades,Val_Skipped,Val_WinRate,Val_Sharpe,Val_TotalReturn,Test_Accuracy,Test_ROC_AUC,Test_Trades,Test_LongTrades,Test_ShortTrades,Test_Skipped,Test_WinRate,Test_Sharpe,Test_TotalReturn
TSLA,2,0.0025,Fine-tuned,long_short,,0.0001,1000,True,0.5,0.5229638303408795,124,64,60,0,0.4596774193548387,-1.4872960563953441,-0.5741920819342634,0.5040983606557377,0.4975806451612903,122,69,53,0,0.5,0.32505847001701327,0.005820701332906797
TSLA,5,0.005,Fine-tuned,long_short,,0.0001,1000,True,0.5265306122448979,0.5440477806434098,49,22,27,0,0.5510204081632653,0.8924797345580839,0.4030992020593065,0.5062240663900415,0.5354829819484636,49,32,17,0,0.5918367346938775,2.4753006601445118,2.6732660770119687
TSLA,10,0.017,Fine-tuned,long_short,,0.0001,1000,True,0.5375,0.5636028630146694,24,15,9,0,0.6666666666666666,1.8151237955871204,1.5228793545075674,0.4661016949152542,0.4808743169398907,24,19,5,0,0.6666666666666666,2.366176519366913,1.7790538278260701
