Date,weighted_sentiment
2020-01-01,0.7757526375043357
2020-01-02,0.593815804792155
2020-01-03,0.47728867812062975
2020-01-04,0.4814791188075926
2020-01-05,0.5983983025485502
2020-01-06,0.5632015297544619
2020-01-07,0.6163085669870078
2020-01-08,0.785675444191748
2020-01-09,0.5378420782480298
2020-01-10,0.6174087946404312
2020-01-11,0.7972598789272132
2020-01-12,0.6081266385783736
2020-01-13,0.6354535794639556
2020-01-14,0.7595522955881464
2020-01-15,0.8187499179217055
2020-01-16,0.5984164660066565
2020-01-17,0.5999626766650854
2020-01-18,0.9815732791999995
2020-01-19,0.6715839465084351
2020-01-20,0.3401509519987278
2020-01-21,0.731323847688067
2020-01-22,0.6738277068034696
2020-01-23,0.7206979370973275
2020-01-24,0.655525608785569
2020-01-25,0.8231344086660682
2020-01-26,0.640255954240196
2020-01-27,0.6931153891265788
2020-01-28,0.7179897879043484
2020-01-29,0.6706676130945705
2020-01-30,0.605610630462973
2020-01-31,0.712709698034559
2020-02-01,0.6709652637734588
2020-02-02,0.8563007735965853
2020-02-03,0.7654794362795106
2020-02-04,0.7566393673880321
2020-02-05,0.7741633798595867
2020-02-06,0.6970938492239886
2020-02-07,0.6898196057240515
2020-02-08,0.6880989126294261
2020-02-09,0.8119376464695796
2020-02-10,0.8017016170097974
2020-02-11,0.6827296442623247
2020-02-12,0.48413436154082684
2020-02-13,0.6803071071649323
2020-02-14,0.7264408112415001
2020-02-15,0.7811769843442622
2020-02-16,0.6791519103481815
2020-02-17,0.7787156452030969
2020-02-18,0.623887865150877
2020-02-19,0.7194571507575819
2020-02-20,0.8280459926806948
2020-02-21,0.7380472557758817
2020-02-22,0.692927392601796
2020-02-23,0.7277930781894164
2020-02-24,0.720447884896137
2020-02-25,0.5438856110132063
2020-02-26,0.7713103420462993
2020-02-27,0.7118092858503333
2020-02-28,0.6750623978861346
2020-02-29,0.8705376981559279
2020-03-01,0.735377424944869
2020-03-02,0.43051363731136594
2020-03-03,0.5365572977549298
2020-03-04,0.4666651777760948
2020-03-05,0.4478249703872607
2020-03-06,0.575361524782493
2020-03-07,0.7531557341108074
2020-03-08,0.7995913990060606
2020-03-09,0.5189628743228297
2020-03-10,0.6116009967369599
2020-03-11,0.6402107632949235
2020-03-12,0.5573552224179847
2020-03-13,0.7189606087313738
2020-03-14,0.7951185573684213
2020-03-15,0.8770687621335294
2020-03-16,0.8336007413492763
2020-03-17,0.727224658118316
2020-03-18,0.6701871334287985
2020-03-19,0.580453967772607
2020-03-20,0.7542549633159602
2020-03-21,0.6725508815709454
2020-03-22,0.33935031754542644
2020-03-23,0.87780948974725
2020-03-24,0.7648993668656285
2020-03-25,0.6600122905126591
2020-03-26,0.656895247038874
2020-03-27,0.7024245988023953
2020-03-28,0.7028022642152174
2020-03-29,0.7347392767674404
2020-03-30,0.5883072833808745
2020-03-31,0.5943536818200977
2020-04-01,0.49900809158610726
2020-04-02,0.550367331148941
2020-04-03,0.6947497179601998
2020-04-04,0.9255974786261382
2020-04-05,0.9046819005792969
2020-04-06,0.676622346646336
2020-04-07,0.45492678291470456
2020-04-08,0.6283200322718766
2020-04-09,0.8470803368238029
2020-04-10,0.930943545582509
2020-04-11,0.781276259457627
2020-04-12,0.8372608192830191
2020-04-13,0.49273442518940636
2020-04-14,0.6922339766097585
2020-04-15,0.7161246766349997
2020-04-16,0.7397015484192706
2020-04-17,0.6900676779356317
2020-04-18,0.6250701376861323
2020-04-19,0.7422540937993903
2020-04-20,0.9138328878910184
2020-04-21,0.7158217629900295
2020-04-22,0.5642408196042011
2020-04-23,0.8529437691712376
2020-04-24,0.7892527211133733
2020-04-25,0.6950277727142856
2020-04-26,0.6699340871601948
2020-04-27,0.6935483586840487
2020-04-28,0.7771423834486839
2020-04-29,0.563289154041558
2020-04-30,0.6149061011565732
2020-05-01,0.44800049276513443
2020-05-02,0.646546096023166
2020-05-03,0.7061329259385255
2020-05-04,0.7739494560237992
2020-05-05,0.7408970020695463
2020-05-06,0.8480587341693852
2020-05-07,0.7465365053050913
2020-05-08,0.6200325155654623
2020-05-09,0.6461671181163474
2020-05-10,0.6622544355801102
2020-05-11,0.6369298586041525
2020-05-12,0.6764543499139811
2020-05-13,0.707317701702828
2020-05-14,0.7938411676756291
2020-05-15,0.7952930521907999
2020-05-16,0.5846676303726408
2020-05-17,0.8783356296296297
2020-05-18,0.7675918503361707
2020-05-19,0.6497034139974236
2020-05-20,0.7307598880044004
2020-05-21,0.5180152013379052
2020-05-22,0.7772381113049767
2020-05-23,0.8105075864356435
2020-05-24,0.6738624940126751
2020-05-25,0.6546757458255212
2020-05-26,0.8367223580324454
2020-05-27,0.58362567710243
2020-05-28,0.8721692031424298
2020-05-29,0.7794829068250027
2020-05-30,0.6274449636325066
2020-05-31,0.8117064058578564
2020-06-01,0.6973068167991198
2020-06-02,0.8867127676018547
2020-06-03,0.7422178181553845
2020-06-04,0.6200868298707263
2020-06-05,0.662899720855573
2020-06-06,0.6917250725267263
2020-06-07,0.6800186309253372
2020-06-08,0.7455506840212838
2020-06-09,0.7746556225741796
2020-06-10,0.7674267112468168
2020-06-11,0.7952285225055565
2020-06-12,0.5242316712911557
2020-06-13,0.6380503484289186
2020-06-14,0.9675309526446279
2020-06-15,0.8253977694470549
2020-06-16,0.6432408790720939
2020-06-17,0.6501397454739458
2020-06-18,0.5740016514355717
2020-06-19,0.7326620174516968
2020-06-20,0.7729034642519044
2020-06-21,0.7479512578888887
2020-06-22,0.8314522342767366
2020-06-23,0.7434814520691955
2020-06-24,0.5772346011382835
2020-06-25,0.6999438481579037
2020-06-26,0.6772821658774519
2020-06-27,0.9345946304133238
2020-06-28,0.6959327318395367
2020-06-29,0.8169761965693861
2020-06-30,0.6481112299317002
2020-07-01,0.6711532126450048
2020-07-02,0.6724754191735871
2020-07-03,0.7208194312140472
2020-07-04,0.8715652666843311
2020-07-05,0.8933332252724328
2020-07-06,0.7475439492172437
2020-07-07,0.8007328147372412
2020-07-08,0.8217849724529808
2020-07-09,0.843050715629018
2020-07-10,0.8080195975219736
2020-07-11,0.8209806361171813
2020-07-12,0.7846713751399828
2020-07-13,0.7773990848750477
2020-07-14,0.8173288630218852
2020-07-15,0.7631793937719975
2020-07-16,0.7473097894697736
2020-07-17,0.7612693398722682
2020-07-18,0.8202707593554336
2020-07-19,0.7856709485274033
2020-07-20,0.7792915077411392
2020-07-21,0.8103349050552211
2020-07-22,0.7298597404142859
2020-07-23,0.672138716967745
2020-07-24,0.7785748879624406
2020-07-25,0.7761914964503238
2020-07-26,0.7636184070895318
2020-07-27,0.6274043527404634
2020-07-28,0.7362647909640228
2020-07-29,0.7950278781835953
2020-07-30,0.7394535349217771
2020-07-31,0.7666462716807859
2020-08-01,0.8091238576681161
2020-08-02,0.6657219275167624
2020-08-03,0.6102386565398865
2020-08-04,0.7154501810267686
2020-08-05,0.638675701524528
2020-08-06,0.8071678262048035
2020-08-07,0.8350979334967686
2020-08-08,0.9312178176059039
2020-08-09,0.7971628406234044
2020-08-10,0.9312540721857142
2020-08-11,0.9150053129881008
2020-08-12,0.823427060553096
2020-08-13,0.7990491144753932
2020-08-14,0.7307053328303831
2020-08-15,0.8354919422836945
2020-08-16,0.8645550273027319
2020-08-17,0.7123564740976978
2020-08-18,0.7962815061886651
2020-08-19,0.7196822455059614
2020-08-20,0.7873735990279642
2020-08-21,0.8276727142686174
2020-08-22,0.7586043233203439
2020-08-23,0.886348302530428
2020-08-24,0.8565483568873749
2020-08-25,0.74643323933167
2020-08-26,0.7604538412771804
2020-08-27,0.8357222843677831
2020-08-28,0.7785144839022705
2020-08-29,0.8198967585870648
2020-08-30,0.8981532452570232
2020-08-31,0.8047915977485193
2020-09-01,0.7863691248485727
2020-09-02,0.7959468331520421
2020-09-03,0.8260419378020455
2020-09-04,0.7837990473643601
2020-09-05,0.8538434744795054
2020-09-06,0.7980335916978438
2020-09-07,0.8323927077886716
2020-09-08,0.6614322355174566
2020-09-09,0.596025279360569
2020-09-10,0.6904093167751565
2020-09-11,0.810375938269579
2020-09-12,0.7470800601450222
2020-09-13,0.8506679254497354
2020-09-14,0.8265215173960901
2020-09-15,0.8267322344508695
2020-09-16,0.8253847088506612
2020-09-17,0.7550736036162277
2020-09-18,0.6568112989510535
2020-09-19,0.795047849526338
2020-09-20,0.8118508180637767
2020-09-21,0.7223689285202074
2020-09-22,0.7732638019109965
2020-09-23,0.5849491819068656
2020-09-24,0.7275700105179809
2020-09-25,0.6267209390455151
2020-09-26,0.7174200169391349
2020-09-27,0.9145130000289854
2020-09-28,0.7267011482583232
2020-09-29,0.7423836753636562
2020-09-30,0.8244048749681682
2020-10-01,0.6233953546956106
2020-10-02,0.6102961032585755
2020-10-03,0.7939049881320799
2020-10-04,0.7061235810849773
2020-10-05,0.6614993087900432
2020-10-06,0.6967195731263256
2020-10-07,0.7946121732842801
2020-10-08,0.6797236153049128
2020-10-09,0.724265033274696
2020-10-10,0.8574230114971606
2020-10-11,0.919294378007242
2020-10-12,0.6378977850027759
2020-10-13,0.7276087461489219
2020-10-14,0.672761102406502
2020-10-15,0.6427978443309237
2020-10-16,0.8629099990309732
2020-10-17,0.8914009957926318
2020-10-18,0.8688054971551538
2020-10-19,0.7593178018603959
2020-10-20,0.7004344870483868
2020-10-21,0.6477718847016312
2020-10-22,0.5653451764080469
2020-10-23,0.7053469114329114
2020-10-24,0.6291867912419706
2020-10-25,0.8822843697096524
2020-10-26,0.7943538766313327
2020-10-27,0.7287914555185515
2020-10-28,0.777533550687429
2020-10-29,0.6744046892685079
2020-10-30,0.6262543753284272
2020-10-31,0.7751131314753831
2020-11-01,0.7711479064950278
2020-11-02,0.7703182111646073
2020-11-03,0.660423776598487
2020-11-04,0.7672926558656291
2020-11-05,0.5235664510894636
2020-11-06,0.8210361447035407
2020-11-07,0.8881060172604165
2020-11-08,0.7285362392617041
2020-11-09,0.8060513010263779
2020-11-10,0.6422937617865355
2020-11-11,0.7675614698341288
2020-11-12,0.7399913155027531
2020-11-13,0.6415265565989444
2020-11-14,0.7943563328092168
2020-11-15,0.9076695405688231
2020-11-16,0.7811499699496275
2020-11-17,0.832163860374755
2020-11-18,0.7790869045096176
2020-11-19,0.7864045454302107
2020-11-20,0.6576485564789617
2020-11-21,0.8420025979956238
2020-11-22,0.7940060746090765
2020-11-23,0.7243569727482034
2020-11-24,0.7917618411353863
2020-11-25,0.7462664892120736
2020-11-26,0.7888675490722767
2020-11-27,0.7700061788718651
2020-11-28,0.7049689888674312
2020-11-29,0.7872950930713363
2020-11-30,0.7552476916699278
2020-12-01,0.7879988500130953
2020-12-02,0.690523778486328
2020-12-03,0.7309500273046021
2020-12-04,0.8428809038049739
2020-12-05,0.7617286553174867
2020-12-06,0.7471842729045237
2020-12-07,0.840713778904624
2020-12-08,0.7255443829030691
2020-12-09,0.74439453470358
2020-12-10,0.7375901287277993
2020-12-11,0.6976642841955332
2020-12-12,0.654954798086363
2020-12-13,0.7601214241867641
2020-12-14,0.7301950666944224
2020-12-15,0.859613651998696
2020-12-16,0.783056583847396
2020-12-17,0.7889690075875062
2020-12-18,0.7630285629417733
2020-12-19,0.7210528990187004
2020-12-20,0.7476667251246729
2020-12-21,0.7395456955979007
2020-12-22,0.7427777000984118
2020-12-23,0.7359075644432422
2020-12-24,0.7206340148928269
2020-12-25,0.8017866876667434
2020-12-26,0.7566827227171856
2020-12-27,0.8614464002346988
2020-12-28,0.8416366676615166
2020-12-29,0.7527630793282145
2020-12-30,0.7294363254458499
2020-12-31,0.6886390197965779
2021-01-01,0.6276313623504014
2021-01-02,0.5058018881085617
2021-01-03,0.7977620840023214
2021-01-04,0.6884650223969722
2021-01-05,0.6306964734257383
2021-01-06,0.7681631931412097
2021-01-07,0.8242808660103689
2021-01-08,0.7759398683825658
2021-01-09,0.764715204963368
2021-01-10,0.8271580919854258
2021-01-11,0.6956090482599037
2021-01-12,0.7890246346682831
2021-01-13,0.8159135247743526
2021-01-14,0.8240546175698876
2021-01-15,0.7717425002584309
2021-01-16,0.865586562705066
2021-01-17,0.7684368370565848
2021-01-18,0.8548999646225441
2021-01-19,0.8237799207311503
2021-01-20,0.7279464077239345
2021-01-21,0.7125935889678031
2021-01-22,0.6995839712669113
2021-01-23,0.741830037051041
2021-01-24,0.9114745795620838
2021-01-25,0.8594345068596347
2021-01-26,0.7425048128754221
2021-01-27,0.7038057108424036
2021-01-28,0.7754407287778933
2021-01-29,0.7910973404916811
2021-01-30,0.8428879150430011
2021-01-31,0.8551713272907935
2021-02-01,0.7504833742258735
2021-02-02,0.7956339937804707
2021-02-03,0.7734280810715002
2021-02-04,0.7717703143301503
2021-02-05,0.8728978792951778
2021-02-06,0.869713938179696
2021-02-07,0.8654598231890878
2021-02-08,0.7850137990790886
2021-02-09,0.794433820019346
2021-02-10,0.860486483175259
2021-02-11,0.7965257325037932
2021-02-12,0.7609545975321751
2021-02-13,0.8320961051551136
2021-02-14,0.880111146876238
2021-02-15,0.8904603991265763
2021-02-16,0.8813626615613166
2021-02-17,0.7584896348975355
2021-02-18,0.791101207684689
2021-02-19,0.880526873711517
2021-02-20,0.784615608414634
2021-02-21,0.8259456204790099
2021-02-22,0.7465490033224309
2021-02-23,0.6673469778386881
2021-02-24,0.797968617643425
2021-02-25,0.7181523967823978
2021-02-26,0.8057058016666268
2021-02-27,0.7401179422184505
2021-02-28,0.9120884724210527
2021-03-01,0.8198104417829218
2021-03-02,0.7785012596253303
2021-03-03,0.7158483947548164
2021-03-04,0.6749607430816392
2021-03-05,0.6442334024555758
2021-03-06,0.7296484475741523
2021-03-07,0.6697334518392913
2021-03-08,0.7116584601450032
2021-03-09,0.6463757205577617
2021-03-10,0.7420079562533702
2021-03-11,0.7299670922838754
2021-03-12,0.6422441327603858
2021-03-13,0.6975267578563911
2021-03-14,0.8934720570171854
2021-03-15,0.8393468593214922
2021-03-16,0.7156093723599489
2021-03-17,0.6958633601411146
2021-03-18,0.7170369066892658
2021-03-19,0.5765697647257473
2021-03-20,0.728095268450539
2021-03-21,0.8293579409568974
2021-03-22,0.8097263906460177
2021-03-23,0.7166154603562608
2021-03-24,0.7909978881632461
2021-03-25,0.7824842639414687
2021-03-26,0.6686753953042297
2021-03-27,0.6934428583022734
2021-03-28,0.8223254472848668
2021-03-29,0.6252391093307312
2021-03-30,0.678328324069933
2021-03-31,0.6681811207317013
2021-04-01,0.7834368507280098
2021-04-02,0.5749544268833086
2021-04-03,0.6205287668465774
2021-04-04,0.7178077278473852
2021-04-05,0.6297264310636229
2021-04-06,0.7541779051639401
2021-04-07,0.7058801176950847
2021-04-08,0.7537308691557572
2021-04-09,0.7017735029937592
2021-04-10,0.7610796423516535
2021-04-11,0.8381965070727339
2021-04-12,0.7883182129776528
2021-04-13,0.7932985905887365
2021-04-14,0.8255484014715506
2021-04-15,0.8024009891855151
2021-04-16,0.7848004935537951
2021-04-17,0.8797554071201834
2021-04-18,0.8390551923248214
2021-04-19,0.6596258496006191
2021-04-20,0.7190737615456517
2021-04-21,0.7062213898435024
2021-04-22,0.677415996351656
2021-04-23,0.7354720853757707
2021-04-24,0.8475159320338197
2021-04-25,0.8734028362514868
2021-04-26,0.5739904756051036
2021-04-27,0.6059896091975117
2021-04-28,0.723170112796193
2021-04-29,0.755971600537198
2021-04-30,0.6649101114542304
2021-05-01,0.9007922667866913
2021-05-02,0.54408602323235
2021-05-03,0.7597451934010574
2021-05-04,0.6585279897003289
2021-05-05,0.6356939163975466
2021-05-06,0.6388747213724163
2021-05-07,0.7148737297785749
2021-05-08,0.861488977161172
2021-05-09,0.8652674926167129
2021-05-10,0.7143520440163249
2021-05-11,0.5359368203465209
2021-05-12,0.671772874773819
2021-05-13,0.7426508902482858
2021-05-14,0.8007213848873926
2021-05-15,0.7432697828061133
2021-05-16,0.7999945463758896
2021-05-17,0.8241658635023007
2021-05-18,0.7700965255151179
2021-05-19,0.7265924495676566
2021-05-20,0.8084282767678705
2021-05-21,0.7779875556520821
2021-05-22,0.6755763750922731
2021-05-23,0.6617958933259254
2021-05-24,0.7284623065207597
2021-05-25,0.7873661267995367
2021-05-26,0.8821678431574432
2021-05-27,0.773454035116926
2021-05-28,0.6702083439377052
2021-05-29,0.8418201238591351
2021-05-30,0.8260763275468551
2021-05-31,0.7406891116372674
2021-06-01,0.5309909042874429
2021-06-02,0.5724532857823628
2021-06-03,0.6840592331033022
2021-06-04,0.6814186848639084
2021-06-05,0.8014314779276615
2021-06-06,0.6580311464585243
2021-06-07,0.7377920732167763
2021-06-08,0.5866728293069501
2021-06-09,0.5245154196477608
2021-06-10,0.780420390709955
2021-06-11,0.8346627079809885
2021-06-12,0.8069215066041975
2021-06-13,0.7576890441937733
2021-06-14,0.6736204541861397
2021-06-15,0.7567353030783838
2021-06-16,0.7998747516998396
2021-06-17,0.8316324234748945
2021-06-18,0.8175977238081417
2021-06-19,0.8731852335617915
2021-06-20,0.8102641152429938
2021-06-21,0.6495191485223307
2021-06-22,0.7991340114367954
2021-06-23,0.8301614503370476
2021-06-24,0.827571800564433
2021-06-25,0.7904924609597183
2021-06-26,0.7447227245356945
2021-06-27,0.8558244782253618
2021-06-28,0.6785896249687686
2021-06-29,0.7200575023502734
2021-06-30,0.7769137592390045
2021-07-01,0.5598944790955848
2021-07-02,0.5002689272483737
2021-07-03,0.8108430076152919
2021-07-04,0.7364473837484515
2021-07-05,0.6774859690452791
2021-07-06,0.631892327010997
2021-07-07,0.691329519876341
2021-07-08,0.6923902403338037
2021-07-09,0.5590308673810567
2021-07-10,0.8654172758743393
2021-07-11,0.8304660607525323
2021-07-12,0.7303533948802545
2021-07-13,0.778463753730704
2021-07-14,0.5132436337887796
2021-07-15,0.6872195662873137
2021-07-16,0.6714918800721775
2021-07-17,0.7910112182899287
2021-07-18,0.8072729937000922
2021-07-19,0.812361829928859
2021-07-20,0.7043621556585599
2021-07-21,0.7248010255942257
2021-07-22,0.7296377833297198
2021-07-23,0.808182079286402
2021-07-24,0.7616646513137428
2021-07-25,0.8528417878487117
2021-07-26,0.6342566906915316
2021-07-27,0.49143949286593974
2021-07-28,0.5858753550409637
2021-07-29,0.7999177421302174
2021-07-30,0.754895329800386
2021-07-31,0.7489488062029466
2021-08-01,0.6027874773478962
2021-08-02,0.7153882378048073
2021-08-03,0.6555174462721188
2021-08-04,0.7263359715549492
2021-08-05,0.8546185556637934
2021-08-06,0.8295738920629727
2021-08-07,0.7697402633091925
2021-08-08,0.8561115354690055
2021-08-09,0.6369191397325352
2021-08-10,0.7393408260284533
2021-08-11,0.7789409464181658
2021-08-12,0.6205906270575154
2021-08-13,0.6616945449506669
2021-08-14,0.7702990793400879
2021-08-15,0.7083776146843781
2021-08-16,0.6379421978028648
2021-08-17,0.5544700396575061
2021-08-18,0.6970099260156399
2021-08-19,0.7216628504126622
2021-08-20,0.7278313837990434
2021-08-21,0.9120813372118838
2021-08-22,0.8436286111392126
2021-08-23,0.722944169082816
2021-08-24,0.8028573152502598
2021-08-25,0.6320731834605502
2021-08-26,0.8863026919735933
2021-08-27,0.8303291352326919
2021-08-28,0.7848974522178115
2021-08-29,0.7646137341457647
