Date,Close,Weighted Sentiment Score,Combi 1: Crossover (Price & EMA 12) + MACD Crossover,Combi 1 Days,Combi 2: Crossover (Price & EMA 12) + EMA Crossover (12 &20),Combi 2 Days,Combi 3: Overbought/ Overbought + SMA Crossover (8 & 12),Combi 3 Days,Combi 4: Crossover (Price & EMA 20) + SMA Crossover (12 & 20),Combi 4 Days,Combi 5: Crossover (Price & EMA 12) + Crossover (Price & EMA 20),Combi 5 Days,Combi 6: Crossover (Price & EMA 12) + SMA Crossover (8 & 12),Combi 6 Days,Combi 7: Crossover (Price & EMA 12) + SMA Crossover (12 & 20),Combi 7 Days,Combi 8: Crossover (Price & EMA 20) + EMA Crossover (12 &20),Combi 8 Days,Combi 9: Crossover (Price & EMA 12) + Crossover (Price & EMA 50),Combi 9 Days,Combi 10: Crossover (Price & EMA 50) + SMA Crossover (8 & 12),Combi 10 Days
27/10/2020,13.36,0.6431311010750352,Hold,10.0,Hold,9.0,Hold,9.0,Sell,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Sell,8.0,Hold,10.0,Hold,10.0
28/10/2020,12.59,0.6808570259466574,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
29/10/2020,12.99,0.6995702976569032,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
30/10/2020,12.5,0.6084020925299036,Hold,10.0,Hold,9.0,Buy,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Buy,10.0,Buy,10.0
2/11/2020,12.54,0.6100071683825203,Hold,10.0,Hold,9.0,Buy,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Sell,10.0,Hold,10.0
3/11/2020,12.98,0.7054850839200799,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
4/11/2020,13.75,0.6673865158498136,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Buy,10.0,Buy,10.0
5/11/2020,14.12,0.6901613189678356,Buy,10.0,Buy,9.0,Hold,9.0,Buy,8.0,Buy,10.0,Buy,8.0,Buy,8.0,Buy,8.0,Buy,10.0,Hold,10.0
6/11/2020,14.52,0.638385112238383,Hold,10.0,Buy,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Buy,8.0,Hold,10.0,Hold,10.0
9/11/2020,13.59,0.648633545149011,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
10/11/2020,12.73,0.66511874097056,Sell,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Buy,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Buy,10.0
11/11/2020,13.38,0.6923193396491046,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Sell,10.0,Sell,8.0,Hold,8.0,Hold,8.0,Sell,10.0,Sell,10.0
12/11/2020,13.42,0.6607612530282924,Hold,10.0,Hold,9.0,Hold,9.0,Buy,8.0,Buy,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Buy,10.0,Hold,10.0
