Stock,Horizon,BestThreshold,Strategy,ConfidenceThreshold,learning_rate,dropout_rate,lstm_units_1,lstm_units_2,batch_size,Train_Accuracy,Train_ROC_AUC,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn
NVDA,2,0.005,long_short,,0.0047942817095119545,0.1,85,37,26,0.5860655737704918,0.6333459309649786,0.5294117647058824,0.5195402298850575,125,23,102,0,0.44,-1.857323973610669,-0.6388860934170384
NVDA,3,0.0075,long_short,,0.001490528263639903,0.41469270399039504,172,72,20,0.5409836065573771,0.5719549835177525,0.5203619909502263,0.4843416953598951,83,11,72,0,0.43373493975903615,-1.414707259091013,-0.5905592249552304
NVDA,4,0.0125,long_short,,0.00344370909246604,0.4592004857305515,209,28,16,0.4959016393442623,0.5481862695693073,0.4751131221719457,0.6028999835228208,62,62,0,0,0.6129032258064516,2.3272032394113165,1.7309436254427575
NVDA,5,0.0125,long_short,,0.003918194347141745,0.17337391594646553,207,83,37,0.6926229508196722,0.7608760497935072,0.5067873303167421,0.6521952817824378,50,0,50,0,0.34,-1.7170498753741483,-0.66683239253883
NVDA,6,0.015000000000000001,long_short,,0.0023462970754757543,0.11892300208275626,256,37,49,0.7131147540983607,0.787288989669942,0.4796380090497738,0.38203445447087786,41,0,41,0,0.2926829268292683,-1.915075531218128,-0.6690667772196037
NVDA,7,0.017499999999999998,long_short,,0.00033601663021720694,0.1,55,126,60,0.8032786885245902,0.8778012542898307,0.47058823529411764,0.6197403024326101,35,0,35,0,0.3142857142857143,-2.168861980640043,-0.6547884866807931
NVDA,8,0.017499999999999998,long_short,,0.0052622075857070485,0.2550915785762492,214,109,53,0.5317622950819673,0.6017644860440996,0.4660633484162896,0.41439032417311167,31,0,31,0,0.22580645161290322,-2.124461527141745,-0.6663603400568665
NVDA,9,0.02,long_short,,0.003918194347141745,0.17337391594646553,207,83,37,0.6434426229508197,0.7616022238645525,0.5384615384615384,0.5679683638161147,27,27,0,0,0.6296296296296297,2.1382548408974187,1.6055002209429334
NVDA,10,0.0225,long_short,,0.00011931577734438536,0.17127053176851617,45,36,64,0.6209016393442623,0.659941630973377,0.502262443438914,0.4872235872235872,25,0,25,0,0.32,-1.760841775644853,-0.6583939415032531
