Stock,Horizon,BestThreshold,Strategy,ConfidenceThreshold,n_estimators,max_depth,learning_rate,num_leaves,subsample,colsample_bytree,reg_alpha,reg_lambda,Train_Accuracy,Train_ROC_AUC,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn
SPY,2,0.0025,long_short,,50,12,0.01,73,1.0,0.6303358459011128,9.076259633740136,0.0,0.5666003976143141,0.6217097849424101,0.49800796812749004,0.5428888888888889,125,0,125,0,0.32,-2.7703560171470993,-0.29992323717405045
SPY,3,0.0025,long_short,,50,3,0.01,100,1.0,0.5,10.0,10.0,0.5357852882703777,0.6187605121000455,0.5816733067729084,0.5969283057586251,83,83,0,0,0.5542168674698795,1.3520679833391498,0.17343915719060932
SPY,4,0.005,long_short,,50,3,0.29999999999999993,96,0.5608691760891176,1.0,10.0,0.0,0.6182902584493042,0.6663772232419773,0.5378486055776892,0.5795338441890165,62,0,62,0,0.3548387096774194,-2.4286663040557253,-0.270641304389021
SPY,5,0.005,long_short,,500,9,0.019349079785432908,41,0.9892919536783584,0.5,10.0,1.3233034322073713,0.6083499005964215,0.6484360178334281,0.47410358565737054,0.6279921059332824,50,0,50,0,0.36,-2.0321964884992276,-0.24537003597502993
SPY,6,0.005,long_short,,114,9,0.012115092723815247,78,0.9692763545078752,0.5003893829205072,9.922115592912178,6.174815096277166,0.5984095427435387,0.642332995951417,0.50199203187251,0.6564176245210729,41,14,27,0,0.3902439024390244,-1.6380796593335936,-0.19392427415511815
SPY,7,0.0075,long_short,,315,6,0.29999999999999993,100,1.0,0.5,10.0,7.7188038702548925,0.6163021868787276,0.6671503352732794,0.47808764940239046,0.5672073791348601,35,0,35,0,0.34285714285714286,-2.5331018993053807,-0.23775295669221486
SPY,8,0.0075,long_short,,500,3,0.01,100,0.5,1.0,8.066212246681623,0.0,0.6282306163021869,0.682965274728752,0.4581673306772908,0.48005148005148,31,0,31,0,0.3225806451612903,-3.058388862674446,-0.24766540946807458
SPY,9,0.01,long_short,,500,6,0.29999999999999993,100,0.5606228890201352,0.5,10.0,0.0,0.6242544731610338,0.6772426458946834,0.4820717131474104,0.536554354736173,27,0,27,0,0.25925925925925924,-2.0535945747133035,-0.22263196987861278
SPY,10,0.01,long_short,,113,8,0.07264959941573094,67,0.596123624338725,1.0,8.49147528971508,10.0,0.6481113320079522,0.719758064516129,0.4581673306772908,0.4606777493606138,25,0,25,0,0.32,-1.85595190640685,-0.2262568093023376
