Stock,Horizon,BestThreshold,Strategy,ConfidenceThreshold,C,kernel,gamma,Train_Accuracy,Train_ROC_AUC,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn
TSLA,2,0.0025,long_short,,1.4762603333811195,linear,,0.5695825049701789,0.6182808448744703,0.5219123505976095,0.5289256198347108,125,96,29,0,0.52,0.7330706284243018,0.3070226057162746
TSLA,3,0.005,long_short,,0.8753498415395121,rbf,0.001,0.5874751491053678,0.6178248271554672,0.5378486055776892,0.5513358778625954,83,73,10,0,0.5903614457831325,1.2913796983851031,0.828255373166541
TSLA,4,0.005,long_short,,0.01,linear,,0.5974155069582505,0.645855486553901,0.5657370517928287,0.581209379380655,62,50,12,0,0.532258064516129,0.8223748889904393,0.39424281126545413
TSLA,5,0.01,long_short,,1.252795939637954,rbf,0.001,0.621272365805169,0.6619592498171972,0.5657370517928287,0.6038952745849298,50,41,9,0,0.52,1.6125680568343477,1.2411503349254596
TSLA,6,0.01,long_short,,1.1926865644774856,rbf,0.001,0.6182902584493042,0.6781497891379359,0.5697211155378487,0.5863171355498721,41,23,18,0,0.6341463414634146,2.0373874014851183,1.819326096069965
TSLA,7,0.0125,long_short,,1.1224202397548482,rbf,0.001,0.621272365805169,0.686405138339921,0.5617529880478087,0.583205619412516,35,24,11,0,0.6,2.3320534551024585,2.8392071677379587
TSLA,8,0.017499999999999998,long_short,,0.01,linear,,0.6351888667992047,0.6980375881899568,0.5378486055776892,0.5555131143366437,31,22,9,0,0.5806451612903226,2.0340144667358517,1.9249651361978892
TSLA,9,0.0225,long_short,,0.012281601849247948,linear,,0.6282306163021869,0.6952287217432893,0.5258964143426295,0.5632992327365729,27,19,8,0,0.7777777777777778,3.077772007778014,3.9800858275397717
TSLA,10,0.0225,long_short,,0.01,linear,,0.6242544731610338,0.6980272181443756,0.5418326693227091,0.5775455588122849,25,16,9,0,0.6,2.414944002902222,2.874065819873879
