Stock,Horizon,BestThreshold,Strategy,ConfidenceThreshold,learning_rate,dropout_rate,lstm_units_1,lstm_units_2,batch_size,Train_Accuracy,Train_ROC_AUC,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn,Model,n_estimators,max_depth,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,num_leaves,min_samples_split,min_samples_leaf,max_features,criterion,C,penalty,l1_ratio,kernel
TSLA,7,0.0125,long_short,,0.0016595613641357,0.4332779646944659,71.0,60.0,25.0,0.819672131147541,0.899516221907456,0.4343891402714932,0.3968709043250328,35,20,15,0,0.3428571428571428,-0.7427054791004324,-0.4911149175686311,LSTM,,,,,,,,,,,,,,,,
TSLA,8,0.0174999999999999,long_short,,0.0067607950072288,0.171552714544892,57.0,73.0,35.0,0.6280737704918032,0.7221407285672855,0.502262443438914,0.4545454545454545,31,31,0,0,0.6129032258064516,1.204004109561376,0.7722450740214961,LSTM,,,,,,,,,,,,,,,,
TSLA,9,0.0225,long_short,,0.0032413268041956,0.2700623497964979,79.0,80.0,18.0,0.6977459016393442,0.7696824596774194,0.4298642533936652,0.3468416735028712,27,9,18,0,0.5555555555555556,0.249020525753102,-0.0396687490850933,LSTM,,,,,,,,,,,,,,,,
TSLA,10,0.0225,long_short,,0.0039181943471417,0.1733739159464655,207.0,83.0,37.0,0.6403688524590164,0.7214571563088512,0.3665158371040724,0.3599639462471321,25,22,3,0,0.6,1.906006987269662,1.839858838813735,LSTM,,,,,,,,,,,,,,,,
AAPL,2,0.0025,long_short,,0.01,,,,,0.5675944333996024,0.6203432506037716,0.5139442231075697,0.5120998475609757,125,88,37,0,0.472,-1.977159352921284,-0.3814098345936801,XGBoost,50.0,6.0,1.0,0.5,0.0,10.0,8.708920693808492,,,,,,,,,
AAPL,3,0.005,long_short,,0.2999999999999999,,,,,0.9343936381709742,0.984714068275712,0.5338645418326693,0.5265977803291236,83,45,38,0,0.4698795180722891,-1.2072586857731136,-0.2492111900601454,XGBoost,500.0,3.0,1.0,0.5,0.0,0.0,0.0,,,,,,,,,
AAPL,4,0.005,long_short,,0.2999999999999999,,,,,0.9135188866799204,0.9765049042872964,0.4741035856573705,0.5279691287153974,62,37,25,0,0.532258064516129,-0.3929657290751651,-0.1000665180506319,XGBoost,500.0,3.0,1.0,0.5,0.0,0.0,0.0,,,,,,,,,
AAPL,5,0.005,long_short,,0.2999999999999999,,,,,0.8151093439363817,0.8971398640101201,0.50199203187251,0.5042911633820726,50,32,18,0,0.38,0.3372374236866178,0.0553945089396474,XGBoost,500.0,3.0,0.5,0.5,0.0,0.0,10.0,,,,,,,,,
AAPL,6,0.0075,long_short,,0.1441419236725335,,,,,0.6381709741550696,0.6989500855822558,0.4860557768924303,0.5078124999999999,41,25,16,0,0.4390243902439024,-1.0807315112905276,-0.2131191159321473,XGBoost,500.0,10.0,0.5,0.5,7.039465993438241,0.0,0.0,,,,,,,,,
AAPL,7,0.01,long_short,,0.1504902753960212,,,,,0.6391650099403579,0.6885506713624487,0.5338645418326693,0.4886626413155189,35,20,15,0,0.3428571428571428,-2.25064064734782,-0.3874347979456367,XGBoost,108.0,12.0,1.0,1.0,6.344504070794557,0.0,0.0,,,,,,,,,
AAPL,8,0.0125,long_short,,0.2999999999999999,,,,,0.614314115308151,0.6719175564190646,0.5776892430278885,0.5122265122265124,31,0,31,0,0.4516129032258064,-1.7404529081227598,-0.3085735430836618,XGBoost,410.0,12.0,0.6027889375545821,0.6115005587341058,9.432135262531803,0.0,0.0439444201038223,,,,,,,,,
AAPL,9,0.015,long_short,,0.01,,,,,0.7037773359840954,0.786639157655094,0.549800796812749,0.5079329393627955,27,10,17,0,0.5925925925925926,-0.1548079124729631,-0.0511029813949565,XGBoost,500.0,3.0,1.0,1.0,0.0,0.0,0.6592858209920318,,,,,,,,,
AAPL,10,0.015,long_short,,0.0367233875955265,,,,,0.5984095427435387,0.6327593839926635,0.5418326693227091,0.5043478260869565,25,0,25,0,0.4,-1.4835886346464648,-0.2856003338233628,XGBoost,91.0,9.0,0.9916154429033942,0.7333814466239901,8.599404067363208,6.803075385877798,4.504992519695431,,,,,,,,,
META,2,0.0025,long_short,,0.01,,,,,0.5825049701789264,0.6282051282051282,0.4541832669322709,0.5867641400538668,125,0,125,0,0.408,-1.778811062782762,-0.4851202429008115,XGBoost,257.0,3.0,0.7920642060095464,0.5300372970134939,0.0,7.802728422903091,8.588801424662867,,,,,,,,,
META,3,0.0025,long_short,,0.2999999999999999,,,,,0.7962226640159046,0.885197234487475,0.4741035856573705,0.5744973748239212,83,17,66,0,0.4698795180722891,0.2647795897806536,0.0348298880740582,XGBoost,50.0,12.0,0.5,0.7691036951335737,0.0,0.0,10.0,,,,,,,,,
META,4,0.005,long_short,,0.2999999999999999,,,,,0.9970178926441352,0.9999861660079052,0.50199203187251,0.5628836317135549,62,15,47,0,0.5483870967741935,0.0270306006629639,-0.0396738929076169,XGBoost,500.0,8.0,1.0,1.0,0.0,0.0,6.938455074606659,,,,,,,,,
META,5,0.005,long_short,,0.0180335245128026,,,,,0.5636182902584493,0.6018941235528257,0.4262948207171315,0.5,50,0,50,0,0.36,-1.557413937267473,-0.4449984441584087,XGBoost,324.0,10.0,0.6955303037866205,0.5911180438940312,7.5536141031765265,4.251558744912448,2.079416628681889,,,,,,,,,
META,6,0.0075,long_short,,0.0305690966812278,,,,,0.6093439363817097,0.6702594384367293,0.446215139442231,0.5302864850976362,41,0,41,0,0.3414634146341463,-1.8850047617923165,-0.448020620317209,XGBoost,126.0,7.0,0.5,0.9952532099487024,0.0613407648187569,9.717657993878383,6.2071102648163565,,,,,,,,,
META,7,0.0075,long_short,,0.010815983055225,,,,,0.6083499005964215,0.6543152785682667,0.4422310756972111,0.4989060489060489,35,0,35,0,0.3428571428571428,-1.7079865749536804,-0.4308402104752221,XGBoost,325.0,3.0,0.7623873301291946,0.6999304858576278,0.4666566321361543,9.737555188414596,2.3277134043030427,,,,,,,,,
META,8,0.01,long_short,,0.01,,,,,0.5646123260437376,0.6156544457092266,0.4661354581673306,0.565218777905345,31,0,31,0,0.3548387096774194,-1.7421670607115909,-0.4457006579226673,XGBoost,500.0,3.0,0.5,0.5,5.475827001510314,2.2478361661871378,3.003283954693001,,,,,,,,,
META,9,0.01,long_short,,0.0232216210784402,,,,,0.5606361829025845,0.6306357581865971,0.4661354581673306,0.52672534762087,27,0,27,0,0.3333333333333333,-1.5599032166728786,-0.4377371971712211,XGBoost,500.0,12.0,0.6151066384517613,0.5,5.457176031844524,5.278713599507628,0.0,,,,,,,,,
META,10,0.015,long_short,,0.0311603041816918,,,,,0.5596421471172962,0.63806051263809,0.4900398406374502,0.4942200203252032,25,0,25,0,0.32,-1.4442458786378165,-0.4309413949472722,XGBoost,308.0,9.0,0.7401403716542496,0.5,8.806671769910327,1.0637160140543236,2.8459446437704354,,,,,,,,,
NVDA,2,0.005,long_short,,0.1418071564762393,,,,,0.6083499005964215,0.6701270725874983,0.4940239043824701,0.5625556261919898,125,7,118,0,0.448,-1.728505059580518,-0.6169647058622796,XGBoost,408.0,5.0,0.7984250789732436,0.7229163764267956,0.9997491581800292,4.592488919658672,3.337086111390219,,,,,,,,,
NVDA,3,0.0075,long_short,,0.0679274011462924,,,,,0.5894632206759444,0.6295521030993042,0.4780876494023904,0.541682612578135,83,16,67,0,0.4216867469879518,-1.5071505915578596,-0.6072709240211136,XGBoost,56.0,11.0,0.692708251269958,0.5079831261101071,2.30893825622149,2.410254660260118,6.832635188254583,,,,,,,,,
NVDA,4,0.0125,long_short,,0.01,,,,,0.7157057654075547,0.7852735881869348,0.4860557768924303,0.5665967987804879,62,0,62,0,0.3870967741935484,-2.1035445555495067,-0.6765495163419737,XGBoost,500.0,5.0,0.6069243133715477,0.5,2.0106687324775536,0.0,0.0,,,,,,,,,
NVDA,5,0.0125,long_short,,0.2999999999999999,,,,,0.7415506958250497,0.8276970269554458,0.4621513944223107,0.4893039591315454,50,0,50,0,0.34,-1.7170498753741483,-0.66683239253883,XGBoost,281.0,12.0,0.7540190943549729,0.8784625615932536,0.0,8.938281554582975,4.052003719811669,,,,,,,,,
NVDA,6,0.015,long_short,,0.095465236792673,,,,,0.6968190854870775,0.7551482213438735,0.4382470119521912,0.5054390054390054,41,0,41,0,0.2926829268292683,-1.915075531218128,-0.6690667772196037,XGBoost,500.0,6.0,0.7974007504439984,0.6013817135561023,0.0,10.0,0.0,,,,,,,,,
NVDA,7,0.0174999999999999,long_short,,0.2999999999999999,,,,,0.6332007952286283,0.6802663409543687,0.4262948207171315,0.4888744307091737,35,0,35,0,0.3142857142857143,-2.168861980640043,-0.6547884866807931,XGBoost,50.0,3.0,0.5,0.5,0.0,10.0,10.0,,,,,,,,,
NVDA,8,0.0174999999999999,long_short,,0.0127758696130412,,,,,0.6451292246520874,0.7052429793877592,0.4183266932270916,0.4606327462491846,31,0,31,0,0.2258064516129032,-2.124461527141745,-0.6663603400568665,XGBoost,500.0,3.0,0.7617619616581787,0.9057084490457016,0.0,10.0,8.640558108492598,,,,,,,,,
NVDA,9,0.02,long_short,,0.1003803711013481,,,,,0.6640159045725647,0.7597015810276679,0.4143426294820717,0.5537022501308215,27,0,27,0,0.3703703703703703,-1.6723794385532114,-0.6363821037131696,XGBoost,479.0,3.0,0.9185842769622284,0.7916893474459834,3.066133106316768,0.0,0.208576985252458,,,,,,,,,
NVDA,10,0.0225,long_short,,0.2999999999999999,,,,,0.6998011928429424,0.7809071146245059,0.450199203187251,0.5615942028985508,25,0,25,0,0.32,-1.760841775644853,-0.6583939415032531,XGBoost,357.0,3.0,0.8484408851275171,0.9864286184676132,3.183704796754525,0.2647353044643149,0.0,,,,,,,,,
SPY,2,0.0025,long_short,,0.0693505706188643,,,,,0.5825049701789264,0.6152193081305924,0.5099601593625498,0.5398730158730158,125,23,102,0,0.344,-2.6522198487300432,-0.2896446247859346,XGBoost,321.0,8.0,0.5467119321873706,0.7017255949892416,2.6100797030171723,3.378964894631549,5.661994474626349,,,,,,,,,
SPY,3,0.0025,long_short,,0.0194665009688782,,,,,0.5497017892644135,0.5933830658725292,0.5219123505976095,0.5389572912658714,83,33,50,0,0.4457831325301205,-1.681843062169804,-0.1974063185449326,XGBoost,55.0,11.0,0.5,0.6625218617734657,4.850039313237354,0.0,10.0,,,,,,,,,
SPY,4,0.005,long_short,,0.1753682390558841,,,,,0.6113320079522863,0.6438243717956834,0.5378486055776892,0.5440932311621967,62,0,62,0,0.3548387096774194,-2.4286663040557253,-0.270641304389021,XGBoost,157.0,3.0,0.9538971837615832,0.5813091695284581,4.953799495980728,2.715445542212838,7.9561798457139234,,,,,,,,,
SPY,5,0.005,long_short,,0.192049784206489,,,,,0.5924453280318092,0.6285907955479668,0.4741035856573705,0.5709511077158136,50,0,50,0,0.36,-2.032196488499228,-0.2453700359750299,XGBoost,292.0,8.0,0.7251399380686613,0.5,5.09506757227231,3.622977711652654,0.7409296415795272,,,,,,,,,
SPY,6,0.005,long_short,,0.1926107101069075,,,,,0.6093439363817097,0.644545087930162,0.4741035856573705,0.628256704980843,41,0,41,0,0.3170731707317073,-2.224069132219505,-0.2468265759436063,XGBoost,451.0,12.0,0.5,0.5584349099644743,10.0,0.0,0.0,,,,,,,,,
SPY,7,0.0075,long_short,,0.0524948089230876,,,,,0.5805168986083499,0.6190141067813764,0.4780876494023904,0.5192748091603054,35,0,35,0,0.3428571428571428,-2.5331018993053807,-0.2377529566922148,XGBoost,113.0,4.0,0.5240925793727704,0.6718536474301149,10.0,0.0,2.2916706805100597,,,,,,,,,
SPY,8,0.0075,long_short,,0.01,,,,,0.5894632206759444,0.6179389509242009,0.4422310756972111,0.4540862290862291,31,0,31,0,0.3225806451612903,-3.058388862674446,-0.2476654094680745,XGBoost,134.0,4.0,0.7472921154417587,0.5,10.0,3.787994972833038,0.0,,,,,,,,,
SPY,9,0.01,long_short,,0.0244542968867843,,,,,0.5904572564612326,0.6266524967543776,0.4820717131474104,0.3875715193897012,27,0,27,0,0.2592592592592592,-2.0535945747133035,-0.2226319698786127,XGBoost,377.0,7.0,0.5,0.5106685784086669,3.745843710608472,5.060377545319659,1.9325689589875803,,,,,,,,,
SPY,10,0.01,long_short,,0.1418071564762393,,,,,0.6759443339960238,0.7395062460468058,0.4581673306772908,0.4857736572890025,25,0,25,0,0.32,-1.85595190640685,-0.2262568093023376,XGBoost,408.0,5.0,0.7984250789732436,0.7229163764267956,0.9997491581800292,4.592488919658672,3.337086111390219,,,,,,,,,
TSLA,2,0.0025,long_short,,0.2999999999999999,,,,,0.6481113320079522,0.7097226174666413,0.5179282868525896,0.5177368086458995,125,92,33,0,0.52,1.2879418104671816,0.8579293979559379,XGBoost,500.0,3.0,1.0,0.6545283555874646,0.0,4.62785295785805,0.0,,,,,,,,,
TSLA,3,0.005,long_short,,0.0310621178890859,,,,,0.5924453280318092,0.6307649432943436,0.4820717131474104,0.5125636132315522,83,82,1,0,0.5301204819277109,1.1827438402369346,0.7497387588193458,XGBoost,50.0,3.0,1.0,0.964101628539521,4.393848511446605,0.0,3.946003011872077,,,,,,,,,
TSLA,4,0.005,long_short,,0.0135696543249904,,,,,0.6003976143141153,0.6495297917169026,0.5298804780876494,0.5639734930546706,62,57,5,0,0.5967741935483871,2.039572258664468,2.0227196778410184,XGBoost,147.0,11.0,0.7883306989005356,0.7433374993706441,5.98258354213078,2.471104119485146,0.0,,,,,,,,,
TSLA,5,0.01,long_short,,0.1045694811923935,,,,,0.6033797216699801,0.637080294855833,0.5378486055776892,0.5454022988505747,50,42,8,0,0.54,1.7438588480808317,1.4201216990257772,XGBoost,387.0,9.0,0.6086394260327523,0.8623726879332527,5.75709866303942,10.0,0.0993456358917716,,,,,,,,,
TSLA,6,0.01,long_short,,0.2999999999999999,,,,,0.6123260437375746,0.6527692690773845,0.5338645418326693,0.5488491048593349,41,36,5,0,0.5853658536585366,2.0760792941433355,1.8830736914111503,XGBoost,88.0,3.0,0.7270930195148325,0.8421771082000074,9.73763188958827,5.872346874622796,10.0,,,,,,,,,
TSLA,7,0.0125,long_short,,0.2999999999999999,,,,,0.617296222664016,0.6623695652173913,0.50199203187251,0.5007343550446999,35,31,4,0,0.5142857142857142,1.6854134537800212,1.5717009939233997,XGBoost,500.0,3.0,0.72152833243013,1.0,7.646979469648207,8.438832133767315,6.13971351542534,,,,,,,,,
TSLA,8,0.0174999999999999,long_short,,0.0136148271814139,,,,,0.6401590457256461,0.6904962352522678,0.4900398406374502,0.4875859434682965,31,24,7,0,0.6451612903225806,2.5015333566056923,2.7477325920504976,XGBoost,100.0,6.0,0.5799306727778786,1.0,1.9571749467901447,10.0,1.1485679772313535,,,,,,,,,
TSLA,9,0.0225,long_short,,0.01,,,,,0.6292246520874751,0.6829912290063362,0.5179282868525896,0.4885869565217391,27,22,5,0,0.6666666666666666,2.2606208220456603,2.3344921675258807,XGBoost,323.0,3.0,0.5556022810193496,0.9869888837320876,2.0122837655709995,10.0,7.5760699560024225,,,,,,,,,
