Stock,Horizon,BestThreshold,Strategy,ConfidenceThreshold,learning_rate,dropout_rate,lstm_units_1,lstm_units_2,batch_size,Train_Accuracy,Train_ROC_AUC,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn,Model,n_estimators,max_depth,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,num_leaves,min_samples_split,min_samples_leaf,max_features,criterion,C,penalty,l1_ratio,kernel
TSLA,10,0.0225,long_short,,0.0934730865701845,,,,,0.6341948310139165,0.6818409995533473,0.5139442231075697,0.4763922518159806,25,20,5,0,0.6,2.39825962209131,2.8298334018906086,XGBoost,396.0,7.0,0.5,0.5592055558531946,5.497810488314649,7.644007855419725,10.0,,,,,,,,,
AAPL,2,0.0025,long_short,,0.0319894870294796,,,,,0.6590457256461233,0.7341290075219473,0.4860557768924303,0.446678099593496,125,75,50,0,0.48,-1.0493038009449709,-0.2365762104862177,LightGBM,499.0,3.0,0.9340219351767964,0.8415879998838411,,0.0,6.812217945950025,68.0,,,,,,,,
AAPL,3,0.005,long_short,,0.01,,,,,0.6809145129224652,0.7404910158334816,0.5099601593625498,0.5125334864140835,83,47,36,0,0.4578313253012048,-0.8814168166459018,-0.1944452336832732,LightGBM,500.0,3.0,0.5,1.0,,0.0,0.0,100.0,,,,,,,,
AAPL,4,0.005,long_short,,0.01,,,,,0.7992047713717694,0.8858368928966935,0.5179282868525896,0.5320512820512819,62,40,22,0,0.6129032258064516,0.6890677991607219,0.1300496663446235,LightGBM,500.0,12.0,0.8881593191062161,0.801761358447328,,0.4944316247478231,0.0,83.0,,,,,,,,
AAPL,5,0.005,long_short,,0.01,,,,,0.6481113320079522,0.7158384724857685,0.5059760956175299,0.5313095994914178,50,31,19,0,0.48,1.1512527879985317,0.296022763789121,LightGBM,500.0,3.0,0.5,1.0,,0.0,0.0,20.0,,,,,,,,
AAPL,6,0.0075,long_short,,0.0282160875238182,,,,,0.6888667992047713,0.7368335751246181,0.5378486055776892,0.5094639227642277,41,30,11,0,0.3414634146341463,-2.2669313583086583,-0.3693006157240902,LightGBM,50.0,6.0,1.0,0.6367666270791613,,1.3332798068169671,10.0,40.0,,,,,,,,
AAPL,7,0.01,long_short,,0.2999999999999999,,,,,0.7326043737574552,0.8187519022265438,0.549800796812749,0.484872816032888,35,20,15,0,0.4,-1.3542047318606325,-0.2712682913499828,LightGBM,50.0,3.0,0.8290284650344245,1.0,,0.0,0.0,100.0,,,,,,,,
AAPL,8,0.0125,long_short,,0.2237408767321224,,,,,0.7823061630218688,0.8607855383776133,0.5418326693227091,0.5066924066924067,31,14,17,0,0.6129032258064516,0.961266616761962,0.1934994338149103,LightGBM,50.0,5.0,0.5,0.877115318813583,,0.0,0.0,78.0,,,,,,,,
AAPL,9,0.015,long_short,,0.01,,,,,0.7117296222664016,0.7936705558717511,0.5338645418326693,0.5003854059609455,27,14,13,0,0.7407407407407407,1.399866832759405,0.2902408262691693,LightGBM,500.0,3.0,0.8767960554564775,0.5,,0.0,0.0,20.0,,,,,,,,
AAPL,10,0.015,long_short,,0.2999999999999999,,,,,0.9254473161033796,0.9794413875976348,0.5418326693227091,0.4939578005115089,25,11,14,0,0.6,0.5025221875983453,0.0899613506583782,LightGBM,50.0,12.0,0.5,1.0,,0.0,0.0,100.0,,,,,,,,
META,2,0.0025,long_short,,0.1187517252831502,,,,,0.5695825049701789,0.5937772981861158,0.450199203187251,0.5431255611132487,125,0,125,0,0.408,-1.778811062782762,-0.4851202429008115,LightGBM,336.0,4.0,0.6021088986538078,0.5,,10.0,10.0,24.0,,,,,,,,
META,3,0.0025,long_short,,0.01,,,,,0.7385685884691849,0.8230305210437477,0.4780876494023904,0.5533679088231529,83,10,73,0,0.3855421686746988,-1.165894381810085,-0.3537364375375801,LightGBM,500.0,12.0,0.5655106324584223,1.0,,2.9891905638187435,0.0,30.0,,,,,,,,
META,4,0.005,long_short,,0.077969222543749,,,,,0.794234592445328,0.8792944664031621,0.4860557768924303,0.5744245524296676,62,7,55,0,0.4838709677419355,-1.2159286329201573,-0.3430060643072916,LightGBM,479.0,12.0,1.0,1.0,,2.19338420539366,5.186411482465059,61.0,,,,,,,,
META,5,0.005,long_short,,0.0589325449377374,,,,,0.5944333996023857,0.6468933923072971,0.4262948207171315,0.5,50,0,50,0,0.36,-1.557413937267473,-0.4449984441584087,LightGBM,293.0,12.0,0.5085652289647355,0.8756104622227874,,9.893221091277027,2.3249858881059864,26.0,,,,,,,,
META,6,0.0075,long_short,,0.01,,,,,0.5984095427435387,0.6305018023145513,0.446215139442231,0.5,41,0,41,0,0.3414634146341463,-1.8850047617923165,-0.448020620317209,LightGBM,50.0,12.0,0.5,0.5,,10.0,0.0,20.0,,,,,,,,
META,7,0.0075,long_short,,0.01,,,,,0.6133200795228628,0.6531493075317777,0.4422310756972111,0.461132561132561,35,0,35,0,0.3428571428571428,-1.7079865749536804,-0.4308402104752221,LightGBM,50.0,3.0,1.0,0.5,,10.0,0.0,42.0,,,,,,,,
META,8,0.01,long_short,,0.01,,,,,0.6391650099403579,0.6528904224372352,0.4661354581673306,0.5,31,0,31,0,0.3548387096774194,-1.7421670607115909,-0.4457006579226673,LightGBM,50.0,3.0,1.0,1.0,,10.0,0.0,20.0,,,,,,,,
META,9,0.01,long_short,,0.01,,,,,0.5815109343936382,0.6302365565897907,0.4661354581673306,0.5582025768592933,27,0,27,0,0.3333333333333333,-1.5599032166728786,-0.4377371971712211,LightGBM,50.0,3.0,1.0,1.0,,0.6145784791869856,0.4725844439223813,100.0,,,,,,,,
META,10,0.015,long_short,,0.01,,,,,0.6332007952286283,0.691120728839351,0.4900398406374502,0.5,25,0,25,0,0.32,-1.4442458786378165,-0.4309413949472722,LightGBM,50.0,9.0,1.0,1.0,,10.0,10.0,30.0,,,,,,,,
NVDA,2,0.005,long_short,,0.1754513616606681,,,,,0.584493041749503,0.6443410209284401,0.4940239043824701,0.5820406865861412,125,20,105,0,0.52,-0.0291654302176695,-0.1277393112267116,LightGBM,305.0,3.0,0.6975751180009073,0.9633294328968972,,7.27271995856421,3.2654076880583545,56.0,,,,,,,,
NVDA,3,0.0075,long_short,,0.2999999999999999,,,,,0.6083499005964215,0.64590646742568,0.4900398406374502,0.5550133945656334,83,7,76,0,0.4578313253012048,-0.4409109327159409,-0.3172963017142312,LightGBM,77.0,3.0,0.926384942723456,1.0,,6.748131590056623,9.878778328448306,78.0,,,,,,,,
NVDA,4,0.0125,long_short,,0.01,,,,,0.6918489065606361,0.7653117687978246,0.4900398406374502,0.5524326727642277,62,0,62,0,0.3870967741935484,-2.1035445555495067,-0.6765495163419737,LightGBM,50.0,11.0,0.8199262193667329,0.5,,0.0,0.0,63.0,,,,,,,,
NVDA,5,0.0125,long_short,,0.2999999999999999,,,,,0.6888667992047713,0.7681412640874719,0.4621513944223107,0.5378033205619412,50,0,50,0,0.34,-1.7170498753741483,-0.66683239253883,LightGBM,226.0,12.0,0.7070543536867704,1.0,,4.629875042932838,10.0,20.0,,,,,,,,
NVDA,6,0.015,long_short,,0.1123927552318036,,,,,0.6610337972166997,0.7060790513833992,0.4302788844621514,0.4966006216006216,41,0,41,0,0.2926829268292683,-1.915075531218128,-0.6690667772196037,LightGBM,56.0,5.0,0.8029799873905057,0.9631504392566744,,6.5107702550194455,9.149596755437807,83.0,,,,,,,,
NVDA,7,0.0174999999999999,long_short,,0.2999999999999999,,,,,0.6182902584493042,0.6834621952376435,0.4223107569721115,0.5442745608327912,35,0,35,0,0.3142857142857143,-2.168861980640043,-0.6547884866807931,LightGBM,248.0,5.0,1.0,0.9797225369300114,,8.455503121763698,0.0,20.0,,,,,,,,
NVDA,8,0.0174999999999999,long_short,,0.0183053813386929,,,,,0.6451292246520874,0.7232287899448626,0.4183266932270916,0.4703522504892368,31,0,31,0,0.2258064516129032,-2.124461527141745,-0.6663603400568665,LightGBM,500.0,3.0,0.7360095885642715,1.0,,6.475753168646319,0.0,38.0,,,,,,,,
NVDA,9,0.02,long_short,,0.1596361117976556,,,,,0.6739562624254473,0.7307529644268775,0.4143426294820717,0.50317242281528,27,0,27,0,0.3703703703703703,-1.6723794385532114,-0.6363821037131696,LightGBM,494.0,12.0,0.5707612313334014,1.0,,7.839380150592284,10.0,78.0,,,,,,,,
NVDA,10,0.0225,long_short,,0.01,,,,,0.7087475149105368,0.7806956521739129,0.450199203187251,0.5807361805822753,25,0,25,0,0.32,-1.760841775644853,-0.6583939415032531,LightGBM,393.0,6.0,0.9599529680595208,0.8879731496085936,,0.0,7.773852481539693,100.0,,,,,,,,
SPY,2,0.0025,long_short,,0.01,,,,,0.5666003976143141,0.6217097849424101,0.49800796812749,0.5428888888888889,125,0,125,0,0.32,-2.7703560171471,-0.2999232371740504,LightGBM,50.0,12.0,1.0,0.6303350678129925,,9.07625812250936,0.0,73.0,,,,,,,,
SPY,3,0.0025,long_short,,0.01,,,,,0.588469184890656,0.6310920711557869,0.5657370517928287,0.5847120687443889,83,50,33,0,0.5301204819277109,0.4033680382650095,0.0438000232926936,LightGBM,121.0,6.0,0.6974104011002598,0.5,,10.0,3.7200129168424407,80.0,,,,,,,,
SPY,4,0.005,long_short,,0.2999999999999999,,,,,0.6182902584493042,0.6663772232419773,0.5378486055776892,0.5795338441890165,62,0,62,0,0.3548387096774194,-2.4286663040557253,-0.270641304389021,LightGBM,50.0,3.0,0.560880232185093,1.0,,10.0,0.0,96.0,,,,,,,,
SPY,5,0.005,long_short,,0.0193490797852754,,,,,0.6083499005964215,0.6484360178334281,0.4741035856573705,0.6279921059332824,50,0,50,0,0.36,-2.032196488499228,-0.2453700359750299,LightGBM,500.0,9.0,0.9892919536775042,0.5,,10.0,1.3233034322288035,41.0,,,,,,,,
SPY,6,0.005,long_short,,0.01,,,,,0.6063618290258449,0.6590432850455465,0.4621513944223107,0.6596104725415071,41,0,41,0,0.3170731707317073,-2.224069132219505,-0.2468265759436063,LightGBM,500.0,12.0,0.9101396413100168,0.5611584746163166,,10.0,6.698692176925894,31.0,,,,,,,,
SPY,7,0.0075,long_short,,0.2970315655574368,,,,,0.6113320079522863,0.6647741649797572,0.4780876494023904,0.5741094147582697,35,0,35,0,0.3428571428571428,-2.5331018993053807,-0.2377529566922148,LightGBM,500.0,4.0,1.0,0.5,,10.0,7.053721786365123,100.0,,,,,,,,
SPY,8,0.0075,long_short,,0.0176353512304094,,,,,0.6411530815109344,0.7002468227504124,0.4621513944223107,0.4802767052767052,31,0,31,0,0.3225806451612903,-3.058388862674446,-0.2476654094680745,LightGBM,479.0,4.0,0.9022378606423488,1.0,,8.0047995188174,10.0,100.0,,,,,,,,
SPY,9,0.01,long_short,,0.037993134556797,,,,,0.9214711729622268,0.9792933251005352,0.4661354581673306,0.5199618563254926,27,1,26,0,0.2222222222222222,-2.8904640595847737,-0.2816719973639249,LightGBM,500.0,11.0,0.5,1.0,,0.0,0.0,86.0,,,,,,,,
SPY,10,0.01,long_short,,0.0586137008342668,,,,,0.6630218687872763,0.7309792061986085,0.4581673306772908,0.444693094629156,25,0,25,0,0.32,-1.85595190640685,-0.2262568093023376,LightGBM,50.0,8.0,0.5978330766225581,1.0,,7.470184219464327,0.0,100.0,,,,,,,,
TSLA,2,0.0025,long_short,,0.1534825298433131,,,,,0.7654075546719682,0.8515106241699868,0.5577689243027888,0.532326764144946,125,85,40,0,0.512,0.8381206420252119,0.398864690698429,LightGBM,457.0,6.0,0.8278835106910705,0.6677266072678602,,1.970753975102593,6.748570044924432,91.0,,,,,,,,
TSLA,3,0.005,long_short,,0.2751670824830767,,,,,0.614314115308151,0.6581670771189021,0.4820717131474104,0.4708015267175572,83,68,15,0,0.6024096385542169,1.832017089826469,1.608677937116458,LightGBM,318.0,6.0,0.7036097395295258,0.6729883715945,,8.880124178326746,5.653778048194079,39.0,,,,,,,,
TSLA,4,0.005,long_short,,0.1435234436249281,,,,,0.6282306163021869,0.6656619481130397,0.5139442231075697,0.5479801197910029,62,58,4,0,0.5483870967741935,1.3436871873300629,0.9537984121296532,LightGBM,310.0,3.0,1.0,1.0,,10.0,2.3116751655150174,89.0,,,,,,,,
TSLA,5,0.01,long_short,,0.01,,,,,0.6262425447316103,0.6447501037528902,0.5219123505976095,0.5354725415070242,50,42,8,0,0.54,1.7438588480808317,1.4201216990257772,LightGBM,50.0,12.0,0.9729348482206188,0.9567326673014748,,10.0,10.0,97.0,,,,,,,,
TSLA,6,0.01,long_short,,0.1436713394509245,,,,,0.9174950298210736,0.9751016762249564,0.5697211155378487,0.5626598465473146,41,27,14,0,0.3902439024390244,-0.6187527676545311,-0.4234983755638415,LightGBM,183.0,12.0,0.5647419214064938,0.5,,0.0,0.0,100.0,,,,,,,,
TSLA,7,0.0125,long_short,,0.1764935070359218,,,,,0.6451292246520874,0.6986304347826087,0.5059760956175299,0.4729885057471265,35,30,5,0,0.4857142857142857,1.4297931680375136,1.173092894612357,LightGBM,315.0,12.0,0.5,0.5697988194071509,,10.0,0.0,27.0,,,,,,,,
TSLA,8,0.0174999999999999,long_short,,0.0128872897046761,,,,,0.6709741550695825,0.7474990612833738,0.4820717131474104,0.489209320091673,31,25,6,0,0.6774193548387096,2.81477006921346,3.373191878639176,LightGBM,158.0,3.0,0.7155844552628979,0.7640924983649857,,0.0,4.345315269261713,100.0,,,,,,,,
TSLA,9,0.0225,long_short,,0.1290870924568401,,,,,0.6282306163021869,0.7066816077915199,0.5139442231075697,0.495076726342711,27,23,4,0,0.6296296296296297,2.229072805633663,2.279595667089004,LightGBM,249.0,4.0,0.8356714338778615,0.7843435638912484,,10.0,2.234944630209392,71.0,,,,,,,,
TSLA,10,0.0225,long_short,,0.2999999999999999,,,,,0.647117296222664,0.7162312791263,0.5179282868525896,0.4679495348540844,25,20,5,0,0.6,2.39825962209131,2.8298334018906086,LightGBM,50.0,12.0,1.0,1.0,,10.0,10.0,20.0,,,,,,,,
AAPL,2,0.0025,long_short,,,,,,,0.6719681908548708,0.7505543631641982,0.4940239043824701,0.4616996951219512,125,68,57,0,0.48,-0.6133154059860463,-0.1556957885366262,RandomForest,500.0,20.0,,,,,,,20.0,6.0,sqrt,gini,,,,
AAPL,3,0.005,long_short,,,,,,,0.6819085487077535,0.7705509102769377,0.545816733067729,0.5539928562316622,83,28,55,0,0.4698795180722891,-1.647163013237034,-0.3142142640216506,RandomForest,50.0,8.0,,,,,,,8.0,2.0,log2,gini,,,,
AAPL,4,0.005,long_short,,,,,,,0.7157057654075547,0.7876522702104098,0.50199203187251,0.5533550197729302,62,28,34,0,0.4838709677419355,-0.9522237526905512,-0.1993520175807158,RandomForest,250.0,8.0,,,,,,,10.0,1.0,sqrt,gini,,,,
AAPL,5,0.005,long_short,,,,,,,0.6481113320079522,0.7278028146742568,0.49800796812749,0.5075333757151939,50,20,30,0,0.4,-0.7864044704636834,-0.2039680747836266,RandomForest,92.0,6.0,,,,,,,2.0,3.0,sqrt,entropy,,,,
AAPL,6,0.0075,long_short,,,,,,,0.6312127236580517,0.6799974700857405,0.4900398406374502,0.5029535060975611,41,18,23,0,0.4390243902439024,-0.4713097532975654,-0.1109095258869403,RandomForest,110.0,3.0,,,,,,,20.0,1.0,sqrt,gini,,,,
AAPL,7,0.01,long_short,,,,,,,0.6262425447316103,0.6970706699394845,0.5298804780876494,0.5210688591983555,35,20,15,0,0.3428571428571428,-2.25064064734782,-0.3874347979456367,RandomForest,50.0,3.0,,,,,,,2.0,1.0,,entropy,,,,
AAPL,8,0.0125,long_short,,,,,,,0.6192842942345924,0.6878263688219691,0.5737051792828686,0.5155083655083655,31,7,24,0,0.4516129032258064,-1.1597523987917964,-0.2298690870642583,RandomForest,457.0,3.0,,,,,,,14.0,1.0,sqrt,entropy,,,,
AAPL,9,0.015,long_short,,,,,,,0.6500994035785288,0.7166729905773731,0.5657370517928287,0.4807618191161357,27,6,21,0,0.5185185185185185,-0.4734272562939744,-0.1111924215452399,RandomForest,303.0,3.0,,,,,,,20.0,1.0,log2,entropy,,,,
AAPL,10,0.015,long_short,,,,,,,0.6322067594433399,0.7072739778009676,0.545816733067729,0.462084398976982,25,6,19,0,0.48,-0.4044690113797956,-0.107350718831901,RandomForest,473.0,3.0,,,,,,,2.0,3.0,sqrt,entropy,,,,
META,2,0.0025,long_short,,,,,,,0.8389662027833003,0.9190610016877938,0.5139442231075697,0.5761831473643709,125,7,118,0,0.448,-0.9840718861515364,-0.3274947023720224,RandomForest,470.0,20.0,,,,,,,16.0,1.0,sqrt,entropy,,,,
META,3,0.0025,long_short,,,,,,,0.794234592445328,0.8792440299952959,0.4661354581673306,0.6080804200281726,83,5,78,0,0.3855421686746988,-0.2526993465932786,-0.1312473590393863,RandomForest,83.0,14.0,,,,,,,14.0,1.0,log2,gini,,,,
META,4,0.005,long_short,,,,,,,0.9214711729622268,0.9830276679841896,0.4661354581673306,0.5351662404092072,62,1,61,0,0.4193548387096774,-1.6032802561864137,-0.4141259846132686,RandomForest,450.0,20.0,,,,,,,10.0,1.0,,gini,,,,
META,5,0.005,long_short,,,,,,,0.5964214711729622,0.6712221286754969,0.4342629482071713,0.6313603322949117,50,0,50,0,0.36,-1.557413937267473,-0.4449984441584087,RandomForest,50.0,3.0,,,,,,,2.0,8.0,sqrt,gini,,,,
META,6,0.0075,long_short,,,,,,,0.6003976143141153,0.6792650825270348,0.4581673306772908,0.6197327852004111,41,0,41,0,0.3414634146341463,-1.8850047617923165,-0.448020620317209,RandomForest,50.0,3.0,,,,,,,2.0,1.0,sqrt,gini,,,,
META,7,0.0075,long_short,,,,,,,0.6013916500994035,0.6671646746347942,0.446215139442231,0.6148970398970399,35,0,35,0,0.3428571428571428,-1.7079865749536804,-0.4308402104752221,RandomForest,50.0,3.0,,,,,,,2.0,1.0,log2,entropy,,,,
META,8,0.01,long_short,,,,,,,0.6133200795228628,0.6719846803263139,0.4741035856573705,0.5799528001020537,31,0,31,0,0.3548387096774194,-1.7421670607115909,-0.4457006579226673,RandomForest,50.0,3.0,,,,,,,2.0,3.0,sqrt,gini,,,,
META,9,0.01,long_short,,,,,,,0.5864811133200796,0.7001798383431157,0.4701195219123506,0.5755198367138665,27,1,26,0,0.3703703703703703,-1.1958663268374197,-0.3704015359914426,RandomForest,181.0,3.0,,,,,,,2.0,2.0,,entropy,,,,
META,10,0.015,long_short,,,,,,,0.6252485089463221,0.6924349321159661,0.4900398406374502,0.5747586382113821,25,0,25,0,0.32,-1.4442458786378165,-0.4309413949472722,RandomForest,500.0,3.0,,,,,,,19.0,5.0,,entropy,,,,
NVDA,2,0.005,long_short,,,,,,,0.6222664015904572,0.6757712298175925,0.49800796812749,0.6129688493324857,125,8,117,0,0.456,-1.7001039200396035,-0.6117588962986568,RandomForest,472.0,3.0,,,,,,,20.0,7.0,log2,gini,,,,
NVDA,3,0.0075,long_short,,,,,,,0.595427435387674,0.6851577324478177,0.4741035856573705,0.6194029850746269,83,1,82,0,0.4096385542168674,-1.5583994263470224,-0.6202599692375399,RandomForest,112.0,3.0,,,,,,,15.0,1.0,sqrt,entropy,,,,
NVDA,4,0.0125,long_short,,,,,,,0.6958250497017893,0.7527054480490736,0.4860557768924303,0.5453506097560975,62,0,62,0,0.3870967741935484,-2.1035445555495067,-0.6765495163419737,RandomForest,50.0,16.0,,,,,,,18.0,7.0,sqrt,entropy,,,,
NVDA,5,0.0125,long_short,,,,,,,0.81610337972167,0.89500065224352,0.4621513944223107,0.4733397190293741,50,0,50,0,0.34,-1.7170498753741483,-0.66683239253883,RandomForest,138.0,20.0,,,,,,,17.0,1.0,sqrt,entropy,,,,
NVDA,6,0.015,long_short,,,,,,,0.7335984095427436,0.8267114624505929,0.4342629482071713,0.460955710955711,41,0,41,0,0.2926829268292683,-1.915075531218128,-0.6690667772196037,RandomForest,128.0,15.0,,,,,,,19.0,2.0,log2,entropy,,,,
NVDA,7,0.0174999999999999,long_short,,,,,,,0.7534791252485089,0.8459428264238055,0.4223107569721115,0.4220234222511385,35,0,35,0,0.3142857142857143,-2.168861980640043,-0.6547884866807931,RandomForest,500.0,20.0,,,,,,,3.0,4.0,sqrt,entropy,,,,
NVDA,8,0.0174999999999999,long_short,,,,,,,0.76441351888668,0.8501294440821328,0.4183266932270916,0.4501956947162426,31,0,31,0,0.2258064516129032,-2.124461527141745,-0.6663603400568665,RandomForest,139.0,14.0,,,,,,,3.0,3.0,sqrt,gini,,,,
NVDA,9,0.02,long_short,,,,,,,0.8111332007952287,0.8946422924901185,0.4183266932270916,0.4850209314495028,27,0,27,0,0.3703703703703703,-1.6723794385532114,-0.6363821037131696,RandomForest,65.0,18.0,,,,,,,19.0,1.0,log2,entropy,,,,
NVDA,10,0.0225,long_short,,,,,,,0.7485089463220675,0.8543221343873518,0.4701195219123506,0.4708541746825702,25,0,25,0,0.32,-1.760841775644853,-0.6583939415032531,RandomForest,50.0,9.0,,,,,,,5.0,1.0,log2,gini,,,,
SPY,2,0.0025,long_short,,,,,,,0.588469184890656,0.638923486313259,0.5059760956175299,0.534920634920635,125,2,123,0,0.304,-2.883846835979029,-0.309445124792051,RandomForest,50.0,3.0,,,,,,,20.0,1.0,log2,gini,,,,
SPY,3,0.0025,long_short,,,,,,,0.6133200795228628,0.688032530621129,0.450199203187251,0.5712453507759393,83,0,83,0,0.3855421686746988,-2.568117734951856,-0.2782106509926425,RandomForest,111.0,4.0,,,,,,,20.0,1.0,log2,entropy,,,,
SPY,4,0.005,long_short,,,,,,,0.6302186878727635,0.6970417431483005,0.5378486055776892,0.6382822477650064,62,0,62,0,0.3548387096774194,-2.4286663040557253,-0.270641304389021,RandomForest,500.0,3.0,,,,,,,4.0,1.0,sqrt,gini,,,,
SPY,5,0.005,long_short,,,,,,,0.621272365805169,0.6741071428571428,0.4900398406374502,0.6553348612172143,50,0,50,0,0.36,-2.032196488499228,-0.2453700359750299,RandomForest,500.0,3.0,,,,,,,20.0,2.0,sqrt,gini,,,,
SPY,6,0.005,long_short,,,,,,,0.6003976143141153,0.6803141605516194,0.4701195219123506,0.656800766283525,41,0,41,0,0.3170731707317073,-2.224069132219505,-0.2468265759436063,RandomForest,396.0,3.0,,,,,,,2.0,1.0,log2,gini,,,,
SPY,7,0.0075,long_short,,,,,,,0.8926441351888668,0.9546788018724696,0.4581673306772908,0.5700381679389314,35,5,30,0,0.4285714285714285,-1.5547266241422804,-0.1617554829450138,RandomForest,191.0,20.0,,,,,,,13.0,1.0,sqrt,gini,,,,
SPY,8,0.0075,long_short,,,,,,,0.8389662027833003,0.9175299529691906,0.4382470119521912,0.5473294723294724,31,1,30,0,0.2903225806451613,-3.433663967253313,-0.2668876498645132,RandomForest,50.0,20.0,,,,,,,9.0,2.0,sqrt,gini,,,,
SPY,9,0.01,long_short,,,,,,,0.679920477137177,0.7647814350400557,0.49800796812749,0.5220597584233948,27,0,27,0,0.2592592592592592,-2.0535945747133035,-0.2226319698786127,RandomForest,91.0,14.0,,,,,,,9.0,10.0,log2,entropy,,,,
SPY,10,0.01,long_short,,,,,,,0.7743538767395626,0.8648640101201772,0.4621513944223107,0.5657928388746803,25,0,25,0,0.32,-1.85595190640685,-0.2262568093023376,RandomForest,50.0,16.0,,,,,,,2.0,4.0,sqrt,entropy,,,,
TSLA,2,0.0025,long_short,,,,,,,0.6043737574552683,0.6737020173275154,0.5179282868525896,0.5328353464717102,125,112,13,0,0.528,1.1556773566164844,0.7088695831329026,RandomForest,500.0,3.0,,,,,,,4.0,1.0,log2,gini,,,,
TSLA,3,0.005,long_short,,,,,,,0.5904572564612326,0.6586987544125261,0.4780876494023904,0.5099872773536896,83,79,4,0,0.5662650602409639,1.6104195757134068,1.2785500925413111,RandomForest,50.0,3.0,,,,,,,20.0,10.0,log2,gini,,,,
TSLA,4,0.005,long_short,,,,,,,0.6133200795228628,0.6823949591458376,0.5139442231075697,0.5734675672231427,62,58,4,0,0.5806451612903226,1.5614170015597697,1.2391969782068673,RandomForest,50.0,3.0,,,,,,,20.0,1.0,sqrt,entropy,,,,
TSLA,5,0.01,long_short,,,,,,,0.6242544731610338,0.6888678089365823,0.5378486055776892,0.5813218390804598,50,42,8,0,0.54,1.66034290814935,1.3041557593343187,RandomForest,224.0,3.0,,,,,,,2.0,10.0,log2,entropy,,,,
TSLA,6,0.01,long_short,,,,,,,0.6401590457256461,0.709190186910347,0.5258964143426295,0.5572570332480818,41,37,4,0,0.5609756097560976,1.961888973289682,1.7096942972498286,RandomForest,50.0,3.0,,,,,,,2.0,10.0,log2,entropy,,,,
TSLA,7,0.0125,long_short,,,,,,,0.6461232604373758,0.7194604743083003,0.5139442231075697,0.5599936143039592,35,31,4,0,0.5142857142857142,1.6854134537800212,1.5717009939233997,RandomForest,386.0,3.0,,,,,,,20.0,10.0,log2,entropy,,,,
TSLA,8,0.0174999999999999,long_short,,,,,,,0.658051689860835,0.7304084899507914,0.50199203187251,0.5198624904507256,31,25,6,0,0.6774193548387096,2.81477006921346,3.373191878639176,RandomForest,500.0,3.0,,,,,,,2.0,10.0,sqrt,gini,,,,
TSLA,9,0.0225,long_short,,,,,,,0.6540755467196819,0.7200060871249403,0.5059760956175299,0.529923273657289,27,23,4,0,0.6296296296296297,2.229072805633663,2.279595667089004,RandomForest,500.0,3.0,,,,,,,20.0,10.0,sqrt,gini,,,,
TSLA,10,0.0225,long_short,,,,,,,0.6570576540755467,0.7288304419489866,0.4900398406374502,0.5527590161845292,25,22,3,0,0.6,2.1430015742020614,2.309098669531892,RandomForest,316.0,3.0,,,,,,,20.0,10.0,log2,gini,,,,
AAPL,2,0.0025,long_short,,0.1372146820622174,,,,,0.841948310139165,0.927011814556134,0.4900398406374502,0.4613503556910569,125,77,48,0,0.416,-2.2912000057176107,-0.4229094707188074,GradientBoosting,167.0,3.0,0.9029629706114136,,,,,,9.0,5.0,,,,,,
AAPL,3,0.005,long_short,,0.0661811527811523,,,,,0.8926441351888668,0.964344027357726,0.5219123505976095,0.5079091720882766,83,46,37,0,0.4939759036144578,-0.2979841299466715,-0.0851732904613038,GradientBoosting,500.0,3.0,1.0,,,,,,20.0,1.0,,,,,,
AAPL,4,0.005,long_short,,0.292157327654986,,,,,1.0,1.0,0.4541832669322709,0.4952800102053833,62,42,20,0,0.5645161290322581,-0.2759484443958753,-0.0775659700951434,GradientBoosting,472.0,3.0,0.8087407548138583,,,,,,13.0,1.0,,,,,,
AAPL,5,0.005,long_short,,0.01,,,,,0.7833001988071571,0.8756443706514865,0.49800796812749,0.5144310235219327,50,31,19,0,0.36,0.090776221992548,-0.0090471740766113,GradientBoosting,394.0,6.0,0.9741772749843176,,,,,,2.0,10.0,,,,,,
AAPL,6,0.0075,long_short,,0.0142791692277402,,,,,0.6858846918489065,0.7480343752100025,0.5139442231075697,0.4657012195121951,41,20,21,0,0.4390243902439024,-0.8110352833240392,-0.1698818930521189,GradientBoosting,147.0,3.0,0.959787025702669,,,,,,17.0,5.0,,,,,,
AAPL,7,0.01,long_short,,0.0185859514625015,,,,,0.8658051689860835,0.9329210689623824,0.5697211155378487,0.5444822713257965,35,19,16,0,0.3714285714285714,-1.8680256798044932,-0.3421104280849258,GradientBoosting,128.0,7.0,0.8776807051588263,,,,,,10.0,3.0,,,,,,
AAPL,8,0.0125,long_short,,0.0104614999200915,,,,,0.8817097415506958,0.9549398552414684,0.5697211155378487,0.5131595881595881,31,13,18,0,0.5161290322580645,0.2803551910523274,0.0370534028859681,GradientBoosting,356.0,7.0,0.9711008778424264,,,,,,12.0,4.0,,,,,,
