Stock,Horizon,BestThreshold,Strategy,ConfidenceThreshold,C,penalty,l1_ratio,Train_Accuracy,Train_ROC_AUC,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn
TSLA,2,0.0025,long_short,,0.001,l2,,0.5695825049701789,0.6039769493454752,0.5298804780876494,0.5500953591862683,125,99,26,0,0.536,0.5494271234981809,0.1573900252193403
TSLA,3,0.005,long_short,,0.001,l2,,0.5785288270377733,0.6149984385685429,0.5378486055776892,0.5482824427480916,83,71,12,0,0.5903614457831325,1.3594882317924277,0.9044690647576585
TSLA,4,0.005,long_short,,0.07249103689513073,elasticnet,0.9812739008122408,0.5964214711729622,0.6461756788273847,0.5737051792828686,0.5847139034025743,62,50,12,0,0.5806451612903226,2.0191017174419184,2.0004283024597145
TSLA,5,0.01,long_short,,0.006030774027001902,l2,,0.610337972166998,0.6650500978241537,0.5657370517928287,0.6064495530012771,50,43,7,0,0.56,1.8495502354364575,1.574500386557201
TSLA,6,0.01,long_short,,0.009902372727124189,l1,,0.5904572564612326,0.6443249054381466,0.545816733067729,0.5667838874680307,41,27,14,0,0.6829268292682927,2.9305541435615643,3.459302057230471
TSLA,7,0.0125,long_short,,0.10087899387631988,l1,,0.6252485089463221,0.692501976284585,0.5737051792828686,0.5878352490421456,35,22,13,0,0.6,2.1604373405937105,2.4183883972547555
TSLA,8,0.017499999999999998,long_short,,0.06073719762701968,l1,,0.6272365805168986,0.6943143416138021,0.5219123505976095,0.5440539852304558,31,19,12,0,0.5483870967741935,2.342942043983318,2.4578743966291308
TSLA,9,0.0225,long_short,,0.1036184910711247,elasticnet,0.9869086124023448,0.6222664015904572,0.6956022498646206,0.5378486055776892,0.5564897698209719,27,14,13,0,0.6666666666666666,2.2312704190124593,2.2281037994085886
TSLA,10,0.0225,long_short,,0.09725827409064644,l1,,0.6222664015904572,0.6985588534070113,0.5179282868525896,0.5684975149738754,25,12,13,0,0.52,0.9075116338909992,0.4592067397708812
