Stock,Horizon,BestThreshold,Strategy,ConfidenceThreshold,C,kernel,gamma,Train_Accuracy,Train_ROC_AUC,Test_Accuracy,Test_ROC_AUC,Trades,LongTrades,ShortTrades,Skipped,WinRate,Sharpe,TotalReturn
AAPL,2,0.0025,long_short,,0.07406999577492329,poly,0.3946348839489381,0.6063618290258449,0.6903135659879918,0.5059760956175299,0.5293445121951219,125,25,100,0,0.344,-2.764846562614561,-0.47979889432998013
AAPL,3,0.005,long_short,,8.13115891758767,rbf,0.05040224331558402,0.6451292246520874,0.7102413568166993,0.5537848605577689,0.5280648041842072,83,15,68,0,0.43373493975903615,-1.5843725874873535,-0.3053229781816654
AAPL,4,0.005,long_short,,100.0,poly,0.2674465724194132,0.5745526838966203,0.7638229710488846,0.50199203187251,0.5281285878300803,62,52,10,0,0.5161290322580645,-0.3671494936326004,-0.09514033787400034
AAPL,5,0.005,long_short,,0.893615274611996,rbf,0.001,0.5825049701789264,0.6214282890575585,0.49800796812749004,0.5164653528289892,50,11,39,0,0.38,-1.2543436397769911,-0.28989061903991
AAPL,6,0.0075,long_short,,0.01,linear,,0.5944333996023857,0.6389634466919394,0.5378486055776892,0.5311229674796748,41,9,32,0,0.3170731707317073,-2.5262712418119406,-0.39428298380376336
AAPL,7,0.01,long_short,,0.01,poly,0.399225483941498,0.6262425447316103,0.7122015233623066,0.5657370517928287,0.5281988694758479,35,5,30,0,0.3142857142857143,-1.2929742524692431,-0.2638078559984164
AAPL,8,0.0125,long_short,,95.07611712207903,poly,0.17807716733074067,0.525844930417495,0.7520367786285492,0.601593625498008,0.5927927927927928,31,2,29,0,0.45161290322580644,-1.365988757227936,-0.26007291608938876
AAPL,9,0.015000000000000001,long_short,,0.010683376802600768,poly,0.6690632706469078,0.6570576540755467,0.7294848384240814,0.5657370517928287,0.5093782117163412,27,4,23,0,0.37037037037037035,-1.4219496489186791,-0.26100664904952586
AAPL,10,0.015000000000000001,long_short,,0.01,poly,0.39692637723029595,0.6341948310139165,0.717397147645701,0.5657370517928287,0.5214194373401534,25,4,21,0,0.48,-0.38191474097141753,-0.10299124453838826
