Stock,Ablation,Model,Horizon,Threshold,Seed,Best_Params,Val_Accuracy,Val_ROC_AUC,Val_Trades,Val_WinRate,Val_Sharpe,Val_AnnualReturn,Val_MDD,Val_Sortino,Test_Accuracy,Test_ROC_AUC,Test_Trades,Test_WinRate,Test_Sharpe,Test_AnnualReturn,Test_MDD,Test_Sortino,Test_Calmar,HParams
META,social_only,gradient_boosting,10,0.0025,2024,"{""n_estimators"": ""319"", ""learning_rate"": 0.29979475718836973, ""max_depth"": ""10""}",0.5625,0.5513406593406593,23,0.5217391304347826,0.0033015029700529,-0.5113659656059442,-0.2860858025604135,0.005025548261964,0.4390243902439024,0.4184763511139223,24,0.4166666666666667,-0.6966559567342882,-0.958104419981972,-0.4555788825818063,-1.441153638248295,-2.103048355868271,
META,social_only,gradient_boosting,10,0.0025,31415,"{""n_estimators"": ""500"", ""learning_rate"": 0.012647964913128033, ""max_depth"": ""7""}",0.575,0.5567912087912088,23,0.6086956521739131,0.5177596888469362,2.735942366015885,-0.2860858025604135,0.7242504688653173,0.483739837398374,0.4408250755499332,24,0.5,0.4047376841105026,1.3673728526174074,-0.2718437413344584,0.9617395865069106,5.029995709686334,
META,sentiment_only,gradient_boosting,2,0.0,42,"{""n_estimators"": ""306"", ""learning_rate"": 0.19385088056807892, ""max_depth"": ""10""}",0.5040322580645161,0.4967459833231645,123,0.4715447154471545,0.1266347565336375,-0.0547816248878662,-0.5274192633477888,0.2071708933009712,0.540650406504065,0.470854441067207,122,0.5,-0.4889733421470719,-0.3782097918525985,-0.3795290934891524,-0.5966826148077574,-0.996523845841632,
META,sentiment_only,gradient_boosting,2,0.0,7,"{""n_estimators"": ""50"", ""learning_rate"": 0.017531501059522857, ""max_depth"": ""9""}",0.5201612903225806,0.4990170157955393,123,0.4552845528455284,0.384029359294569,0.1673317645276304,-0.3287671021012697,0.6387046566161919,0.540650406504065,0.4750084430935494,122,0.5245901639344263,-0.1707859571598117,-0.220297983470691,-0.3889649170660113,-0.1988469016066371,-0.5663698030465412,
META,sentiment_only,gradient_boosting,2,0.0,1337,"{""n_estimators"": ""65"", ""learning_rate"": 0.022268848569152126, ""max_depth"": ""7""}",0.5241935483870968,0.500542336112806,123,0.4715447154471545,0.6697625906265566,0.4742429692943561,-0.4136239665297779,1.1575315735357072,0.5040650406504065,0.4498817966903073,122,0.4836065573770491,-0.7938349452253465,-0.4995723099128439,-0.4560394607304201,-0.957920085678293,-1.0954585138590835,
META,sentiment_only,gradient_boosting,2,0.0,2024,"{""n_estimators"": ""50"", ""learning_rate"": 0.01, ""max_depth"": ""9""}",0.5806451612903226,0.5064063453325199,123,0.5447154471544715,1.583910061221092,2.0698204378243683,-0.225645400995401,2.48736016599497,0.532520325203252,0.4572441742654508,122,0.5245901639344263,0.8995869724732872,0.6748258924394173,-0.2946218162013982,1.449354865549058,2.290481747550285,
META,sentiment_only,gradient_boosting,2,0.0,31415,"{""n_estimators"": ""463"", ""learning_rate"": 0.03824748868018849, ""max_depth"": ""10""}",0.5040322580645161,0.5026777845569792,123,0.4715447154471545,0.1266347565336375,-0.0547816248878662,-0.5274192633477888,0.2071708933009712,0.540650406504065,0.4839243498817967,122,0.5,-0.4889733421470719,-0.3782097918525985,-0.3795290934891524,-0.5966826148077574,-0.996523845841632,
META,sentiment_only,gradient_boosting,5,0.0,42,"{""n_estimators"": ""469"", ""learning_rate"": 0.01, ""max_depth"": ""7""}",0.5183673469387755,0.5640996687744656,48,0.3958333333333333,-1.6577425042930676,-0.9745245793426672,-0.5299061465118728,-2.0435677167075768,0.4674796747967479,0.5139769954688045,49,0.4489795918367347,-0.1525394883551881,-0.4537895671908019,-0.3597790905434427,-0.2392561597746839,-1.2613005566981594,
META,sentiment_only,gradient_boosting,5,0.0,7,"{""n_estimators"": ""209"", ""learning_rate"": 0.018532714779204786, ""max_depth"": ""9""}",0.5265306122448979,0.5619918699186991,48,0.4166666666666667,-1.3954120479677552,-0.9581656365771234,-0.5255573586088482,-1.7039631662640775,0.483739837398374,0.5298361798536075,49,0.5102040816326531,0.2352374473156717,0.1152317250781775,-0.2998086441449328,0.3482519883627221,0.3843509095837561,
META,sentiment_only,gradient_boosting,5,0.0,1337,"{""n_estimators"": ""65"", ""learning_rate"": 0.022268848569152126, ""max_depth"": ""7""}",0.5020408163265306,0.5669226136705812,48,0.4583333333333333,-1.0407259629655254,-0.9164490514510788,-0.395339814867802,-1.332719104637665,0.4512195121951219,0.5246427326594633,49,0.4081632653061224,-1.4623244456159634,-0.9502501221028355,-0.5198465952872785,-1.645480473156784,-1.8279433408190484,
