Stock,Ablation,Model,Horizon,Threshold,Seed,Best_Params,Val_Accuracy,Val_ROC_AUC,Val_Trades,Val_WinRate,Val_Sharpe,Val_AnnualReturn,Val_MDD,Val_Sortino,Test_Accuracy,Test_ROC_AUC,Test_Trades,Test_WinRate,Test_Sharpe,Test_AnnualReturn,Test_MDD,Test_Sortino,Test_Calmar
AAPL,full_70_30,logistic_regression,2,0.0025,42,"{""C"": 0.001413106737982826, ""l1_ratio"": 0.0}",0.6169354838709677,0.6328369905956113,123,0.5691056910569106,1.8726423176413662,1.1620293375965867,-0.0907599426052409,3.4767231414200035,0.4796747967479675,0.46071428571428574,122,0.48360655737704916,-0.15895910534850263,-0.11903925672794091,-0.2881150321264701,-0.21858233338070635,-0.4131657270686515
AAPL,full_70_30,logistic_regression,2,0.0025,7,"{""C"": 0.001559324800536792, ""l1_ratio"": 0.0}",0.6169354838709677,0.6319226750261233,123,0.5772357723577236,2.0418424687095076,1.3212112699809548,-0.0907599426052409,3.7510267019860835,0.4796747967479675,0.46111111111111114,122,0.48360655737704916,-0.15895910534850263,-0.11903925672794091,-0.2881150321264701,-0.21858233338070635,-0.4131657270686515
AAPL,full_70_30,logistic_regression,2,0.0025,1337,"{""C"": 0.0013194205624452028, ""l1_ratio"": 0.0}",0.6169354838709677,0.6325757575757576,123,0.5691056910569106,1.8726423176413662,1.1620293375965867,-0.0907599426052409,3.4767231414200035,0.4796747967479675,0.46064814814814814,122,0.48360655737704916,-0.15895910534850263,-0.11903925672794091,-0.2881150321264701,-0.21858233338070635,-0.4131657270686515
AAPL,full_70_30,logistic_regression,2,0.0025,2024,"{""C"": 0.0013399181096894592, ""l1_ratio"": 0.0}",0.6169354838709677,0.6327716823406478,123,0.5691056910569106,1.8726423176413662,1.1620293375965867,-0.0907599426052409,3.4767231414200035,0.4796747967479675,0.46084656084656084,122,0.48360655737704916,-0.15895910534850263,-0.11903925672794091,-0.2881150321264701,-0.21858233338070635,-0.4131657270686515
AAPL,full_70_30,logistic_regression,2,0.0025,31415,"{""C"": 0.001271235666562544, ""l1_ratio"": 0.0}",0.6169354838709677,0.6323798328108673,123,0.5691056910569106,1.8726423176413662,1.1620293375965867,-0.0907599426052409,3.4767231414200035,0.4796747967479675,0.46078042328042323,122,0.48360655737704916,-0.15895910534850263,-0.11903925672794091,-0.2881150321264701,-0.21858233338070635,-0.4131657270686515
AAPL,full_70_30,logistic_regression,5,0.005,42,"{""C"": 0.0646912434683928, ""l1_ratio"": 1.0}",0.5795918367346938,0.5834693877551022,48,0.5,1.0964907831869615,1.849111568498643,-0.1872711065168592,2.458737963168965,0.524390243902439,0.5074439224508701,49,0.4489795918367347,-0.43417566463400104,-0.5274075674489536,-0.24627801044138273,-0.5909510604703448,-2.141513026289788
AAPL,full_70_30,logistic_regression,5,0.005,7,"{""C"": 0.05368644924533107, ""l1_ratio"": 1.0}",0.5959183673469388,0.5913605442176871,48,0.5416666666666666,1.4587744975585748,3.103593928394991,-0.14993991462757994,3.3137033790566006,0.5487804878048781,0.5040693442731423,49,0.4897959183673469,0.6830254173017185,1.0789033891529827,-0.20530392832027636,1.2413349627160466,5.255152193044654
AAPL,full_70_30,logistic_regression,5,0.005,1337,"{""C"": 0.051493864552335095, ""l1_ratio"": 1.0}",0.5877551020408164,0.5913605442176871,48,0.6041666666666666,2.285355886825658,7.9749923925103925,-0.07667962197663293,4.916634015207642,0.556910569105691,0.5042678488718322,49,0.5306122448979592,1.107780105417236,2.5887426715885997,-0.20530392832027636,1.9177315136665904,12.609318744014157
AAPL,full_70_30,logistic_regression,5,0.005,2024,"{""C"": 0.06440723129854563, ""l1_ratio"": 1.0}",0.5795918367346938,0.5836054421768707,48,0.5,1.0964907831869615,1.849111568498643,-0.1872711065168592,2.458737963168965,0.524390243902439,0.5073777542513068,49,0.4489795918367347,-0.43417566463400104,-0.5274075674489536,-0.24627801044138273,-0.5909510604703448,-2.141513026289788
AAPL,full_70_30,logistic_regression,5,0.005,31415,"{""C"": 0.0015678442858961333, ""l1_ratio"": 0.0}",0.5755102040816327,0.5801360544217686,48,0.5625,1.5663184549785123,3.5620161024263366,-0.1515985481548953,3.3530891783992223,0.524390243902439,0.5161781247932243,49,0.3877551020408163,-0.9267217827457109,-0.7526113562688241,-0.28460226863798993,-1.3182685616861771,-2.6444320344689
AAPL,full_70_30,logistic_regression,10,0.01,42,"{""C"": 0.07727443138424213, ""l1_ratio"": 1.0}",0.6416666666666667,0.533864391422531,23,0.8260869565217391,2.3509501942379143,103.67648115317637,-0.08868783594750276,3.156068446202857,0.5121951219512195,0.5326877313590692,24,0.5833333333333334,-0.44808406146955515,-0.7347907892157572,-0.30089209676049933,-0.5031164378917382,-2.4420408416397446
AAPL,full_70_30,logistic_regression,10,0.01,7,"{""C"": 0.05368644924533107, ""l1_ratio"": 1.0}",0.6416666666666667,0.533864391422531,23,0.8260869565217391,2.3509501942379143,103.67648115317637,-0.08868783594750276,3.156068446202857,0.5121951219512195,0.5326877313590692,24,0.5833333333333334,-0.44808406146955515,-0.7347907892157572,-0.30089209676049933,-0.5031164378917382,-2.4420408416397446
AAPL,full_70_30,logistic_regression,10,0.01,1337,"{""C"": 0.08041615306556137, ""l1_ratio"": 1.0}",0.6416666666666667,0.533864391422531,23,0.8260869565217391,2.3509501942379143,103.67648115317637,-0.08868783594750276,3.156068446202857,0.5121951219512195,0.5326877313590692,24,0.5833333333333334,-0.44808406146955515,-0.7347907892157572,-0.30089209676049933,-0.5031164378917382,-2.4420408416397446
AAPL,full_70_30,logistic_regression,10,0.01,2024,"{""C"": 0.05387667104242311, ""l1_ratio"": 1.0}",0.6416666666666667,0.533864391422531,23,0.8260869565217391,2.3509501942379143,103.67648115317637,-0.08868783594750276,3.156068446202857,0.5121951219512195,0.5326877313590692,24,0.5833333333333334,-0.44808406146955515,-0.7347907892157572,-0.30089209676049933,-0.5031164378917382,-2.4420408416397446
AAPL,full_70_30,logistic_regression,10,0.01,31415,"{""C"": 0.07725655906557412, ""l1_ratio"": 1.0}",0.6416666666666667,0.533864391422531,23,0.8260869565217391,2.3509501942379143,103.67648115317637,-0.08868783594750276,3.156068446202857,0.5121951219512195,0.5326877313590692,24,0.5833333333333334,-0.44808406146955515,-0.7347907892157572,-0.30089209676049933,-0.5031164378917382,-2.4420408416397446
AAPL,equal_50_50,logistic_regression,2,0.0025,42,"{""C"": 0.001, ""l1_ratio"": 0.0}",0.5443548387096774,0.6051462904911181,123,0.5284552845528455,1.3499496929665724,0.7292290429465165,-0.13076613953355914,2.522017229836411,0.4796747967479675,0.45555555555555555,122,0.5081967213114754,0.8066831302298368,0.3773716158441065,-0.234680539412461,1.0968588657910578,1.6080226199789829
AAPL,equal_50_50,logistic_regression,2,0.0025,7,"{""C"": 0.001, ""l1_ratio"": 0.0}",0.5443548387096774,0.6051462904911181,123,0.5284552845528455,1.3499496929665724,0.7292290429465165,-0.13076613953355914,2.522017229836411,0.4796747967479675,0.45555555555555555,122,0.5081967213114754,0.8066831302298368,0.3773716158441065,-0.234680539412461,1.0968588657910578,1.6080226199789829
AAPL,equal_50_50,logistic_regression,2,0.0025,1337,"{""C"": 0.001, ""l1_ratio"": 0.0}",0.5443548387096774,0.6051462904911181,123,0.5284552845528455,1.3499496929665724,0.7292290429465165,-0.13076613953355914,2.522017229836411,0.4796747967479675,0.45555555555555555,122,0.5081967213114754,0.8066831302298368,0.3773716158441065,-0.234680539412461,1.0968588657910578,1.6080226199789829
AAPL,equal_50_50,logistic_regression,2,0.0025,2024,"{""C"": 0.001, ""l1_ratio"": 0.0}",0.5443548387096774,0.6051462904911181,123,0.5284552845528455,1.3499496929665724,0.7292290429465165,-0.13076613953355914,2.522017229836411,0.4796747967479675,0.45555555555555555,122,0.5081967213114754,0.8066831302298368,0.3773716158441065,-0.234680539412461,1.0968588657910578,1.6080226199789829
AAPL,equal_50_50,logistic_regression,2,0.0025,31415,"{""C"": 0.0010052021235503429, ""l1_ratio"": 0.0}",0.5443548387096774,0.6052115987460815,123,0.5284552845528455,1.3499496929665724,0.7292290429465165,-0.13076613953355914,2.522017229836411,0.4796747967479675,0.45555555555555555,122,0.5081967213114754,0.8066831302298368,0.3773716158441065,-0.234680539412461,1.0968588657910578,1.6080226199789829
AAPL,equal_50_50,logistic_regression,5,0.005,42,"{""C"": 0.04198518855605346, ""l1_ratio"": 1.0}",0.5877551020408164,0.5840816326530612,48,0.5,1.0546822342884965,1.7300292253658647,-0.12819459769323252,2.4644559473668783,0.5040650406504065,0.48302785681201615,49,0.3877551020408163,-1.2225797187109138,-0.8314781003593897,-0.3343100129758811,-1.5828131171338773,-2.4871468639480354
AAPL,equal_50_50,logistic_regression,5,0.005,7,"{""C"": 0.05368644924533107, ""l1_ratio"": 1.0}",0.5591836734693878,0.5842857142857143,48,0.4791666666666667,0.36647267894913593,0.32754450964449133,-0.22741565182026713,0.7915533699988095,0.508130081300813,0.4934162641434527,49,0.40816326530612246,-0.5650144211711183,-0.6024458834897326,-0.21340853626456002,-0.7829108747777527,-2.822969943165196
AAPL,equal_50_50,logistic_regression,5,0.005,1337,"{""C"": 0.05441337570935124, ""l1_ratio"": 1.0}",0.563265306122449,0.5852380952380952,48,0.5,0.8541426894905846,1.2191101309306678,-0.1868876329528623,1.9750096125513497,0.508130081300813,0.4935486005425793,49,0.40816326530612246,-0.5650144211711183,-0.6024458834897326,-0.21340853626456002,-0.7829108747777527,-2.822969943165196
AAPL,equal_50_50,logistic_regression,5,0.005,2024,"{""C"": 0.05440965958044629, ""l1_ratio"": 1.0}",0.563265306122449,0.5852380952380952,48,0.5,0.8541426894905846,1.2191101309306678,-0.1868876329528623,1.9750096125513497,0.508130081300813,0.4935486005425793,49,0.40816326530612246,-0.5650144211711183,-0.6024458834897326,-0.21340853626456002,-0.7829108747777527,-2.822969943165196
AAPL,equal_50_50,logistic_regression,5,0.005,31415,"{""C"": 0.003914250631202026, ""l1_ratio"": 0.0}",0.5510204081632653,0.5819727891156462,48,0.5208333333333334,1.095316028888976,1.8456486366748845,-0.1689134905291069,2.469907095417642,0.516260162601626,0.5081717726460663,49,0.3877551020408163,-0.7318046872389313,-0.6808037747298479,-0.24627801044138273,-1.0295228060211281,-2.764370937988748
AAPL,equal_50_50,logistic_regression,10,0.01,42,"{""C"": 0.001, ""l1_ratio"": 0.0}",0.5416666666666666,0.5342796738145575,23,0.782608695652174,2.146597188089258,72.81237589027712,-0.10858084083244109,2.715525477379259,0.47560975609756095,0.49246430460074037,24,0.4583333333333333,-1.2328388783283193,-0.9551348842007181,-0.3308993967293636,-1.4834200001967959,-2.8864811892718714
AAPL,equal_50_50,logistic_regression,10,0.01,7,"{""C"": 0.001, ""l1_ratio"": 0.0}",0.5416666666666666,0.5342796738145575,23,0.782608695652174,2.146597188089258,72.81237589027712,-0.10858084083244109,2.715525477379259,0.47560975609756095,0.49246430460074037,24,0.4583333333333333,-1.2328388783283193,-0.9551348842007181,-0.3308993967293636,-1.4834200001967959,-2.8864811892718714
AAPL,equal_50_50,logistic_regression,10,0.01,1337,"{""C"": 0.001, ""l1_ratio"": 0.0}",0.5416666666666666,0.5342796738145575,23,0.782608695652174,2.146597188089258,72.81237589027712,-0.10858084083244109,2.715525477379259,0.47560975609756095,0.49246430460074037,24,0.4583333333333333,-1.2328388783283193,-0.9551348842007181,-0.3308993967293636,-1.4834200001967959,-2.8864811892718714
